Date,Word,Clue
3/19/2004,FEET,Paws
3/19/2004,LABORER,Drudge
3/18/2004,SORCERER,Wizard
3/18/2004,ROGUE,Scamp
3/18/2004,SIMOLEON,Buck
3/18/2004,YOKES,Couples
3/18/2004,LAND,Domain
3/18/2004,BOOB,Nitwit
3/17/2004,SETTO,Fisticuffs
3/17/2004,THRIVE,Flourish
3/17/2004,MISLEAD,Deceive
3/17/2004,HYGIENE,Cleanliness
3/16/2004,DREAMUP,Invent
3/16/2004,SAW,Adage
3/15/2004,BELL,Ringer
3/15/2004,NEED,Require
3/15/2004,SULKS,Broods
3/15/2004,SLOTH,Laziness
3/15/2004,DEFT,Adept
3/14/2004,LONER,Homebody
3/14/2004,INDETAIL,Meticulously
3/14/2004,DREGS,Remains
3/14/2004,PREGNANT,Expecting
3/14/2004,URGED,Implored
3/14/2004,MART,Grocery
3/14/2004,ORBITED,Circled
3/14/2004,PALE,Light
3/14/2004,BEEF,Grouse
3/14/2004,PROS,Specialists
3/13/2004,DOODADS,Thingies
3/13/2004,AIRER,Shower
3/13/2004,MILEPOST,Marker
3/12/2004,SORDID,Base
3/12/2004,COVERAGE,Reporting
3/12/2004,LONERS,Introverts
3/12/2004,REALTY,Property
3/12/2004,FITIN,Mesh
3/12/2004,GARRISON,Fort
3/12/2004,REMOVER,Eraser
3/11/2004,AQUAS,Blues
3/11/2004,ANTEDATE,Precede
3/11/2004,CLASH,Conflict
3/11/2004,BIKER,Cyclist
3/11/2004,SEAL,Stamp
3/10/2004,RUBBISH,Tripe
3/10/2004,ORING,Gasket
3/10/2004,GAPED,Rubbernecked
3/10/2004,ASLEEP,Slumbering
3/10/2004,BEFOUL,Soil
3/10/2004,ORIGIN,Ancestry
3/10/2004,BILL,Check
3/9/2004,SCHEMED,Connived
3/8/2004,SCALE,Weigher
3/8/2004,POKES,Jabs
3/8/2004,FLAPS,Brouhahas
3/8/2004,SLOWISH,Molasseslike
3/7/2004,ORDERS,Bosses
3/7/2004,SADISM,Cruelty
3/7/2004,ADD,Elaborate
3/7/2004,ESCAPED,Out
3/7/2004,OILED,Lit
3/7/2004,RETARDANT,Suppressor
3/7/2004,LATTICE,Framework
3/7/2004,BUR,Sticker
3/7/2004,NOSED,Pried
3/7/2004,BORED,Blase
3/7/2004,ACTEDOUT,Demonstrated
3/7/2004,SPREES,Carousals
3/6/2004,ARRAY,Muster
3/6/2004,NEGATOR,Undoer
3/6/2004,LINY,Wrinkled
3/6/2004,GENESIS,Opening
3/6/2004,CROSSES,Contradicts
3/5/2004,AREA,Purlieu
3/5/2004,ELECTRICTOASTER,Browner
3/5/2004,WHARFS,Landings
3/5/2004,REBEL,Riot
3/5/2004,DELES,Removes
3/4/2004,SLIM,Narrow
3/4/2004,ADHERE,Cling
3/4/2004,WISP,Trace
3/4/2004,ANTI,Oppositionist
3/2/2004,DINGS,Nicks
3/2/2004,GENTS,Fellows
3/2/2004,LETSUP,Eases
3/2/2004,ABSURD,Crazy
3/2/2004,MYTH,Fable
3/1/2004,STRAIT,Predicament
3/1/2004,SKILL,Talent
2/29/2004,NIGHT,Darkness
2/29/2004,PROSE,Writing
2/29/2004,HAUNT,Hangout
2/29/2004,LIABLE,Apt
2/29/2004,BLOSSOM,Ripen
2/29/2004,GROOVE,Channel
2/29/2004,MIFFS,Annoys
2/28/2004,DEPLETE,Empty
2/28/2004,LUKEWARM,Halfhearted
2/28/2004,MISDID,Bungled
2/28/2004,INTENT,Fixed
2/28/2004,CRUSADE,Cause
2/28/2004,WISEMAN,Nestor
2/28/2004,TRUMPET,Ballyhoo
2/28/2004,SLAY,Fell
2/27/2004,FINITE,Bounded
2/27/2004,GANG,Clique
2/27/2004,FELT,Experienced
2/27/2004,SLY,Canny
2/27/2004,ACRED,Landed
2/27/2004,INPIECES,Apart
2/27/2004,GABFEST,Confab
2/26/2004,GITS,Vamooses
2/26/2004,AIDES,Auxiliaries
2/26/2004,CLIMBS,Shinnies
2/26/2004,DAGGER,Blade
2/26/2004,BRISTLY,Irascible
2/26/2004,TYPEA,Supercompetitive
2/25/2004,HAVE,Keep
2/25/2004,BUFFALO,Stymie
2/24/2004,MAILED,Posted
2/24/2004,SPARTAN,Austere
2/24/2004,TOSSED,Ejected
2/23/2004,HOCUSPOCUS,Flimflam
2/23/2004,STORY,Narrative
2/23/2004,HODGEPODGE,Mishmash
2/23/2004,EDGY,Jittery
2/23/2004,SKIP,Omit
2/22/2004,LIE,Rest
2/22/2004,DYES,Stains
2/22/2004,SWATS,Belts
2/22/2004,IMPUTED,Attributed
2/22/2004,ABIDED,Remained
2/22/2004,CUTESY,Precious
2/22/2004,DODGY,Tricky
2/22/2004,SCRAPE,Jam
2/22/2004,ATTEMPT,Tackle
2/22/2004,WEIRDO,Creep
2/22/2004,NEEDLE,Tease
2/22/2004,NODDED,Goofed
2/22/2004,TUTORED,Coached
2/21/2004,BONEUP,Study
2/21/2004,CIRCLE,Gang
2/21/2004,PERSON,Figure
2/21/2004,RESENT,Forwarded
2/21/2004,LOG,Account
2/21/2004,YELLOW,Gutless
2/21/2004,PATES,Crowns
2/20/2004,APPRENTICE,Tenderfoot
2/20/2004,JEST,Taunt
2/20/2004,MISS,Forgo
2/20/2004,NEST,Den
2/20/2004,UNISON,Accord
2/20/2004,ATTAINS,Realizes
2/20/2004,HUMDRUM,Dreary
2/20/2004,NARRATE,Tell
2/20/2004,FENS,Lowlands
2/19/2004,GASP,Pant
2/19/2004,MOSSY,Outdated
2/19/2004,CATERSTO,Humors
2/19/2004,PENT,Caged
2/19/2004,FINALS,Playoffs
2/19/2004,OLD,Used
2/19/2004,CANOE,Birchbark
2/19/2004,MANOR,Estate
2/19/2004,TOPICS,Themes
2/19/2004,AXLE,Mandrel
2/19/2004,RENO,Splitsville
2/18/2004,HANGDOG,Shamefaced
2/18/2004,HEN,Clucker
2/17/2004,BATTY,Daft
2/17/2004,NERD,Dork
2/17/2004,THEN,Ergo
2/16/2004,GLOBE,Planet
2/16/2004,LEVELER,Demolisher
2/16/2004,CLEANS,Disinfects
2/16/2004,BEFOG,Obscure
2/16/2004,YEASTY,Frothy
2/16/2004,LAY,Reclined
2/16/2004,DWELT,Lived
2/16/2004,ICY,Wintry
2/15/2004,PRONTO,Stat
2/15/2004,SAPOR,Tastiness
2/15/2004,PILL,Annoyer
2/15/2004,EELY,Wriggling
2/15/2004,ERSATZ,Bogus
2/15/2004,POACHED,Stole
2/15/2004,HON,Doll
2/15/2004,CUES,Hints
2/15/2004,CLAMANT,Noisy
2/15/2004,TESTY,Disagreeable
2/15/2004,SOWN,Distributed
2/14/2004,LOSTONESBALANCE,Slipped
2/14/2004,LISTENS,Minds
2/14/2004,POPULACE,Masses
2/14/2004,FLESH,Relatives
2/14/2004,WENTAPE,Flipped
2/14/2004,LIDS,Blinkers
2/14/2004,PATS,Dabs
2/13/2004,SCAMARTIST,Phony
2/13/2004,GIFT,Endowment
2/13/2004,FUNK,Depression
2/13/2004,GEARS,Attunes
2/13/2004,CROCK,Nonsense
2/13/2004,MESS,Jumble
2/13/2004,DOODAD,Thingum
2/13/2004,SNARLS,Complications
2/13/2004,SCREEN,Filter
2/13/2004,TODOS,Hullabaloos
2/12/2004,JAMB,Sidepiece
2/12/2004,SMASH,Sockeroo
2/12/2004,DIADEM,Tiara
2/12/2004,EMEND,Edit
2/12/2004,MEAN,Lowdown
2/12/2004,SEALS,Barkers
2/12/2004,WORTH,Goodness
2/12/2004,DUNCES,Knuckleheads
2/11/2004,UNMAN,Terrify
2/11/2004,CEASED,Stopped
2/11/2004,WRAITH,Phantasm
2/11/2004,SCHOOL,Educate
2/11/2004,XMAS,Yule
2/11/2004,WOOD,Grove
2/11/2004,GODOWN,Descend
2/11/2004,GOOD,Saintly
2/10/2004,HOSTED,Emceed
2/9/2004,HATES,Abominates
2/9/2004,ANNALS,Chronicles
2/8/2004,ABSOLVE,Pardon
2/8/2004,FEINTS,Dodges
2/8/2004,INTOTO,Wholly
2/8/2004,BOSOM,Beloved
2/8/2004,SEASIDES,Coasts
2/8/2004,STUD,Fastener
2/7/2004,CREPT,Pussyfooted
2/7/2004,LOG,Diary
2/7/2004,SENDS,Radios
2/7/2004,INSIPID,Flat
2/7/2004,LIBRETTO,Text
2/7/2004,HOIST,Davit
2/6/2004,MEET,Face
2/6/2004,LEADORE,Galena
2/6/2004,GETSATAN,Bronzes
2/6/2004,ATONAL,Unkeyed
2/6/2004,FIREDUP,Pumped
2/6/2004,PEW,Bench
2/6/2004,INDEMAND,Popular
2/5/2004,NOTCH,Score
2/5/2004,DELAYS,Snags
2/5/2004,ENDS,Periods
2/5/2004,TASTY,Toothsome
2/5/2004,OUTSMART,Fool
2/5/2004,PROP,Brace
2/5/2004,OGRE,Blackguard
2/5/2004,MANY,Countless
2/4/2004,DOS,Haircuts
2/4/2004,FEARSOME,Dreaded
2/3/2004,OILY,Smarmy
2/3/2004,TAGS,Marks
2/2/2004,SHIV,Switchblade
2/2/2004,DINERO,Pesos
2/2/2004,UMBER,Brownish
2/2/2004,TAN,Brownish
2/2/2004,LEARN,Memorize
2/1/2004,GUIDE,Sherpa
2/1/2004,STEP,Measure
2/1/2004,STAKE,Ante
2/1/2004,DIRER,Worse
2/1/2004,CROOK,Chiseler
2/1/2004,PIPSQUEAK,Nobody
2/1/2004,ANNULS,Cancels
2/1/2004,JOKER,Wag
1/31/2004,TROUNCE,Paste
1/31/2004,SAVANTS,Scholars
1/31/2004,VERY,Exact
1/31/2004,MUTE,Still
1/31/2004,EXPENDS,Disburses
1/31/2004,UNUSED,Available
1/30/2004,REALM,Space
1/30/2004,PIONEERS,Groundbreakers
1/30/2004,OLEO,Spread
1/30/2004,CLAPTRAP,Humbug
1/29/2004,IRES,Cholers
1/29/2004,REB,Confederate
1/29/2004,PRIME,Choice
1/28/2004,TENANTS,Boarders
1/28/2004,ATSEA,Cruising
1/27/2004,ASKS,Invites
1/26/2004,LULL,Interlude
1/26/2004,BUMP,Jolt
1/26/2004,DROOL,Slobber
1/25/2004,TAIL,Behind
1/25/2004,LILT,Bounce
1/25/2004,TIE,Allegiance
1/25/2004,EERIE,Hitchcockian
1/25/2004,UNPIN,Loose
1/25/2004,MAULS,Manhandles
1/25/2004,HAND,Applause
1/25/2004,ROAMS,Ranges
1/25/2004,FISHY,Questionable
1/25/2004,LEDIN,Escorted
1/24/2004,BIN,Crisper
1/24/2004,STUFFEDSHIRTS,Stiffs
1/24/2004,TEENY,Small
1/24/2004,GAFFE,Misstep
1/23/2004,URGESON,Pushes
1/22/2004,TASKS,Chores
1/22/2004,WEEDOUT,Eliminate
1/21/2004,BANNED,Prohibited
1/19/2004,DOMAIN,Territory
1/19/2004,ASKS,Implores
1/19/2004,CAROL,Noel
1/19/2004,INASENSE,Kinda
1/19/2004,MOLE,Spy
1/18/2004,PREY,Target
1/18/2004,QUIT,Withdraw
1/18/2004,AXES,Bounces
1/18/2004,COLOGNE,Toiletry
1/18/2004,SIEVE,Separator
1/18/2004,ARCANE,Mysterious
1/18/2004,DITCHED,Dumped
1/18/2004,SPARS,Wrangles
1/18/2004,MADE,Fabricated
1/18/2004,UNVEILED,Bared
1/18/2004,MUTUAL,Joint
1/18/2004,ROOSTER,Chanticleer
1/18/2004,SILTS,Alluvia
1/18/2004,TROVE,Hoard
1/18/2004,SAIL,Spinnaker
1/18/2004,BROUHAHA,Ruckus
1/17/2004,RESULT,Outgrowth
1/17/2004,ENDUSE,Purpose
1/17/2004,SCADS,Tons
1/17/2004,DUD,Clunker
1/16/2004,ICECUBE,Cooler
1/16/2004,FIREAT,Shoot
1/16/2004,BROOD,Nesters
1/16/2004,WHOMPS,Kayos
1/15/2004,TWEAKS,Adjusts
1/15/2004,SPOILT,Ruined
1/15/2004,SEEING,Discernment
1/15/2004,SWATCH,Sample
1/15/2004,HALED,Compelled
1/15/2004,SANCTUM,Retreat
1/15/2004,ILLUSION,Mirage
1/15/2004,SHUT,Latched
1/15/2004,ONTOP,First
1/15/2004,PURLOIN,Appropriate
1/15/2004,INTENSE,Blazing
1/15/2004,CAT,Cat
1/14/2004,CHIN,Gossip
1/13/2004,SCOT,Highlander
1/12/2004,SPARROW,Songbird
1/12/2004,STABS,Pierces
1/12/2004,SMILE,Grin
1/12/2004,INTONES,Recites
1/11/2004,FUSE,Combine
1/11/2004,MACADAMS,Pavements
1/11/2004,ABSENT,Away
1/11/2004,HEADACHE,Problem
1/11/2004,RIOT,Card
1/11/2004,STUNG,Injured
1/11/2004,STORESUP,Accumulates
1/11/2004,LETSLIP,Revealed
1/11/2004,ONEND,Standing
1/11/2004,DAMAGE,Hurt
1/11/2004,SNAP,Hike
1/11/2004,GERMY,Infected
1/11/2004,ARCED,Curving
1/10/2004,HASWORDS,Argues
1/10/2004,DESISTS,Stops
1/10/2004,SUAVE,Worldly
1/9/2004,DOLL,Sugar
1/8/2004,ABOUT,Around
1/8/2004,ONPOST,Watching
1/8/2004,MADEABET,Wagered
1/8/2004,KEEN,Neato
1/8/2004,NAG,Bother
1/7/2004,VEER,Turn
1/5/2004,LITHE,Supple
1/5/2004,ORACULAR,Delphic
1/4/2004,TRASHY,Cheap
1/4/2004,SET,Hardened
1/4/2004,SUAVE,Slick
1/4/2004,PALTRY,Minuscule
1/4/2004,RIDE,Hitchhike
1/4/2004,WAIF,Stray
1/4/2004,UTILE,Practical
1/4/2004,POKES,Dawdlers
1/4/2004,UTE,Shoshonean
1/3/2004,ROUTED,Channeled
1/3/2004,THOU,Gee
1/3/2004,SMART,Burn
1/3/2004,RENDS,Fractures
1/3/2004,WHITE,Frosty
1/3/2004,STEEPS,Immerses
1/3/2004,LOUSE,Cad
1/3/2004,ONE,Person
1/2/2004,OLDSAW,Bromide
1/2/2004,SIDESTEP,Skirt
1/1/2004,NEEDY,Strapped
1/1/2004,OPT,Select
1/1/2004,RACES,Sprints
1/1/2004,TAR,Seaman
12/31/2003,SET,Gel
12/31/2003,SLEW,Offed
12/30/2003,IRONFISTED,Tyrannical
12/29/2003,COAST,Seashore
12/29/2003,LULU,Doozie
12/29/2003,DEARIE,Honeybunch
12/29/2003,HERMIT,Loner
12/29/2003,TALE,Fable
12/29/2003,USER,Customer
12/29/2003,ORATE,Preach
12/29/2003,DULL,Uninteresting
12/28/2003,SHYNESS,Reserve
12/28/2003,WRAITHS,Specters
12/28/2003,PRECEDE,Lead
12/28/2003,BROMIDES,Platitudes
12/28/2003,AVAILS,Helps
12/28/2003,GOUP,Rise
12/28/2003,CAN,Hoosegow
12/27/2003,ONTHEQT,Secretly
12/27/2003,BAROQUE,Busy
12/27/2003,OCEANS,Tons
12/27/2003,NASTY,Satanic
12/27/2003,ENMASSE,Collectively
12/27/2003,PASSKEY,Opener
12/27/2003,CANTINA,Bar
12/27/2003,ESTEEMS,Reveres
12/27/2003,ASSUAGE,Quiet
12/26/2003,ADDON,Attach
12/26/2003,DEEMED,Held
12/26/2003,REVOLT,Sicken
12/25/2003,STARCH,Stiffness
12/25/2003,PRANCER,Cavorter
12/25/2003,CUPID,Matchmaker
12/25/2003,AKIN,Parallel
12/25/2003,ZERO,Nil
12/25/2003,NOTONE,Nil
12/25/2003,DANCER,Ballerina
12/24/2003,KNEW,Recognized
12/24/2003,PAL,Pard
12/24/2003,ATIT,Battling
12/23/2003,TRICKY,Deceptive
12/23/2003,ADDLE,Fluster
12/22/2003,DODOS,Dumbbells
12/22/2003,TORE,Dashed
12/21/2003,BEAR,Grizzly
12/21/2003,TRUE,Constant
12/21/2003,EXUDE,Display
12/21/2003,BEATEN,Defeated
12/20/2003,METIER,Specialty
12/20/2003,TARGETS,Butts
12/20/2003,TOASTY,Warm
12/20/2003,MANIAS,Rages
12/20/2003,JET,Raven
12/19/2003,SORE,Huffy
12/19/2003,LOCAL,Neighborhood
12/19/2003,STRODE,Walked
12/19/2003,TAR,Sully
12/19/2003,NOISE,Babble
12/19/2003,FADS,Crazes
12/19/2003,SAVORS,Relishes
12/19/2003,TIMID,Yellowish
12/18/2003,BOSS,Padrone
12/18/2003,SKIRTS,Avoids
12/18/2003,GRUESOME,Awful
12/18/2003,JET,Gaslight
12/18/2003,AWLS,Punchers
12/18/2003,SOARED,Zoomed
12/18/2003,AMAZE,Throw
12/17/2003,ASS,Bonehead
12/17/2003,APT,Pertinent
12/17/2003,CARING,Compassionate
12/16/2003,PAGED,Beeped
12/15/2003,BRINGS,Fetches
12/15/2003,VINE,Climber
12/15/2003,LOVE,Honey
12/14/2003,SCHMO,Noodlehead
12/14/2003,SLIMS,Diets
12/14/2003,TACIT,Undeclared
12/14/2003,HAIL,Salute
12/14/2003,LOADSUP,Fills
12/14/2003,ASSEMBLE,Rally
12/14/2003,FANOUT,Disperse
12/13/2003,EARTHLY,Mundane
12/13/2003,NIP,Thimbleful
12/13/2003,CURSE,Pox
12/13/2003,INORBIT,Circling
12/13/2003,MEANDER,Snake
12/13/2003,CHIP,Flake
12/13/2003,HADAFIT,Flipped
12/12/2003,CAMISOLE,Underbodice
12/12/2003,DIGSINTO,Investigates
12/12/2003,TONE,Tenor
12/12/2003,PERTAIN,Relate
12/12/2003,RELENT,Soften
12/12/2003,MUCK,Gunk
12/11/2003,PUT,Impose
12/11/2003,SIC,Thus
12/11/2003,LEPERS,Outcasts
12/11/2003,HOSTILE,Fighting
12/11/2003,AWKWARD,Lubberly
12/11/2003,PRY,Peep
12/11/2003,EARNER,Employee
12/10/2003,TALKER,Gasbag
12/9/2003,RUDE,Boorish
12/9/2003,MOOLA,Simoleons
12/9/2003,REF,Officiate
12/9/2003,SKIRTED,Sidestepped
12/8/2003,SHAPED,Molded
12/8/2003,FIENDS,Ogres
12/7/2003,SEAEEL,Conger
12/7/2003,FATE,Lot
12/7/2003,IOTA,Tad
12/6/2003,LUSTS,Cravings
12/6/2003,PALAVER,Discussion
12/6/2003,POPPED,Burst
12/5/2003,SLABS,Chunks
12/5/2003,IVS,Drippers
12/5/2003,TACIT,Unsaid
12/5/2003,ECRU,Almond
12/4/2003,PAL,Goombah
12/4/2003,TOTALS,Demolishes
12/4/2003,OAR,Propeller
12/3/2003,CHAP,Fella
12/2/2003,COMPEL,Force
12/2/2003,SLOPE,Hillside
12/1/2003,ABATE,Slacken
12/1/2003,SCOLD,Chastise
12/1/2003,INERT,Stagnant
12/1/2003,DINGDONG,Crackpot
12/1/2003,NOBLE,Chivalrous
12/1/2003,GOES,Travels
11/30/2003,PAIN,Neuralgia
11/30/2003,HEROS,Grinders
11/30/2003,STENOPAD,Tablet
11/30/2003,SCRAPE,Skin
11/30/2003,LOLLIPOP,Sucker
11/30/2003,OILSTONE,Sharpener
11/30/2003,PIER,Quay
11/30/2003,SASSED,Disrespected
11/29/2003,SACS,Baglets
11/29/2003,TRIM,Edge
11/29/2003,SADSACK,Bumbler
11/29/2003,RIVET,Pin
11/29/2003,MANTAS,Rays
11/28/2003,ITERANT,Repeating
11/28/2003,ATLARGE,Unlocated
11/28/2003,PAID,Settled
11/27/2003,TEASED,Razzed
11/27/2003,DRESS,Uniform
11/27/2003,ASLOPE,Diagonally
11/26/2003,DOWELL,Prosper
11/25/2003,EASEUP,Slacken
11/24/2003,NOGOOD,Useless
11/24/2003,JAIL,Incarcerate
11/24/2003,EYETOOTH,Canine
11/24/2003,BOOTS,Galoshes
11/24/2003,CURES,Remedies
11/24/2003,SORRY,Rueful
11/23/2003,FLU,Bug
11/23/2003,SOME,Any
11/23/2003,PRATE,Jabber
11/23/2003,TARTARE,Raw
11/23/2003,EBBTIDE,Outflow
11/23/2003,TREAD,Trample
11/23/2003,THUG,Hood
11/23/2003,ATIT,Wrangling
11/23/2003,DECENT,Clothed
11/22/2003,PITMEN,Miners
11/22/2003,ASSESSED,Taxed
11/22/2003,ENGIRT,Surrounded
11/22/2003,GOATS,Victims
11/22/2003,LETGO,Axed
11/21/2003,INFRONT,First
11/20/2003,EASE,Moderate
11/20/2003,SCARY,Bloodcurdling
11/20/2003,ASTONISH,Flabbergast
11/19/2003,HOLD,Maintain
11/19/2003,INVEIGLE,Entice
11/19/2003,CANINE,Eyetooth
11/19/2003,SKILL,Proficiency
11/18/2003,APPARATUS,Machine
11/17/2003,OVERCOMES,Conquers
11/17/2003,RAT,Stoolie
11/16/2003,POSTED,Informed
11/16/2003,ASOF,Commencing
11/16/2003,MADEIT,Arrived
11/16/2003,CLIPS,Excerpts
11/16/2003,KNOBBED,Gnarly
11/16/2003,SEVERE,Torrential
11/15/2003,TOWARDS,Facing
11/15/2003,FREELOADER,Sponge
11/15/2003,VESSEL,Craft
11/15/2003,CASH,Bills
11/15/2003,HONEST,Frank
11/15/2003,WIRE,Conductor
11/15/2003,DRAG,Downer
11/14/2003,PALL,Oppression
11/14/2003,TAINT,Infect
11/14/2003,IMITATOR,Parrot
11/13/2003,APT,Clever
11/13/2003,UNIDLE,Working
11/13/2003,NATTER,Jaw
11/13/2003,SALTAWAY,Save
11/12/2003,LOWCUT,Revealing
11/12/2003,ADDENDA,Supplements
11/12/2003,ROLES,Functions
11/10/2003,NETTED,Caught
11/10/2003,BANNER,Headline
11/10/2003,MAJESTIC,Grand
11/9/2003,LOVER,Devotee
11/9/2003,ROT,Applesauce
11/9/2003,WADS,Hunks
11/9/2003,USEUP,Expend
11/9/2003,PEN,Writer
11/9/2003,LIE,Sprawl
11/9/2003,GROSS,Flagrant
11/9/2003,THAW,Loosen
11/8/2003,IMPARTS,Lends
11/8/2003,ERA,Years
11/8/2003,PRELATES,Hierarchs
11/8/2003,YET,Even
11/8/2003,OPULENT,Ritzy
11/8/2003,UNITARY,Whole
11/7/2003,PRICETAGS,Stickers
11/6/2003,WREN,Songbird
11/6/2003,AROUND,Circa
11/6/2003,YOKELS,Unsophisticates
11/6/2003,MET,Joined
11/6/2003,SETBACK,Defeat
11/6/2003,SLOPE,Grade
11/6/2003,LADY,Madame
11/6/2003,SETOUT,Began
11/6/2003,HONOR,Laurels
11/6/2003,CHILL,Relax
11/6/2003,TAX,Try
11/5/2003,WISHED,Hoped
11/5/2003,TARSI,Anklebones
11/5/2003,GET,Attain
11/4/2003,SOAK,Marinate
11/4/2003,APERS,Copyists
11/4/2003,NOSE,Schnozz
11/4/2003,BOATER,Yachtsman
11/3/2003,NEOS,Revivalists
11/3/2003,RAID,Foray
11/3/2003,SKYDIVER,Parachutist
11/3/2003,WAYS,Paths
11/2/2003,CHASTE,Stainless
11/2/2003,HENS,Cluckers
11/2/2003,IVORY,Whitish
11/2/2003,ECLIPSE,Overshadow
11/2/2003,NAPS,Slumbers
11/2/2003,TENUOUS,Flimsy
11/2/2003,DEBTEE,Creditor
11/1/2003,MACHO,Unfeminine
11/1/2003,MENIAL,Underling
11/1/2003,ANALOGS,Counterparts
10/31/2003,OCCUR,Arise
10/31/2003,REAP,Get
10/31/2003,PENT,Confined
10/31/2003,CLAW,Manhandle
10/31/2003,FARE,Charge
10/30/2003,SAVAGE,Untamed
10/30/2003,PRESIDES,Heads
10/30/2003,PEP,Gusto
10/29/2003,JOWL,Cheek
10/29/2003,ACTSAS,Represents
10/29/2003,WRONG,Amiss
10/29/2003,ALLTHUMBS,Clumsy
10/29/2003,HAVOC,Disorder
10/28/2003,AVOWER,Declarer
10/27/2003,ESCHEW,Avoid
10/27/2003,TANK,Aquarium
10/27/2003,DOODAD,Ornament
10/26/2003,ATHLETE,Player
10/26/2003,RAVINES,Ditches
10/26/2003,DROP,Globule
10/26/2003,SOURS,Turns
10/26/2003,IMAGINARY,Fancied
10/26/2003,POSSE,Chasers
10/26/2003,THEFT,Lifting
10/26/2003,GIDDY,Delirious
10/26/2003,VICTIM,Prey
10/26/2003,ROAMER,Vagabond
10/26/2003,LOOMING,Imminent
10/26/2003,POPUP,Bloop
10/26/2003,SCHMO,Chump
10/25/2003,ANAS,Anthologies
10/25/2003,FORREAL,Sincere
10/25/2003,GOBY,Pass
10/25/2003,SLUR,Disparage
10/25/2003,POLITE,Pleasant
10/25/2003,EDDIES,Whirls
10/25/2003,TERRY,Bathwear
10/25/2003,COHERES,Sticks
10/25/2003,TOOTSIE,Dollface
10/25/2003,MOVE,Turn
10/24/2003,STICKON,Affix
10/24/2003,SANK,Dipped
10/24/2003,AVOWS,Asserts
10/24/2003,STRAPIN,Secure
10/24/2003,NEWER,Later
10/24/2003,CURTAIL,Dock
10/23/2003,WHIZ,Ace
10/23/2003,ROT,Drivel
10/23/2003,FREETIME,Leisure
10/21/2003,BRAKE,Slow
10/21/2003,SETTEE,Sofa
10/21/2003,SKIED,Slalomed
10/21/2003,REBUKE,Chastise
10/21/2003,BEDS,Berths
10/20/2003,LIKELY,Probable
10/20/2003,MOVED,Budged
10/20/2003,SPHERES,Realms
10/20/2003,ZAP,Stun
10/20/2003,SCRAM,Vamoose
10/19/2003,ONSTAGE,Performing
10/19/2003,SIMILAR,Like
10/19/2003,OPINE,Allow
10/19/2003,RAW,Untrained
10/19/2003,PRESENT,Current
10/19/2003,LUCID,Clear
10/19/2003,ATSEA,Uncertain
10/19/2003,NIPS,Chills
10/19/2003,TIPS,Inclines
10/19/2003,GALOOT,Lug
10/19/2003,OVERAGE,Superannuated
10/19/2003,BUOYED,Encouraged
10/18/2003,PESTERER,Noodge
10/18/2003,BAD,Defective
10/18/2003,RECUT,Subdivide
10/18/2003,ALLALONE,Solo
10/18/2003,QUIET,Pacify
10/18/2003,SORELY,Very
10/18/2003,TORSO,Body
10/18/2003,LIT,Potted
10/17/2003,TWIG,Shoot
10/17/2003,OSSIFY,Harden
10/17/2003,UMPTEEN,Myriad
10/17/2003,CAST,Hue
10/17/2003,SIRE,Produce
10/17/2003,LAWLESS,Unrestrained
10/17/2003,MIX,Crossbreed
10/16/2003,RIDER,Jockey
10/16/2003,VINEGAR,Irritableness
10/16/2003,DOME,Baldpate
10/15/2003,BOWS,Salaams
10/15/2003,GAB,Schmooze
10/15/2003,INANE,Pointless
10/14/2003,PLEADS,Begs
10/13/2003,LEA,Grassland
10/12/2003,ICEBOXES,Coolers
10/12/2003,EELY,Evasive
10/12/2003,ELABORATE,Involved
10/12/2003,VENEER,Finish
10/12/2003,OKAY,Unhurt
10/12/2003,HOUND,Pester
10/12/2003,HOBO,Wanderer
10/12/2003,YES,Agreement
10/12/2003,CURATE,Preacher
10/12/2003,IRES,Rages
10/11/2003,SIRED,Engendered
10/11/2003,OPENS,Jimmies
10/11/2003,SKATES,Gliders
10/11/2003,HOSTS,Legions
10/11/2003,RESHAPE,Morph
10/11/2003,MEANIES,Malefactors
10/11/2003,CROOKED,Thieving
10/10/2003,TAUNTS,Rides
10/10/2003,BEAGLE,Hound
10/10/2003,DELAY,Filibuster
10/10/2003,TRACTS,Essays
10/10/2003,CANTER,Run
10/10/2003,INTERCEDE,Mediate
10/9/2003,WELD,Join
10/9/2003,ROAD,Path
10/9/2003,GLADHAND,Welcome
10/9/2003,COWHAND,Herder
10/9/2003,OLDHAND,Veteran
10/9/2003,HANDSDOWN,Overwhelmingly
10/9/2003,FLOGS,Thrashes
10/9/2003,ALLOWING,Granting
10/9/2003,ROOTS,Origin
10/8/2003,SPLITHAIRS,Nitpick
10/8/2003,MOVE,Budge
10/8/2003,WIDENS,Dilates
10/8/2003,BOXIN,Confine
10/8/2003,ONESHOT,Nonrecurring
10/8/2003,WORTH,Value
10/7/2003,FLAKE,Oddball
10/7/2003,CHATTY,Voluble
10/7/2003,ENDEAVOR,Undertaking
10/7/2003,JIFFY,Instant
10/5/2003,SIDE,Wing
10/5/2003,BOOB,Meathead
10/5/2003,MAIM,Disfigure
10/5/2003,SEVER,Cleave
10/4/2003,CLAN,House
10/4/2003,TOO,Further
10/4/2003,CADRES,Nuclei
10/3/2003,HEARTEN,Encourage
10/3/2003,FAR,Outlying
10/3/2003,ETERNAL,Godlike
