,Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,in vocab
5198,10/8/2020,DNA,Family inheritance?,Other,,True,2,19,2,False,False,False,False,0,False,9.0,0,0.0,0.10526315789473684,False,False,False
5199,5/1/2020,ONEND,Turned up,Other,,False,2,9,1,False,False,False,False,0,False,4.0,0,0.0,0.1111111111111111,False,False,False
5200,6/14/2020,HULU,Disney+ alternative,Other,,False,2,19,2,False,False,False,False,0,False,9.0,0,0.5,0.10526315789473684,False,False,True
5201,7/14/2020,MAZE,Lab rat's challenge,Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,0,0.3333333333333333,0.15789473684210525,False,False,True
5202,2/7/2019,NOUN,What you may call it?,Other,,True,5,21,5,False,False,False,False,0,False,3.4,0,0.0,0.23809523809523808,False,False,True
5203,5/4/2019,BEET,Vegetable with greens,Other,,False,3,21,2,False,False,False,False,0,False,6.333333333333333,0,0.0,0.09523809523809523,False,False,True
5204,3/18/2019,ACUTE,"Sharp, as pain",Other,,False,3,14,3,False,False,False,False,0,False,4.0,1,0.0,0.21428571428571427,False,False,True
5205,9/15/2020,THRU,Drive-___ window,Other,,False,2,16,5,False,True,False,False,0,False,7.5,0,0.5,0.3125,False,False,False
5206,6/7/2021,MALAY,"___ Peninsula, area above Singapore",Other,,False,5,35,8,False,True,False,False,0,False,6.2,1,0.4,0.22857142857142856,False,False,True
5207,7/30/2021,INEEDANAP,Translation of some loud yawns,Other,,False,5,30,4,False,False,False,False,0,False,5.2,0,0.0,0.13333333333333333,False,False,False
5208,7/1/2019,DEAL,"""You're on!""",Other,,False,2,12,5,True,False,False,False,0,False,5.5,0,0.0,0.4166666666666667,False,False,True
5209,5/23/2020,SEEME,Question from someone waving across a crowded room,Other,,False,8,50,7,False,False,False,False,0,False,5.375,0,0.0,0.14,False,False,False
5210,4/19/2020,CRONE,Witch,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,True
5211,6/22/2021,RAP,Word before sheet or battle,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.14814814814814814,False,False,True
5212,1/12/2019,HINDLEGS,Horses kick with them,Other,,False,4,21,3,False,False,False,False,0,False,4.5,0,0.0,0.14285714285714285,False,False,False
5213,6/15/2019,GREENTAPE,Time-consuming environmental procedures,Other,,False,3,39,3,False,False,False,False,0,False,12.333333333333334,0,0.0,0.07692307692307693,False,False,False
5214,7/17/2019,STENO,"Shorthand, for short",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.15,False,False,True
5215,4/16/2021,TOPAZ,Official gemstone of Utah and Texas,Other,,False,6,35,5,False,False,False,False,0,False,5.0,0,0.5,0.14285714285714285,False,False,True
5216,4/14/2019,POGO,___ stick,Other,,False,2,9,4,False,True,False,False,0,False,4.0,0,0.0,0.4444444444444444,False,False,True
5217,7/28/2019,SEGO,Beehive State bloomer,Other,,False,3,21,2,False,False,False,False,0,False,6.333333333333333,0,0.3333333333333333,0.09523809523809523,False,False,True
5218,8/13/2020,CROWER,"Rooster, at sunup",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.0,0.17647058823529413,False,False,True
5219,11/16/2018,LIP,Edge,Single Word,,False,1,4,0,False,False,False,False,0,False,4.0,0,0.0,0.0,False,False,True
5220,10/25/2021,VCR,Obsolescent TV hookup,Other,,False,3,21,2,False,False,False,False,0,False,6.333333333333333,0,0.6666666666666666,0.09523809523809523,False,False,False
5221,3/20/2018,CLOSE,Put a cork in,Other,,False,4,13,3,False,False,False,False,0,False,2.5,0,0.0,0.23076923076923078,False,False,True
5222,8/9/2018,EBB,Retreat,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,True
5223,4/8/2020,ETAT,Division politique,Other,,False,2,18,1,False,False,False,False,0,False,8.5,0,0.0,0.05555555555555555,False,False,False
5224,1/5/2019,ICESHEET,Big part of Greenland,Other,,False,4,21,3,False,False,False,False,0,False,4.5,0,0.25,0.14285714285714285,False,False,False
5225,11/13/2020,AIWA,Japanese electronics company bought by Sony in 2002,Other,,False,8,51,11,False,False,False,False,0,False,5.5,0,0.125,0.13725490196078433,False,False,False
5226,3/2/2018,SCUFFS,Marks on shoes,Other,,False,3,14,2,False,False,False,False,0,False,4.0,0,0.0,0.14285714285714285,False,False,True
5227,8/12/2020,ITE,Suffix with Manhattan or Brooklyn,Other,,False,5,33,4,False,False,False,False,0,False,5.8,0,0.4,0.12121212121212122,False,False,False
5228,9/16/2018,SETON,Determined to do,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.0,0.125,False,False,True
5229,10/13/2020,NOSES,Snoops (around),Other,,False,2,15,3,False,False,False,False,0,False,7.0,0,0.5,0.2,False,False,True
5230,10/21/2020,KOI,Colorful fish,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.07692307692307693,False,False,True
5231,7/8/2019,POPGROUP,*The Beach Boys or Backstreet Boys,Other,,False,6,34,6,False,False,True,False,0,False,4.833333333333333,0,0.6666666666666666,0.17647058823529413,False,False,False
5232,2/11/2018,ICED,Like some sprains and champagnes,Other,,False,5,32,4,False,False,False,False,0,False,5.6,0,0.0,0.125,False,False,True
5233,9/19/2020,ESTS,Some quotes: Abbr.,Other,,False,3,18,4,False,False,False,False,1,False,5.333333333333333,0,0.3333333333333333,0.2222222222222222,False,False,False
5234,10/6/2019,LAIR,Hideout,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,True
5235,5/20/2021,MISTY,Like areas around waterfalls,Other,,False,4,28,3,False,False,False,False,0,False,6.25,0,0.0,0.10714285714285714,False,False,True
5236,6/21/2018,REIN,Horse leader?,Other,,True,2,13,2,False,False,False,False,0,False,6.0,0,0.0,0.15384615384615385,False,False,True
5237,2/26/2020,SPREE,Binge,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,True
5238,5/15/2021,HOHO,Jolly laugh,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.0,0.09090909090909091,False,False,False
5239,4/22/2018,NAIF,Wide-eyed type,Other,,False,2,14,2,False,False,False,False,0,False,6.5,0,0.0,0.14285714285714285,False,False,True
5240,7/2/2020,NEUTRINO,Subatomic particle with a mass close to zero,Other,,False,8,44,7,False,False,False,False,0,False,4.625,0,0.0,0.1590909090909091,False,False,True
5241,4/3/2018,ICUS,Hosp. areas,Other,,False,2,11,2,False,False,False,False,1,False,5.0,0,0.5,0.18181818181818182,False,False,False
5242,6/2/2019,FRIAR,Certain Franciscan,Other,,False,2,18,1,False,False,False,False,0,False,8.5,0,0.5,0.05555555555555555,False,False,True
5243,12/27/2018,CAROM,"___ billiards, game on a pocketless table",Other,,False,7,41,10,False,True,False,False,0,False,5.0,1,0.0,0.24390243902439024,False,False,True
5244,6/11/2018,LEFT,Pointing in this direction: <--,Other,,False,5,31,8,False,False,False,False,0,False,5.4,0,0.0,0.25806451612903225,False,False,True
5245,9/3/2020,ACUTE,Not quite right?,Other,,True,3,16,3,False,False,False,False,0,False,4.666666666666667,0,0.0,0.1875,False,False,True
5246,1/6/2020,GENT,Fellow,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
5247,3/22/2018,GMCS,Yukons and Envoys,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.3333333333333333,0.11764705882352941,False,False,False
5248,1/3/2021,ASIAM,2007 #1 Alicia Keys album,Other,,False,5,25,10,False,False,False,False,0,False,4.2,0,0.4,0.2,False,False,False
5249,7/14/2019,SHIER,Less outgoing,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.07692307692307693,False,False,True
5250,9/12/2019,SQUARE,Cat's opposite,Other,,False,2,14,2,False,False,False,False,0,False,6.5,0,0.5,0.14285714285714285,False,False,True
5251,4/30/2021,EVENT,Dot on a timeline,Other,,False,4,17,3,False,False,False,False,0,False,3.5,0,0.25,0.17647058823529413,False,False,True
5252,3/30/2021,INNS,Some establishments next to airports,Other,,False,5,36,4,False,False,False,False,0,False,6.4,0,0.0,0.1111111111111111,False,False,True
5253,2/19/2019,LTR,Paper size: Abbr.,Other,,False,3,17,4,False,False,False,False,1,False,5.0,0,0.6666666666666666,0.23529411764705882,False,False,False
5254,9/30/2020,GMS,"Chess whizzes, for short",Other,,False,4,24,4,False,False,False,False,0,False,5.25,1,0.0,0.16666666666666666,False,False,False
5255,11/22/2020,FUM,"""Fee, fi, fo, ___""",Other,,False,4,18,11,True,True,False,False,0,False,3.75,3,0.0,0.6111111111111112,False,False,True
5256,10/28/2021,SATON,Suppressed,Single Word,,False,1,10,0,False,False,False,False,0,False,10.0,0,0.0,0.0,False,False,False
5257,3/26/2020,OPIUMS,Poppy products,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.07142857142857142,False,False,True
5258,8/13/2019,ADDS,Throws into the mix,Other,,False,4,19,3,False,False,False,False,0,False,4.0,0,0.25,0.15789473684210525,False,False,True
5259,2/7/2019,SYNE,"Robert Burns's ""since""",Other,,False,3,22,5,False,False,False,False,0,False,6.666666666666667,0,0.6666666666666666,0.22727272727272727,False,False,True
5260,7/4/2020,KOOK,Eccentric,Single Word,,False,1,9,0,False,False,False,False,0,False,9.0,0,0.0,0.0,False,False,False
5261,12/30/2018,STRO,"2017 World Series winner, for short",Other,,False,6,35,10,False,False,False,False,0,False,5.0,1,0.3333333333333333,0.17142857142857143,False,False,False
5262,4/9/2018,ELSE,Besides that,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.0,0.08333333333333333,False,False,True
5263,4/3/2019,TOW,Street cleaning day event,Other,,False,4,25,3,False,False,False,False,0,False,5.5,0,0.25,0.12,False,False,True
5264,3/18/2018,GOTTI,"TV's ""Growing Up ___""",Other,,False,4,21,9,False,True,False,False,0,False,4.5,0,0.5,0.42857142857142855,False,False,False
5265,6/28/2021,USER,___ name and password,Other,,False,4,21,6,False,True,False,False,0,False,4.5,0,0.0,0.2857142857142857,False,False,True
5266,10/4/2018,UTMOST,Greatest extent,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.06666666666666667,False,False,True
5267,9/11/2019,AMIGA,"Female friend, to Felipe",Other,,False,4,24,4,False,False,False,False,0,False,5.25,1,0.5,0.16666666666666666,False,False,False
5268,10/3/2018,RAISIN,Cereal fruit,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.08333333333333333,False,False,True
5269,8/16/2021,BEREFT,"Lacking, with ""of""",Other,,False,3,18,5,False,False,False,False,0,False,5.333333333333333,1,0.0,0.2777777777777778,False,False,True
5270,4/11/2021,SNORE,[Bo-o-o-oring!],Other,,False,1,15,6,False,False,False,False,0,False,15.0,0,0.0,0.4,False,False,True
5271,2/14/2021,BESEATED,Opposite of a standing order?,Other,,True,5,29,5,False,False,False,False,0,False,5.0,0,0.2,0.1724137931034483,False,False,False
5272,6/19/2019,IOS,Siri runs on it,Other,,False,4,15,3,False,False,False,False,0,False,3.0,0,0.25,0.2,False,False,True
5273,11/24/2018,NICHE,Specialized,Single Word,,False,1,11,0,False,False,False,False,0,False,11.0,0,0.0,0.0,False,False,True
5274,4/15/2020,CLEF,Pitch setter,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.0,0.08333333333333333,False,False,True
5275,1/1/2020,FESS,Own (up),Other,,False,2,8,3,False,False,False,False,0,False,3.5,0,0.5,0.375,False,False,True
5276,7/9/2021,TAUT,Stretched out,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.07692307692307693,False,False,True
5277,6/10/2021,GEESE,Tessellated creatures in Escher prints,Other,,False,5,38,4,False,False,False,False,0,False,6.8,0,0.2,0.10526315789473684,False,False,False
5278,4/1/2020,RODE,Went by taxi or train,Other,,False,5,21,4,False,False,False,False,0,False,3.4,0,0.0,0.19047619047619047,False,False,True
5279,6/26/2018,SIDLES,"Moves with one's back against a wall, say",Other,,False,8,41,9,False,False,False,False,0,False,4.25,1,0.0,0.21951219512195122,False,False,True
5280,9/23/2019,REBOOK,"Make again, as hotel plans",Other,,False,5,26,5,False,False,False,False,0,False,4.4,1,0.2,0.19230769230769232,False,False,True
5281,9/8/2018,RAN,Went quickly,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.0,0.08333333333333333,False,False,True
5282,1/1/2020,ART,First verb in the Lord's Prayer,Other,,False,6,31,6,False,False,False,False,0,False,4.333333333333333,0,0.3333333333333333,0.1935483870967742,False,False,True
5283,9/18/2018,NGO,"CARE, e.g., in brief",Other,,False,4,20,7,False,False,False,False,2,False,4.25,2,0.25,0.35,True,False,False
5284,12/14/2017,LYSOL,Antiseptic brand since 1889,Other,,False,4,27,7,False,False,False,False,0,False,6.0,0,0.0,0.1111111111111111,False,False,False
5285,5/9/2020,PARTTIME,Like a side hustle,Other,,False,4,18,3,False,False,False,False,0,False,3.75,0,0.0,0.16666666666666666,False,False,False
5286,9/20/2020,ISH,"""Ki-i-i-i-nda""",Other,,False,1,14,6,True,False,False,False,0,False,14.0,0,0.0,0.42857142857142855,False,False,False
5287,12/8/2020,SOTOSPEAK,In some sense,Other,,False,3,13,2,False,False,False,False,0,False,3.6666666666666665,0,0.0,0.15384615384615385,False,False,False
5288,9/28/2020,ATE,Gobbled up or down,Other,,False,4,18,3,False,False,False,False,0,False,3.75,0,0.0,0.16666666666666666,False,False,True
5289,5/3/2020,ERIC,Lexicographer Partridge,Other,,False,2,23,1,False,False,False,False,0,False,11.0,0,1.0,0.043478260869565216,False,False,True
5290,10/21/2020,CAEN,Battle of Normandy city,Other,,False,4,23,3,False,False,False,False,0,False,5.0,0,0.5,0.13043478260869565,False,False,False
5291,12/9/2018,ANNE,Mother of the Virgin Mary,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.4,0.16,False,False,True
5292,7/29/2021,EROS,"God depicted in a figure called an ""amoretto""",Other,,False,8,45,9,False,False,False,False,0,False,4.75,0,0.125,0.2,False,False,True
5293,9/12/2021,TIDINGS,"Information, old-style",Other,,False,2,22,3,False,False,False,False,0,False,10.5,1,0.0,0.13636363636363635,False,False,True
5294,6/2/2019,FEH,Scornful syllable,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.5,0.058823529411764705,False,False,False
5295,7/30/2021,DAM,Army Corps of Engineers project,Other,,False,5,31,4,False,False,False,False,0,False,5.4,0,0.6,0.12903225806451613,False,False,True
5296,9/28/2020,ASAP,"""Do it now!""",Other,,False,3,12,5,True,False,False,False,0,False,3.3333333333333335,0,0.0,0.4166666666666667,False,False,False
5297,1/17/2020,UNICODE,Computing industry standard,Other,,False,3,27,2,False,False,False,False,0,False,8.333333333333334,0,0.0,0.07407407407407407,False,False,False
5298,12/8/2019,STREWS,Scatters about,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.07142857142857142,False,False,True
5299,1/2/2018,AORTA,Large artery,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.0,0.08333333333333333,False,False,True
5300,1/17/2019,SCRAM,"""Scat!""",Other,,False,1,7,3,True,False,False,False,0,False,7.0,0,0.0,0.42857142857142855,False,False,True
5301,10/18/2020,OTRO,"Como ningun ___ (unique, in Spanish)",Other,,False,6,36,11,False,True,False,False,0,False,5.166666666666667,1,0.3333333333333333,0.3055555555555556,False,False,False
5302,5/22/2021,SEVERE,Grievous,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,True
5303,12/1/2019,ENDURE,Survive,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,True
5304,10/28/2018,SEW,Hem but not haw?,Other,,True,4,16,4,False,False,False,False,0,False,3.25,0,0.25,0.25,False,False,True
5305,2/19/2020,TASK,Project manager's assignment,Other,,False,3,28,3,False,False,False,False,0,False,8.666666666666666,0,0.3333333333333333,0.10714285714285714,False,False,True
5306,6/28/2020,PALMTREE,Sunset Boulevard sight,Other,,False,3,22,2,False,False,False,False,0,False,6.666666666666667,0,0.6666666666666666,0.09090909090909091,False,False,False
5307,7/11/2021,SARAH,"___ Gilbert, co-developer of a Covid-19 vaccine",Other,,False,7,47,14,False,True,False,False,0,False,5.857142857142857,1,0.2857142857142857,0.2553191489361702,False,False,True
5308,3/19/2019,ACAI,Palm berry,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.5,0.1,False,False,False
5309,5/19/2020,ALSO,In addition,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.0,0.09090909090909091,False,False,True
5310,9/1/2021,MIR,Onetime Russian space station,Other,,False,4,29,3,False,False,False,False,0,False,6.5,0,0.5,0.10344827586206896,False,False,True
5311,10/22/2021,DATA,Cellphone plan concern,Other,,False,3,22,2,False,False,False,False,0,False,6.666666666666667,0,0.0,0.09090909090909091,False,False,True
5312,7/2/2019,ERR,Do the wrong thing,Other,,False,4,18,3,False,False,False,False,0,False,3.75,0,0.0,0.16666666666666666,False,False,True
5313,4/13/2018,UNTAPE,"Begin to remove, as a diaper",Other,,False,6,28,6,False,False,False,False,0,False,3.8333333333333335,1,0.0,0.21428571428571427,False,False,False
5314,6/20/2021,LOGAN,Boston airport,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,False
5315,6/14/2019,NOREASON,"""Just curious""",Other,,False,2,14,3,True,False,False,False,0,False,6.5,0,0.0,0.21428571428571427,False,False,False
5316,6/24/2021,OPTS,Picks,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,True
5317,5/23/2021,AMEXES,"Green cards, informally",Other,,False,3,23,3,False,False,False,False,0,False,7.0,1,0.0,0.13043478260869565,False,False,False
5318,8/16/2019,MONKS,Cenobites,Single Word,,False,1,9,0,False,False,False,False,0,False,9.0,0,0.0,0.0,False,False,True
5319,8/23/2021,USES,Manipulates,Single Word,,False,1,11,0,False,False,False,False,0,False,11.0,0,0.0,0.0,False,False,True
5320,12/14/2017,STELLAR,"With 45-Down, effect used by astronomers to measure distance",Self-Referential,,False,9,60,12,False,False,False,False,0,False,5.777777777777778,1,0.0,0.16666666666666666,False,False,True
5321,2/3/2021,ISAAC,"Oscar ___, star of ""Inside Llewyn Davis""",Other,,False,7,40,12,False,True,False,False,0,False,4.857142857142857,1,0.5714285714285714,0.3,False,False,True
5322,9/23/2020,LADEN,Full of cargo,Other,,False,3,13,2,False,False,False,False,0,False,3.6666666666666665,0,0.3333333333333333,0.15384615384615385,False,False,True
5323,12/23/2018,HERA,Noted beauty contest loser,Other,,False,4,26,3,False,False,False,False,0,False,5.75,0,0.0,0.11538461538461539,False,False,False
5324,8/13/2019,INKSIN,"Finishes, as a cartoon",Other,,False,4,22,4,False,False,False,False,0,False,4.75,1,0.0,0.18181818181818182,False,False,False
5325,8/16/2020,SMEE,Hook's sidekick,Other,,False,2,15,2,False,False,False,False,0,False,7.0,0,0.5,0.13333333333333333,False,False,True
5326,2/1/2018,CLIO,"Award for Agency of the Year, e.g.",Other,,False,7,34,9,False,False,False,False,2,False,4.0,1,0.42857142857142855,0.2647058823529412,True,False,True
5327,3/10/2019,FRI,Part of T.G.I.F.: Abbr.,Other,,False,4,23,9,False,False,False,False,5,False,5.0,0,0.5,0.391304347826087,False,False,False
5328,10/17/2021,MONEY,"Real, in Rio",Other,,False,3,12,3,False,False,False,False,0,False,3.3333333333333335,1,0.3333333333333333,0.25,False,False,True
5329,4/5/2020,SELL,___-by date,Other,,False,2,11,5,False,True,False,False,0,False,5.0,0,0.0,0.45454545454545453,False,False,True
5330,9/12/2019,IDUNNO,"""You got me""",Other,,False,3,12,4,True,False,False,False,0,False,3.3333333333333335,0,0.0,0.3333333333333333,False,False,False
5331,5/20/2018,GOES,"Says, informally",Other,,False,2,16,2,False,False,False,False,0,False,7.5,1,0.0,0.125,False,False,True
5332,12/11/2020,CHUM,Pal,Single Word,,False,1,3,0,False,False,False,False,0,False,3.0,0,0.0,0.0,False,False,True
5333,8/10/2020,RAHRAH,"Uncritically enthusiastic, colloquially",Other,,False,3,39,3,False,False,False,False,0,False,12.333333333333334,1,0.0,0.07692307692307693,False,False,False
5334,7/11/2019,KANE,Xanadu resident,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.06666666666666667,False,False,False
5335,6/9/2019,SNOUTS,Noses out?,Other,,True,2,10,2,False,False,False,False,0,False,4.5,0,0.0,0.2,False,False,True
5336,9/19/2019,NTWT,Food pkg. info,Other,,False,3,14,3,False,False,False,False,1,False,4.0,0,0.3333333333333333,0.21428571428571427,False,False,False
5337,8/16/2021,YENS,Longs (for),Other,,False,2,11,3,False,False,False,False,0,False,5.0,0,0.0,0.2727272727272727,False,False,True
5338,10/11/2018,SEW,"Darn, e.g.",Other,,False,2,10,4,False,False,False,False,2,False,4.5,1,0.5,0.4,True,False,True
5339,8/31/2021,AEIOU,Linguistic quintet,Other,,False,2,18,1,False,False,False,False,0,False,8.5,0,0.0,0.05555555555555555,False,False,False
5340,2/25/2018,SLR,Photog's purchase,Other,,False,2,17,2,False,False,False,False,0,False,8.0,0,0.5,0.11764705882352941,False,False,False
5341,3/25/2020,RACE,"Tour de France, e.g.",Other,,False,4,20,6,False,False,False,False,2,False,4.25,1,0.5,0.3,True,False,True
5342,4/3/2020,MONTAGE,*Film technique sometimes used to show the passage of time,Other,,False,10,58,10,False,False,True,False,0,False,4.9,0,0.0,0.1724137931034483,False,False,True
5343,3/3/2020,ANNIEOAKLEY,Shooting star?,Other,,True,2,14,2,False,False,False,False,0,False,6.5,0,0.0,0.14285714285714285,False,False,False
5344,5/6/2019,ADAPTS,Makes a screenplay out of,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.0,0.16,False,False,True
5345,2/11/2018,ASIF,"""Yeah, right""",Other,,False,2,13,4,True,False,False,False,0,False,6.0,1,0.0,0.3076923076923077,False,False,False
5346,6/28/2018,SCYTHE,Wheat whacker,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,True
5347,6/16/2018,SCOTTY,"Role on the 1960s ""Star Trek""",Other,,False,6,29,11,False,False,False,False,0,False,4.0,0,0.3333333333333333,0.2413793103448276,False,False,True
5348,10/23/2020,PAPABEAR,Fairy tale patriarch,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.3333333333333333,0.1,False,False,False
5349,1/9/2018,STELLA,"Popular Belgian beer, for short",Other,,False,5,31,5,False,False,False,False,0,False,5.4,1,0.2,0.16129032258064516,False,False,True
5350,1/3/2019,WISE,Full of sass,Other,,False,3,12,2,False,False,False,False,0,False,3.3333333333333335,0,0.3333333333333333,0.16666666666666666,False,False,True
5351,10/31/2021,ABC,Keypad triplet,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,False
5352,6/29/2021,ICEAX,Good pick for a mountaineer?,Other,,True,5,28,5,False,False,False,False,0,False,4.8,0,0.0,0.17857142857142858,False,False,False
5353,9/27/2021,MARLEY,"Bob who sang ""One love, one heart / Let's get together and feel all right""",Other,,False,15,74,19,False,False,False,False,0,False,4.0,1,0.2,0.25675675675675674,False,False,False
5354,2/2/2018,DECCA,Bing Crosby's record label,Other,,False,4,26,4,False,False,False,False,0,False,5.75,0,0.5,0.15384615384615385,False,False,False
5355,11/3/2019,HEALS,Gets better,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.0,0.09090909090909091,False,False,True
5356,6/9/2021,STOOLPIGEON,Blabbing informant,Other,,False,2,18,1,False,False,False,False,0,False,8.5,0,0.0,0.05555555555555555,False,False,False
5357,9/18/2018,HOP,Dance in the days of doo-wop,Other,,False,6,28,6,False,False,False,False,0,False,3.8333333333333335,0,0.0,0.21428571428571427,False,False,True
5358,1/12/2020,SELMA,"2014 film with the tagline ""One dream can change the world""",Other,,False,11,59,16,False,False,False,False,0,False,4.454545454545454,0,0.09090909090909091,0.2033898305084746,False,False,False
5359,10/6/2018,KNEECAP,Largest sesamoid bone in the body,Other,,False,6,33,5,False,False,False,False,0,False,4.666666666666667,0,0.16666666666666666,0.15151515151515152,False,False,True
5360,4/4/2021,SWIFT,Bird that can spend up to 10 months in the air without landing,Other,,False,13,62,14,False,False,False,False,0,False,3.8461538461538463,0,0.0,0.1935483870967742,False,False,True
5361,9/20/2019,PHD,Master's follower,Other,,False,2,17,2,False,False,False,False,0,False,8.0,0,0.5,0.11764705882352941,False,False,False
5362,3/27/2019,ODIN,Ruler of Valhalla,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.6666666666666666,0.11764705882352941,False,False,True
5363,1/21/2021,ANNA,Palindromic woman's name,Other,,False,3,24,3,False,False,False,False,0,False,7.333333333333333,0,0.3333333333333333,0.125,False,False,True
5364,1/26/2019,LOSTIT,Went bananas,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.08333333333333333,False,False,False
5365,10/1/2018,ARRAU,Pianist Claudio,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.5,0.06666666666666667,False,False,True
5366,11/9/2020,GOO,"Melted chocolate, e.g.",Other,,False,3,22,5,False,False,False,False,2,False,6.666666666666667,1,0.0,0.22727272727272727,True,False,True
5367,4/28/2019,SHERA,"The Princess of Power, in cartoons",Other,,False,6,34,6,False,False,False,False,0,False,4.833333333333333,1,0.3333333333333333,0.17647058823529413,False,False,False
5368,7/17/2021,PAPERCOPY,Dead tree edition,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.0,0.11764705882352941,False,False,False
5369,7/30/2018,PARTYFOUL,"*Spilling a drink or eating all the guacamole, say",Other,,False,9,50,10,False,False,True,False,0,False,4.666666666666667,1,0.0,0.2,False,False,False
5370,1/9/2020,RUSHDIE,"""Midnight's Children"" novelist, 1981",Other,,False,4,36,11,False,False,False,False,0,False,8.25,1,0.25,0.19444444444444445,False,False,False
5371,7/14/2021,SALSA,A dance or a dip,Other,,False,5,16,4,False,False,False,False,0,False,2.4,0,0.0,0.25,False,False,False
5372,12/16/2019,OLAV,Name of many Norwegian kings,Other,,False,5,28,4,False,False,False,False,0,False,4.8,0,0.2,0.14285714285714285,False,False,False
5373,11/10/2020,STAND,Booth at a fair,Other,,False,4,15,3,False,False,False,False,0,False,3.0,0,0.25,0.2,False,False,True
5374,6/8/2018,MIC,___ drop,Other,,False,2,8,4,False,True,False,False,0,False,3.5,0,0.0,0.5,False,False,False
5375,7/30/2020,NESTEGGS,& 62. Some retirement savings,Other,,False,5,29,8,False,False,False,False,1,False,5.0,0,0.2,0.20689655172413793,False,False,False
5376,10/6/2020,ATA,One day ___ time,Other,,False,4,16,6,False,True,False,False,0,False,3.25,0,0.0,0.375,False,False,True
5377,7/5/2021,PUREE,Blender setting,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.5,0.06666666666666667,False,False,True
5378,7/19/2020,LOCH,Partially landlocked bay,Other,,False,3,24,2,False,False,False,False,0,False,7.333333333333333,0,0.0,0.08333333333333333,False,False,True
5379,6/10/2020,PETE,Politician Buttigieg,Other,,False,2,20,1,False,False,False,False,0,False,9.5,0,0.5,0.05,False,False,True
5380,11/10/2020,ANNOY,What an onslaught of political ads may do,Other,,False,8,41,7,False,False,False,False,0,False,4.25,0,0.0,0.17073170731707318,False,False,True
5381,11/30/2020,ELEA,Home of the ancient philosopher Zeno,Other,,False,6,36,5,False,False,False,False,0,False,5.166666666666667,0,0.16666666666666666,0.1388888888888889,False,False,False
