,clue,Word,count,other Word results
179405,Fairy tale start,ONCE,7,[]
122366,Clinched,ICED,7,['INTHEBAG']
537522,White wine aperitif,KIR,7,[]
385820,Portuguese king,REI,7,[]
47876,Acapulco article,UNA,7,['LOS']
83456,Big brass,TUBA,7,"['TUBAS', 'GENERALS', 'TROMBONE']"
201459,Funny Bombeck,ERMA,7,[]
471715,Stray,ERR,7,"['ROAM', 'ALLEYCAT', 'WAIF']"
471552,Strange,ALIEN,7,"['ABNORMAL', 'ODD', 'EERIE']"
471652,Strauss opera,SALOME,7,"['DAPHNE', 'ELEKTRA']"
201734,"Furry ""Star Wars"" creature",EWOK,7,[]
127472,Comics canine,ODIE,7,"['OTTO', 'SNERT']"
529437,Welsh dog,CORGI,7,[]
99728,Bungling,INEPT,7,['MALADROIT']
406709,Refinement,TASTE,7,"['ELEGANCE', 'TWEAK']"
406694,Refine,SMELT,7,"['DISTILL', 'HONE']"
202505,Gainsay,DENY,7,['BELIE']
470675,Stop: Abbr.,STA,7,['STN']
405714,Recorded,ONTAPE,7,"['ENTERED', 'ONFILE', 'TAPED']"
87809,Black bird,DAW,7,"['ANI', 'STARLING']"
471611,Stratagem,PLOY,7,"['GAMBIT', 'SCHEME', 'WILE', 'RUSE']"
201777,Further,ELSE,7,"['AND', 'MORE', 'ALSO', 'TOO']"
201854,Fuss,TODO,7,"['HOOPLA', 'STIR', 'HOOHA', 'STEW', 'ADO', 'HASSLE', 'HOOHAH', 'FRET']"
471306,Stowe girl,EVA,7,['TOPSY']
201915,Future atty.'s hurdle,LSAT,7,[]
202112,G.I. address,APO,7,[]
529384,Well-ventilated,AIRY,7,['HOLEY']
8468,"""Gotcha""",IDIG,7,"['ISEE', 'AHA', 'SOISEE', 'IHEARYOU', 'NOTED', 'IDIGIT', 'ISEENOW', 'OHISEE', 'ISEEIT', 'AHISEE', 'ROGER']"
488696,Thanksgiving dish,YAMS,7,['YAM']
488466,Texas oil city,ODESSA,7,[]
488641,Thai currency,BAHT,7,[]
76781,Battery type,AAA,7,"['CCELL', 'ALKALINE', 'WETCELL', 'NICAD', 'ACIDCELL']"
178944,Facing the pitcher,ATBAT,7,[]
549990,Yale student,ELI,7,[]
549992,Yale students,ELIS,7,[]
549969,Yaks,GABS,7,['OXEN']
320592,Morsel,TIDBIT,7,"['ORT', 'BITE', 'CRUMB']"
384558,Poppy product,OPIUM,7,[]
97342,"Bronte's ""Jane ___""",EYRE,7,[]
406489,Reduces to bits,RICES,7,['SHREDS']
295294,Long-distance letters,ATT,7,['MCI']
406032,Red as ___,ABEET,7,[]
53147,After-bath powder,TALC,7,[]
406872,Refuges,ARKS,7,"['ASYLUMS', 'ASYLA', 'OASES']"
127654,Command to Fido,STAY,7,"['BEG', 'SICEM', 'SPEAK', 'SIT', 'SIC', 'COME']"
406830,Refrigerate,COOL,7,[]
321821,Mount,GETON,7,"['CLIMBON', 'STAGE', 'HORSE', 'ESCALATE', 'STEED', 'RISE', 'ASCEND']"
321822,Mount,HORSE,7,"['CLIMBON', 'STAGE', 'GETON', 'ESCALATE', 'STEED', 'RISE', 'ASCEND']"
47483,"Above, in Berlin",UBER,7,[]
47462,"About, on a memo",INRE,7,[]
383850,Pong maker,ATARI,7,[]
537651,Whitish,ASHEN,7,"['WAN', 'IVORY', 'MILKY', 'ASHY', 'PALE']"
71487,Backside,REAR,7,"['HIND', 'DERRIERE', 'RUMP', 'FANNY', 'TUSH', 'SEAT', 'REAREND', 'DUFF']"
202847,Gambling mecca,RENO,7,"['MONACO', 'MACAU', 'MACAO']"
18418,"""Quo Vadis"" role",NERO,7,[]
203595,Garb,ATTIRE,7,"['TOGS', 'DRESS', 'DUDS', 'HABIT', 'ENROBE']"
470214,Stockings,HOSE,7,[]
53400,Aged,OLD,7,"['ELDERLY', 'GOTOLD']"
294802,London's ___ Gardens,KEW,7,[]
294788,London's Big ___,BEN,7,[]
99867,Burg,TOWN,7,['ONEHORSETOWN']
295205,"Long, long ___",AGO,7,[]
528910,Weep,CRY,7,"['SHEDTEARS', 'SOB']"
71210,"Back muscles, for short",LATS,7,[]
469847,Stink,ODOR,7,"['MALODOR', 'ADO', 'REEK', 'SMELL', 'FETOR']"
99824,Burden of proof,ONUS,7,[]
294877,Long (for),YEARN,7,"['ACHE', 'HANKER', 'HOPE']"
18497,"""Rats!""",DARN,7,"['SHOOT', 'OHCRUD', 'CRUD', 'OHDARN', 'DARNIT', 'NERTS', 'OHHELL']"
470171,Stockholm native,SWEDE,7,[]
469923,Stir up,AROUSE,7,"['ROUSE', 'ROIL', 'EVOKE', 'FOMENT', 'ENGENDER', 'PROVOKE', 'FAN', 'ANIMATE', 'AGITATE', 'RILE', 'STOKE', 'INCITE']"
204112,Gas brand in Canada,ESSO,7,[]
143226,Cut off,ISOLATE,7,"['END', 'ALONE', 'DISINHERIT', 'LOP', 'STANCH', 'CROP', 'SEVER', 'DETACH', 'ALIENATED', 'CEASE', 'ISOLATED', 'SEVERED', 'SHORN', 'APART', 'INTERCEPT', 'SECLUDE', 'STEM']"
84582,Big name in printers,EPSON,7,[]
99976,Burkina ___,FASO,7,[]
53491,Ages,EON,7,"['ERAS', 'EPOCHS', 'AEONS', 'AEON']"
97241,Broke off,ENDED,7,['CEASED']
321446,Mother ___,LODE,7,"['JONES', 'SHIP', 'TONGUE', 'TERESA', 'HEN', 'HUBBARD', 'EARTH', 'NATURE', 'GOOSE']"
321529,Mother of Perseus,DANAE,7,[]
488951,"The ""A"" of I.P.A.",ALE,7,[]
178503,FALSE,NOTSO,7,"['IDOL', 'PSEUDO', 'MOCK']"
178479,F.D.R.'s mother,SARA,7,[]
178587,Fable writer,AESOP,7,[]
178541,Fa follower,SOL,7,['LALA']
537712,Whiz,MAVEN,7,"['SAIL', 'ACE', 'PRO', 'GURU', 'MAESTRO', 'PHENOM', 'EXPERT', 'ZOOM', 'VIRTUOSO']"
537714,Whiz,PRO,7,"['MAVEN', 'SAIL', 'ACE', 'GURU', 'MAESTRO', 'PHENOM', 'EXPERT', 'ZOOM', 'VIRTUOSO']"
383599,Polo Grounds legend,OTT,7,[]
383610,Polo competitor,IZOD,7,[]
382588,Poison ___,SUMAC,7,"['IVY', 'PEN', 'OAK']"
294417,Lodges,INNS,7,[]
407067,Regards,EYES,7,"['SEES', 'STARESAT', 'DEEMS', 'SETSEYESON']"
407050,Regarding this point,HERETO,7,[]
53564,Agitate,STIR,7,"['ROIL', 'RILEUP', 'RILE', 'CHURN']"
31662,"""___ life!""",GETA,7,['THATS']
407480,Related,TOLD,7,"['AKIN', 'SAID', 'PERTINENT']"
47297,Abound (with),TEEM,7,[]
383234,Polite refusal,NOSIR,7,"['NOMAAM', 'NONEED']"
322863,Movie pooch,ASTA,7,"['BENJI', 'TOTO']"
107510,Carnival follower,LENT,7,[]
107499,Carnival city,RIO,7,[]
469780,Sting,SMART,7,"['SCAM', 'CONJOB', 'BILK', 'CON', 'TRAP']"
128208,Common Market inits.,EEC,7,[]
293529,Lives,RESIDES,7,"['PEPS', 'EXISTS', 'DWELLS', 'ABIDES']"
53594,Agnus ___,DEI,7,[]
407810,Relative of an ostrich,EMU,7,['RHEA']
293795,Loathing,ODIUM,7,['ANIMUS']
407718,Relative of a giraffe,OKAPI,7,[]
469743,Stimpy's pal,REN,7,[]
382953,"Poles, e.g.",SLAVS,7,['ANTIPODES']
178349,F equivalent,ESHARP,7,[]
178284,Eyelid woe,STYE,7,[]
382711,Poker declaration,IMIN,7,"['IFOLD', 'IMOUT', 'IRAISE', 'ICALL']"
323903,Muddy,ROIL,7,['OPAQUE']
469522,Stiff hairs,SETAE,7,[]
469624,Still in the game,ALIVE,7,[]
18655,"""Remember the ___!""",ALAMO,7,['MAINE']
204825,Geezer,COOT,7,['FOGY']
71116,Bachelor's last words,IDO,7,[]
292845,Little ___,UNS,7,"['ORNO', 'NEMO', 'ITALY']"
408480,Reluctant,LOATH,7,['AVERSE']
408463,Relish,GUSTO,7,"['ENJOY', 'EATUP', 'TASTE', 'SAVOR', 'ZEST', 'SPICE']"
293313,"Little, in Lille",PEU,7,['PETIT']
178053,Eye affliction,STYE,7,['IRITIS']
489237,"The ""S"" in R.S.V.P.",SIL,7,[]
178241,Eyebrow shape,ARCH,7,[]
322392,Move furtively,SLINK,7,"['SNEAK', 'SIDLE']"
322556,"Move, in Realtor-speak",RELO,7,[]
54014,Air,TELEVISE,7,"['AURA', 'ASPECT', 'SHOW', 'MIEN', 'TUNE', 'TELECAST', 'MANNER']"
409243,Rep,CRED,7,"['AGENT', 'STREETCRED']"
53655,Agreeing (with),ATONE,7,[]
293643,Lo-___,RES,7,['CAL']
528787,Wee one,TOT,7,"['RUNT', 'BAIRN', 'TODDLER', 'TAD', 'TYKE', 'INFANT']"
519088,Vacillate,SEESAW,7,"['TEETER', 'WAVER', 'YOYO']"
205356,Genesis son,ENOS,7,"['SETH', 'ABEL', 'CAIN']"
18794,"""Right you ___!""",ARE,7,[]
205404,Genetic stuff,DNA,7,['RNA']
205691,Genuine,REAL,7,"['HEARTFELT', 'TRUE', 'HONEST', 'ACTUAL']"
205810,Geom. figure,CIR,7,"['SPH', 'RECT']"
14017,"""Look ___!""",ATME,7,['ATYOU']
489710,The Big Easy,NOLA,7,['ERNIEELS']
177901,Extremely,EVERSO,7,"['OHSO', 'VERY', 'ULTRA', 'SUPER', 'SORELY', 'DAMNED', 'NOEND', 'TOO', 'MOST']"
178005,Exude,OOZE,7,"['REEKOF', 'SEEP']"
543663,Wombs,UTERI,7,[]
382186,Poetic adverb,NEER,7,"['EER', 'EEN', 'OFT', 'ANON']"
382152,Poet's preposition,ERE,7,"['THRO', 'OER', 'ANEAR']"
559876,___ soup,MISO,7,[]
559843,___ slaw,COLE,7,[]
382202,Poetic contraction,NEER,7,"['TWAS', 'TIS', 'EER', 'EEN', 'TIL', 'OER', 'TWERE']"
97193,Broccoli ___,RABE,7,[]
323826,Mucho,LOTSA,7,"['LOTS', 'ATONOF', 'VERY', 'LOTSOF']"
490528,The Phantom of the Opera,ERIK,7,[]
408690,Remote button,MUTE,7,"['MENU', 'PLAY', 'REC', 'PAUSE', 'POWER']"
557745,___ cum laude,MAGNA,7,[]
143067,Cut,SAWN,7,"['HEW', 'SNIP', 'SLICED', 'LESION', 'HEWN', 'GASH', 'DELETE', 'SCISSOR', 'LESSENED', 'SLIT', 'MOW', 'SHARE', 'SHEAR', 'SHEARED', 'LOP', 'SEVER', 'AXE', 'SHORTENED', 'MOWN', 'AXED', 'GASHED', 'KNIFE', 'SKIP', 'ABRIDGE', 'SAW', 'DECREASE', 'HEWED', 'DELE', 'SAWED', 'ETCH', 'SLASHED', 'OMIT', 'MOWED', 'LOPPED']"
468684,Step on it,HIE,7,"['SOLE', 'SCALE', 'LINOLEUM', 'INSOLE', 'PEDAL', 'GASPEDAL']"
205955,George Orwell's alma mater,ETON,7,[]
205863,Geometry calculation,AREA,7,['SLOPE']
70829,Baby bird?,STORK,7,[]
206128,"Georgia, once: Abbr.",SSR,7,[]
489988,The Emerald Isle,ERIN,7,['EIRE']
177433,Expressionless,STONY,7,"['DEADPAN', 'GLASSY']"
489955,"The Dow, e.g.",INDEX,7,[]
176162,Excursion,TRIP,7,['TOUR']
409174,Rent,TORE,7,"['TORN', 'LACERATED', 'GASH', 'LET', 'TOREUP', 'LEASE', 'LEASEOUT']"
408980,Renaissance family name,ESTE,7,[]
528714,Wedding words,IDO,7,['VOWS']
128915,Communication for the deaf: Abbr.,ASL,7,[]
128870,Commotion,STIR,7,"['FLAP', 'POTHER', 'HOOPLA', 'YELLING', 'HOOHA', 'FUROR', 'HULLABALOO', 'HUBBUB', 'WELTER', 'ADO', 'FUSS', 'CLAMOR', 'SCENE', 'CLATTER', 'UPROAR', 'TODO']"
410072,Res ___ loquitur,IPSA,7,[]
291686,Link with,TIETO,7,[]
409658,Reposed,LAIN,7,['SLEPT']
143059,Cut,LOP,7,"['HEW', 'SNIP', 'SLICED', 'LESION', 'HEWN', 'GASH', 'DELETE', 'SCISSOR', 'LESSENED', 'SLIT', 'MOW', 'SHARE', 'SHEAR', 'SHEARED', 'SEVER', 'AXE', 'SAWN', 'SHORTENED', 'MOWN', 'AXED', 'GASHED', 'KNIFE', 'SKIP', 'ABRIDGE', 'SAW', 'DECREASE', 'HEWED', 'DELE', 'SAWED', 'ETCH', 'SLASHED', 'OMIT', 'MOWED', 'LOPPED']"
557706,___ cotta,TERRA,7,[]
323912,Mudhole,STY,7,[]
382248,Poetic preposition,OER,7,"['NEATH', 'ERE', 'THRO']"
207659,Get wind of,HEAR,7,[]
207603,Get together,UNITE,7,"['WED', 'MEET', 'GROUP', 'AMASS', 'ALLY', 'MERGE', 'MEETUP']"
468363,Steaming,IRATE,7,"['HOT', 'IRED', 'ANGRY', 'MAD', 'INHOTWATER']"
206458,German spa,EMS,7,['BADEN']
129075,Compact,TREATY,7,"['HARD', 'DENSE', 'TAMP', 'ENTENTE']"
291186,Lincoln and others,ABES,7,['CARS']
291353,Line of cliffs,SCARP,7,[]
291420,Line part: Abbr.,SEG,7,[]
409861,Request,ASKFOR,7,"['PLEA', 'SEEK', 'ASK']"
176998,Expired,RANOUT,7,"['DIED', 'LAPSED']"
110447,Caustic substance,LYE,7,[]
148726,Deli loaf,RYE,7,['RYEBREAD']
490444,The New Yorker cartoonist Peter,ARNO,7,[]
77167,Be a bad winner,GLOAT,7,[]
177132,Explorer ___ da Gama,VASCO,7,[]
490358,The March King,SOUSA,7,[]
176226,Executes,DOES,7,[]
324369,Muralist Rivera,DIEGO,7,[]
381945,Poet Hughes,TED,7,[]
381950,Poet Lazarus,EMMA,7,[]
324605,Muse of love poetry,ERATO,7,[]
36810,1922 Physics Nobelist,BOHR,7,['NIELSBOHR']
176835,Experience,UNDERGO,7,"['HAVE', 'FEEL']"
206956,Get cozy,NESTLE,7,"['SETTLEIN', 'SNUGGLE']"
70604,B.O. sign,SRO,7,[]
467891,Station,STOP,7,"['POST', 'DEPOT', 'TRAINSTOP', 'DESK']"
207332,Get ready to drive,TEEUP,7,['GASUP']
87522,Biting,ACERB,7,"['ACID', 'CAUSTIC', 'ACRID', 'TART', 'KEEN', 'ACERBIC']"
289574,Like some traffic,THRU,7,"['SNARLED', 'STOPGO']"
557488,___ capita,PER,7,[]
410774,Response: Abbr.,ANS,7,[]
54252,Aired again,RERAN,7,[]
491522,The latest,NEWS,7,[]
538217,Whup,TAN,7,['LICK']
559906,___ squash,ACORN,7,[]
325089,Musical finale,CODA,7,[]
325397,Musician's asset,EAR,7,"['PERFECTPITCH', 'RHYTHM']"
325363,Musician Yoko,ONO,7,[]
13595,"""Let's go!""",CMON,7,"['COMEON', 'HITIT', 'BETTERGETMOVING']"
467171,Starting from,ASOF,7,[]
207705,Get-up-and-go,OOMPH,7,"['PEP', 'VIM', 'DRIVE', 'PUSH', 'BRIO', 'ZEAL', 'MOXIE', 'VIGOR']"
519320,Valuable rock,ORE,7,[]
142838,Curtain fabric,NINON,7,"['SCRIM', 'VOILE', 'SATEEN']"
30928,"""___ be my pleasure!""",ITD,7,[]
30929,"""___ be my pleasure""",ITD,7,[]
54478,Airport info: Abbr.,ARR,7,"['ETDS', 'ETD', 'ETA']"
206762,Get a move on,HIE,7,"['HUSTLE', 'HASTEN', 'STIR', 'SCOOT']"
83271,"Big ___, Calif.",SUR,7,[]
30923,"""___ be in England""",OHTO,7,[]
54360,Airline to Tel Aviv,ELAL,7,[]
289343,Like some shopping,ONESTOP,7,[]
30982,"""___ bleu!""",SACRE,7,[]
87548,Bits,IOTAS,7,"['TADS', 'DATA', 'SHREDS', 'DRIBS', 'FLECKS', 'DRABS', 'ATOMS']"
287684,Like show horses,SHOD,7,"['STABLED', 'GROOMED']"
544647,"Word before and after ""will be""",BOYS,7,[]
288175,Like some coincidences,EERIE,7,[]
142776,Curse,BANE,7,"['EVILEYE', 'POX', 'HEX', 'DAMN', 'EXECRATE', 'JINX', 'OATH', 'SWEARAT']"
70226,Aware of,INON,7,"['WISETO', 'HIPTO', 'ONTO', 'UPON']"
466375,Start of a cheer,SIS,7,"['VIVA', 'HIP']"
207688,Get-out-of-jail money,BAIL,7,['BOND']
148866,Delight,ELATE,7,"['PLEASE', 'JOY', 'REGALE', 'SEND', 'GLEE']"
175731,Excel,SHINE,7,['ACHIEVE']
175825,Excessive,UNDUE,7,"['OVERTHETOP', 'INORDINATE', 'DETROP']"
175948,Excite,AROUSE,7,"['STIR', 'WAKEN', 'GINUP', 'ENTHUSE', 'SEND', 'AMPUP', 'TURNON', 'PIQUE', 'KEYUP']"
210026,Gland: Prefix,ADENO,7,[]
519496,Vane dir.,SSE,7,"['WSW', 'WNW', 'ENE', 'NNE', 'SSW', 'ESE']"
528116,Wear down,ERODE,7,"['GNAW', 'SAP', 'ABRADE', 'TIRE']"
528096,Wear,ERODE,7,"['APPAREL', 'LAST', 'SPORT', 'ATTIRE']"
412994,Riga native,LETT,7,['LATVIAN']
466249,Start of Massachusetts' motto,ENSE,7,[]
19338,"""Scram!""",GIT,7,"['BEATIT', 'SCAT', 'OUT', 'VAMOOSE', 'LEAVE', 'SCOOT', 'SHOO', 'GETLOST', 'AWAY']"
209044,Give ___ on the back,APAT,7,[]
209034,Give ___ for one's money,ARUN,7,[]
209270,Give and take,SWAP,7,[]
285011,Like a wallflower,SHY,7,[]
286237,Like krypton,INERT,7,[]
54754,Alamogordo's county,OTERO,7,[]
142757,Currier's partner,IVES,7,[]
209340,Give it ___,AGO,7,"['ATRY', 'ASHOT']"
465721,Star followers,MAGI,7,['THEMAGI']
175087,Everything,THELOT,7,"['THEWORKS', 'ALL', 'CABOODLE', 'ATOZ']"
492249,Theater sign,SRO,7,['EXIT']
175468,Exaggerate,OVERDO,7,"['OVERSTATE', 'STRETCH', 'INFLATE']"
175445,Exactly,TOAT,7,"['DUE', 'ONTHENOSE', 'NOLESS', 'ONTHEDOT', 'SHARP', 'VERBATIM', 'TOATEE', 'JUST', 'SMACKDAB', 'ONTHEMONEY', 'RIGHTONTHEMONEY']"
89217,Blow up,ENLARGE,7,"['ERUPT', 'OVERSTATE', 'INFLATE', 'RAGE']"
36997,1935 Triple Crown winner,OMAHA,7,[]
46580,Ab ___ (from the beginning),OVO,7,['INITIO']
46582,Ab ___ (from the start),OVO,7,['INITIO']
94705,Break in the action,LULL,7,['HIATUS']
465482,Standing,REPUTE,7,"['STATUS', 'PLACE', 'ERECT', 'VERTICAL', 'ONEND']"
19486,"""Seinfeld"" role",ELAINE,7,[]
209792,Gives off,EMITS,7,[]
465314,Stand out,EXCEL,7,['SHINE']
209939,Glacial ridge,ESKER,7,"['SERAC', 'ARETE']"
210009,Glamour rival,ELLE,7,[]
19545,"""Serpico"" author",MAAS,7,[]
174770,"Evening, in ads",NITE,7,[]
326562,N.Y.C. airport,LGA,7,['JFK']
538458,Wife of Esau,ADAH,7,[]
326581,N.Y.C. cultural center,MOMA,7,[]
543840,Wonderland girl,ALICE,7,[]
327765,Napkin's place,LAP,7,[]
412584,Rich dessert,TORTE,7,"['POUNDCAKE', 'CHEESECAKE', 'TIRAMISU']"
284583,Like a lot,ADORE,7,['GOFOR']
142470,Curbside call,TAXI,7,[]
210325,Globe,SPHERE,7,['ORB']
210414,Glorify,EXALT,7,"['IDEALIZE', 'ADORE', 'EXTOL', 'BLESS', 'LAUD']"
464731,Staff,ROD,7,"['CREW', 'AIDES', 'CANE', 'MAN']"
55083,Aleutian island,ATTU,7,"['ADAK', 'ATKA']"
92386,Both: Prefix,AMBI,7,[]
174985,Everglades wader,EGRET,7,['IBIS']
492812,Thespian,ACTOR,7,[]
19758,"""Shoot!""",DANG,7,"['FIREAWAY', 'NUTS', 'OPENFIRE', 'OHDARN', 'DARN', 'ASK', 'ASKME', 'HECK', 'NERTS', 'OHNO', 'RATS', 'DRAT', 'DANGIT']"
282798,Like,AKINTO,7,"['CAREFOR', 'SUCHAS', 'SIMILAR', 'AKIN', 'ALA', 'GOFOR', 'COTTONTO', 'ASIF', 'DIG', 'ASTHOUGH', 'FANCY']"
1316,"""Aladdin"" monkey",ABU,7,[]
129599,Comparison word,THAN,7,[]
519705,Vases,URNS,7,[]
142299,Cultural values,ETHOS,7,[]
92391,Bother,EATAT,7,"['PAIN', 'PEST', 'WEARON', 'VEX', 'ADO', 'FUSS', 'NAG', 'IRK', 'HASSLE', 'NUISANCE', 'BUG', 'PESTER', 'MIFF', 'AIL', 'TODO', 'ANNOY']"
106592,Car bomb?,EDSEL,7,[]
129876,Complain,MOAN,7,"['CARP', 'REPINE', 'CRAB', 'YAWP', 'HARP', 'GROUSE', 'BEEF', 'FUSS', 'WHINE', 'KVETCH', 'GRIPE', 'GROAN', 'BLEAT']"
412639,Richard Gere title role,DRT,7,[]
174556,Evaluate,ASSESS,7,"['ASSAY', 'APPRAISE', 'RATE']"
114003,Charge,RUNAT,7,"['ONUS', 'STORM', 'ACCUSAL', 'WARD', 'FEE', 'ACCUSE', 'CUSTODY', 'TASK', 'RUSHAT', 'FIREUP', 'ARRAIGN', 'TILTAT', 'ATTACK', 'INDICT', 'GOAT', 'IONIZE', 'FARE', 'ASK', 'LEVY', 'ASSESS', 'ONRUSH']"
514344,Understand,SEE,7,"['READ', 'GETIT', 'GRASP', 'GROK', 'GET']"
174692,Even so,YET,7,['STILL']
13540,"""Let's Make a Deal"" choice",DOOR,7,['DOORONE']
174936,Eventually,INTIME,7,"['YET', 'SOONERORLATER', 'SOMEDAY', 'LATERON', 'ONEDAY']"
549630,X ___ xylophone,ASIN,7,[]
174052,Et ___,CETERA,7,"['ALIA', 'ALII']"
13465,"""Let Us Now Praise Famous Men"" writer",AGEE,7,[]
174310,Eurasia's ___ Mountains,URAL,7,[]
174424,European car,OPEL,7,['AUDI']
174406,European capital,RIGA,7,"['MINSK', 'TIRANE', 'OSLO', 'BERN', 'ZAGREB', 'TIRANA', 'BERNE']"
380325,Play parts,ACTS,7,['SCENES']
282332,Light,IGNITE,7,"['KINDLE', 'ETHEREAL', 'FAINT', 'AIRY', 'LAND', 'LAMP', 'PALE']"
282281,Lift up,ELATE,7,"['ENNOBLE', 'HOIST', 'EXALT']"
100772,Bust,RAID,7,"['POLICERAID', 'TORSO', 'DEMOTE', 'GOBROKE', 'NAB', 'DUD', 'RUNIN']"
282496,Light purple,LILAC,7,['ORCHID']
414205,River of Hades,STYX,7,['LETHE']
281464,Levels,STRATA,7,"['RAZES', 'TIERS', 'KOS', 'STAGES', 'EVENS', 'TRUES', 'STORIES', 'ECHELONS', 'SHIMS']"
413945,Ritzy,POSH,7,"['SWANK', 'PLUSH', 'OPULENT']"
413699,Ripening agent,AGER,7,[]
210701,Go along with,AGREETO,7,"['ACCEPT', 'ESCORT']"
327899,Narcotic,OPIATE,7,[]
328879,Nautilus captain,NEMO,7,[]
19806,"""Shucks!""",AWGEE,7,"['OHGEE', 'GEE', 'DARNIT', 'DARN', 'HECK', 'AWNUTS', 'PSHAW', 'DRAT']"
519796,Vault,LEAP,7,['ARCH']
19752,"""Shoo!""",SCAT,7,"['BEGONE', 'OUT', 'GOAWAY', 'GIT', 'AWAY']"
464198,Squirm,WRITHE,7,[]
211104,Go off course,YAW,7,"['ERR', 'VEER']"
211280,Go postal,SNAP,7,[]
464084,Squeal,RAT,7,"['YELP', 'OINK', 'SING', 'TATTLE']"
211420,Go up against,ABUT,7,"['OPPOSE', 'TAKEON', 'DEFY']"
87378,Bit of sunshine,RAY,7,[]
414225,River of Spain,EBRO,7,[]
280992,Letterman rival,LENO,7,[]
55233,Algerian seaport,ORAN,7,[]
46248,A.F.L.-___,CIO,7,[]
514355,Understanding,ENTENTE,7,"['UPTAKE', 'SANE', 'GRASP', 'KEN', 'TREATY', 'GRIP', 'EMPATHY']"
30000,"""___ Karenina""",ANNA,7,[]
415283,Rock producer Brian,ENO,7,[]
279981,Leprechaun's land,ERIN,7,['EIRE']
130023,Completely,ALL,7,"['HEADTOTOE', 'INTOTO', 'INALL', 'FROMATOZ', 'INFULL', 'ATOZ', 'STEMTOSTERN']"
211445,Go well together,MESH,7,"['BLEND', 'AGREE']"
463956,Square footage,AREA,7,[]
211478,Go yachting,SAIL,7,[]
55602,All the rage,HOT,7,"['CHIC', 'MOD', 'HIP']"
527655,Way out there,AFAR,7,"['CRAZY', 'ESOTERIC']"
495755,Thick,MIDST,7,"['OBTUSE', 'DENSE', 'HEAVYSET', 'FAT', 'DOPEY']"
173582,Erupt,SPEW,7,"['BLOW', 'FLAREUP']"
173683,Escargot,SNAIL,7,[]
173631,Escape,LAM,7,"['FLEE', 'RUNAWAY']"
9388,"""Hey you!""",PSST,7,"['PSSST', 'PST']"
121306,Classic soda brand,NEHI,7,[]
379767,Plant life,FLORA,7,[]
329098,Nay sayers,ANTIS,7,['VETOERS']
329322,Neb. neighbor,SDAK,7,"['KAN', 'WYO']"
538624,Wild blue yonder,SKY,7,['ETHER']
379491,Plaintiff,SUER,7,['ACCUSER']
46176,A.A.R.P. members,SRS,7,[]
378693,Place to relax,SPA,7,['DEN']
514084,Under siege,BESET,7,[]
495968,Thin nail,BRAD,7,[]
280500,Let out,EMIT,7,"['EXHALED', 'FREED', 'UNPEN', 'VENT', 'UNCAGE', 'RENT']"
280652,Letter abbr.,ENC,7,"['MESSRS', 'ENCL', 'ATTN', 'PPS']"
519875,Veg out,LOLL,7,"['RELAX', 'LOAF', 'LAZE']"
519881,Vega's constellation,LYRA,7,[]
211554,Goal,END,7,"['AIM', 'IDEAL']"
19965,"""Skedaddle!""",GIT,7,"['OUT', 'SCRAM']"
211896,Goddess of discord,ERIS,7,[]
130339,Composer Charles,IVES,7,[]
415782,Rodeo rope,REATA,7,"['LARIAT', 'LASSO', 'RIATA']"
415688,Rod,GAT,7,"['PIECE', 'ROSCOE', 'HEATER']"
415209,Rock genre,EMO,7,"['METAL', 'INDIE']"
415177,Rock bottom,NADIR,7,[]
280012,"Lesley of ""60 Minutes""",STAHL,7,[]
463391,Spring,EMANATE,7,"['POUNCE', 'SPA', 'HOP', 'COIL', 'EMERGE', 'FOUNT', 'BOUND', 'ARISE', 'LEAP']"
141672,Cry of surprise,OHO,7,"['YIPE', 'WHOA', 'OHMY', 'ISAY', 'EEK']"
212065,Goes bad,ROTS,7,"['TURNS', 'SOURS']"
69418,Auto parts giant,NAPA,7,['OREILLY']
20066,"""Smoking or ___?""",NON,7,[]
20070,"""Smooth Operator"" singer",SADE,7,[]
212368,Going ___ (fighting),ATIT,7,[]
212364,Going ___,ATIT,7,"['APE', 'RATE']"
463039,Spots,ESPIES,7,"['ADS', 'SITES', 'SEES', 'LOCALES', 'DETECTS', 'AREAS', 'STAINS', 'SETSEYESON', 'LOCATIONS', 'LOCI']"
328834,Nautical direction,ALEE,7,"['AFT', 'ABEAM', 'APORT']"
328779,Naturalness,EASE,7,[]
13222,"""Later!""",CIAO,7,"['BYE', 'SAYONARA', 'NOTNOW', 'TATA', 'TOODLEOO', 'IMOUT', 'SEEYA', 'IMOFF', 'MANANA', 'BYENOW', 'IMGONE', 'ADIOS', 'IMOUTTAHERE', 'SEEYOU']"
78195,Beam,GRIN,7,"['SHAFT', 'RAY', 'GIRDER', 'SMILE']"
13236,"""Later""",CIAO,7,"['PEACE', 'BYE', 'NOTNOW', 'TATA', 'SEEYA', 'SOLONG', 'ADIOS', 'SEEYOU']"
172648,Env. contents,LTR,7,['ENCS']
496702,Think out loud,OPINE,7,[]
496022,Thing,ENTITY,7,"['ARTICLE', 'ITEM']"
378966,Places,LOCI,7,"['SITES', 'PUTS', 'LOCALES', 'STEADS', 'AREAS', 'LAYS']"
4926,"""Dancing Queen"" group",ABBA,7,[]
