Date,Word,Clue,Primary Cluster,Manual class,,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,in vocab,OnlyRoman,MentionsGeo
6/18/2019,LIRE,Old Italian capital,Other,,,FALSE,3,19,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.666666666666667,0,0.6666666666666666,0.10526315789473684,FALSE,FALSE,TRUE,FALSE,TRUE
4/30/2012,LIRE,Bygone Italian coins,Other,,,FALSE,3,20,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0.6666666666666666,0.1,FALSE,FALSE,TRUE,FALSE,TRUE
10/18/2011,LIRE,Pre-euro Italian currency,Other,,,FALSE,3,25,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.666666666666667,0,0.6666666666666666,0.12,FALSE,FALSE,TRUE,FALSE,TRUE
7/14/2009,LIRE,Stale Italian bread?,Other,,,FALSE,3,20,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0.6666666666666666,0.15,FALSE,FALSE,TRUE,FALSE,TRUE
6/13/2006,LIRE,Bygone Italian money,Other,,,FALSE,3,20,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0.6666666666666666,0.1,FALSE,FALSE,TRUE,FALSE,TRUE
2/21/2006,LIRE,"Italian money, once",Other,,,FALSE,3,19,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.666666666666667,1,0,0.15789473684210525,FALSE,FALSE,TRUE,FALSE,TRUE
3/10/2003,LIRE,Retired Italian money,Other,,,FALSE,3,21,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.333333333333333,0,0.6666666666666666,0.095238095,FALSE,FALSE,TRUE,FALSE,TRUE
3/12/2001,LIRE,Italian money,Other,,,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,TRUE,FALSE,TRUE
7/4/1999,LIRE,Capital of Rome,Other,,,FALSE,3,15,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.333333333333333,0,0.3333333333333333,0.13333333333333333,FALSE,FALSE,TRUE,FALSE,TRUE
3/9/1999,LIRE,Italian cabbage?,Other,,,FALSE,2,16,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.5,0,0,0.125,FALSE,FALSE,TRUE,FALSE,TRUE
1/24/1999,LIRE,Italian cabbage,Other,,,FALSE,2,15,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,7,0,0,0.066666667,FALSE,FALSE,TRUE,FALSE,TRUE
8/2/1998,LIRE,Bills paid in Italy,Other,,,FALSE,4,19,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,4,0,0.25,0.15789473684210525,FALSE,FALSE,TRUE,FALSE,TRUE
1/11/2015,LIS,French bloom,Other,,,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,TRUE,FALSE,TRUE
9/29/2011,LIS,French flower,Other,,,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,TRUE,FALSE,TRUE
5/17/1998,LIS,Flower on a French shield,Other,,,FALSE,5,25,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.2,0,0.4,0.16,FALSE,FALSE,TRUE,FALSE,TRUE
6/2/2005,LISLE,Fabric named after a French town,Other,,,FALSE,6,32,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.5,0,0.3333333333333333,0.15625,FALSE,FALSE,TRUE,FALSE,TRUE
2/2/2014,LITERATI,"Contributors to The Paris Review, e.g.",Other,,,FALSE,6,38,8,FALSE,FALSE,FALSE,FALSE,2,FALSE,5.5,1,0.5,0.21052631578947367,TRUE,FALSE,TRUE,FALSE,TRUE
7/23/2017,LITTLEPRINCE,Title character in a 1943 French novella [6],Other,,,FALSE,8,44,14,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.625,0,0.25,0.20454545454545456,FALSE,FALSE,FALSE,FALSE,TRUE
11/6/2001,LIV,"54, in old Rome",Other,,,FALSE,4,15,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,3,1,0.25,0.26666666666666666,FALSE,FALSE,TRUE,TRUE,TRUE
12/2/2012,LIVORNO,Italian port on the Tyrrhenian Sea,Other,,,FALSE,6,34,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.833333333333333,0,0.3333333333333333,0.14705882352941177,FALSE,FALSE,FALSE,FALSE,TRUE
1/5/1997,LIVORNO,Italian province or its capital,Other,,,FALSE,5,31,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.4,0,0,0.12903225806451613,FALSE,FALSE,FALSE,FALSE,TRUE
6/11/1998,LIVRES,French books,Other,,,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,TRUE,FALSE,TRUE
6/22/2018,LIVY,Writer on the history of Rome,Other,,,FALSE,6,29,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,4,0,0.16666666666666666,0.1724137931034483,FALSE,FALSE,FALSE,FALSE,TRUE
3/22/2017,LIVY,Early historian of ancient Rome,Other,,,FALSE,5,31,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.4,0,0.2,0.12903225806451613,FALSE,FALSE,FALSE,FALSE,TRUE
5/18/2001,LIVY,"""History of Rome"" author",Other,,,FALSE,4,24,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.25,0,0.25,0.20833333333333334,FALSE,FALSE,FALSE,FALSE,TRUE
1/7/2004,LLANO,The plain in Spain,Other,,,FALSE,4,18,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,3.75,0,0.25,0.16666666666666666,FALSE,FALSE,TRUE,FALSE,TRUE
9/17/2009,ISSY,___-les-Moulineaux (Paris suburb),Other,,,FALSE,3,33,9,FALSE,TRUE,FALSE,FALSE,0,FALSE,10.333333333333334,0,0.3333333333333333,0.2727272727272727,FALSE,FALSE,FALSE,FALSE,TRUE
11/25/2020,LOBO,University of New Mexico mascot,Other,,,FALSE,5,31,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.4,0,0.6,0.12903225806451613,FALSE,FALSE,TRUE,FALSE,TRUE
5/18/2018,LOBO,University of New Mexico symbol,Other,,,FALSE,5,31,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.4,0,0.6,0.12903225806451613,FALSE,FALSE,TRUE,FALSE,TRUE
2/11/2009,LOBO,New Mexico athlete,Other,,,FALSE,3,18,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0.6666666666666666,0.1111111111111111,FALSE,FALSE,TRUE,FALSE,TRUE
6/21/2007,LOBO,University of New Mexico athlete,Other,,,FALSE,5,32,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.6,0,0.6,0.125,FALSE,FALSE,TRUE,FALSE,TRUE
11/14/2017,LOBOS,University of New Mexico team,Other,,,FALSE,5,29,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0.6,0.13793103448275862,FALSE,FALSE,TRUE,FALSE,TRUE
10/6/2003,LOBOS,University of New Mexico athletes,Other,,,FALSE,5,33,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.8,0,0.6,0.12121212121212122,FALSE,FALSE,TRUE,FALSE,TRUE
10/11/1999,LOBOS,University of New Mexico's nickname,Other,,,FALSE,5,35,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.2,0,0.6,0.14285714285714285,FALSE,FALSE,TRUE,FALSE,TRUE
12/19/2009,LODI,Italian site of a 1796 Napoleon victory,Other,,,FALSE,7,39,10,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.714285714285714,0,0.14285714285714285,0.15384615384615385,FALSE,FALSE,FALSE,FALSE,TRUE
4/12/1994,LODI,"Italian town, site of a 1796 Napoleon victory",Other,,,FALSE,8,45,12,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.75,1,0.125,0.17777777777777778,FALSE,FALSE,FALSE,FALSE,TRUE
2/22/2007,LOEWE,"""The Rain in Spain"" composer",Other,,,FALSE,5,28,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.8,0,0.4,0.21428571428571427,FALSE,FALSE,FALSE,FALSE,TRUE
8/16/2009,CORELLI,"Arcangelo ___, Italian violin master",Other,,,FALSE,5,36,8,FALSE,TRUE,FALSE,FALSE,0,FALSE,6.4,1,0.4,0.2222222222222222,FALSE,FALSE,FALSE,FALSE,TRUE
8/14/2005,LOI,French law,Other,,,FALSE,2,10,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.5,0,0,0.1,FALSE,FALSE,FALSE,FALSE,TRUE
5/26/2020,LOIRE,France's longest river,Other,,,FALSE,3,22,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.666666666666667,0,0.3333333333333333,0.13636363636363635,FALSE,FALSE,FALSE,FALSE,TRUE
7/31/2018,LOIRE,French wine valley,Other,,,FALSE,3,18,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0,0.1111111111111111,FALSE,FALSE,FALSE,FALSE,TRUE
4/16/2018,LOIRE,Longest river in France,Other,,,FALSE,4,23,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0.5,0.13043478260869565,FALSE,FALSE,FALSE,FALSE,TRUE
8/6/2009,UNO,Formula ___ (Italian auto racing),Other,,,FALSE,5,33,9,FALSE,TRUE,FALSE,FALSE,0,FALSE,5.8,0,0.4,0.2727272727272727,FALSE,FALSE,FALSE,FALSE,TRUE
9/21/2010,LOIRE,River that drains more than 20% of France,Other,,,FALSE,8,41,10,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.25,0,0.125,0.1951219512195122,FALSE,FALSE,FALSE,FALSE,TRUE
1/13/2009,LOIRE,French river valley with many chateaux,Other,,,FALSE,6,38,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.13157894736842105,FALSE,FALSE,FALSE,FALSE,TRUE
7/26/2009,AUFEU,Pot-___ (French stew),Other,,,FALSE,3,21,8,FALSE,TRUE,FALSE,FALSE,0,FALSE,6.333333333333333,0,0.6666666666666666,0.38095238095238093,FALSE,FALSE,FALSE,FALSE,TRUE
10/31/2001,LOIRE,French river,Other,,,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
12/16/1996,LOIRE,French valley,Other,,,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,FALSE,FALSE,TRUE
12/9/1995,LOIRE,France?Æs longest river,Other,,,FALSE,3,23,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,7,0,0.3333333333333333,0.17391304347826086,FALSE,FALSE,FALSE,FALSE,TRUE
10/18/2013,LOMBARDY,Italian region that's home to Milan,Other,,,FALSE,6,35,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0.16666666666666666,0.17142857142857143,FALSE,FALSE,FALSE,FALSE,TRUE
6/25/2019,LONGE,"What the French pronounce ""Louis"" with that the English do not",Other,,,FALSE,11,62,12,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.7272727272727275,0,0.2727272727272727,0.1935483870967742,FALSE,FALSE,TRUE,FALSE,TRUE
11/4/2018,LOREN,"""Marriage Italian-Style"" star",Other,,,FALSE,3,29,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,9,0,0.3333333333333333,0.1724137931034483,FALSE,FALSE,TRUE,FALSE,TRUE
6/28/2016,LOREN,"Sophia of ""Marriage Italian-Style""",Other,,,FALSE,4,34,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.75,0,0.75,0.17647058823529413,FALSE,FALSE,TRUE,FALSE,TRUE
2/11/2016,LOREN,"""Marriage Italian-Style"" actress",Other,,,FALSE,3,32,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,10,0,0.3333333333333333,0.15625,FALSE,FALSE,TRUE,FALSE,TRUE
8/24/2009,LOREN,Italian 31-Down star Sophia,Self-Referential,,,FALSE,4,27,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0.25,0.14814814814814814,FALSE,FALSE,TRUE,FALSE,TRUE
9/23/1994,LOREN,"""Marriage Italian Style"" star",Other,,,FALSE,4,29,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0.5,0.1724137931034483,FALSE,FALSE,TRUE,FALSE,TRUE
6/28/2013,LORENA,Ochoa who was the first #1-ranked golfer from Mexico,Other,,,FALSE,9,52,11,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.888888888888889,0,0.1111111111111111,0.19230769230769232,FALSE,FALSE,FALSE,FALSE,TRUE
1/10/2016,LOS,"120-Across, in Spain",Other,,,FALSE,3,20,7,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,1,0.3333333333333333,0.2,FALSE,FALSE,TRUE,FALSE,TRUE
2/2/2001,LOS,Oaxaca article,Other,,,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0.5,0.071428571,FALSE,FALSE,TRUE,FALSE,TRUE
8/24/2012,LOTI,French novelist Pierre,Other,,,FALSE,3,22,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.666666666666667,0,0.3333333333333333,0.090909091,FALSE,FALSE,FALSE,FALSE,TRUE
10/17/2018,LOUIS,One of 18 French kings,Other,,,FALSE,5,22,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,3.6,0,0.2,0.18181818181818182,FALSE,FALSE,TRUE,FALSE,TRUE
8/21/2013,LOUIS,One of almost 20 French kings,Other,,,FALSE,6,29,7,FALSE,FALSE,FALSE,FALSE,0,FALSE,4,0,0.16666666666666666,0.1724137931034483,FALSE,FALSE,TRUE,FALSE,TRUE
2/19/2017,LOURDES,French pilgrimage site,Other,,,FALSE,3,22,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.666666666666667,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,TRUE
7/25/2002,LOUVRE,Paris attraction,Other,,,FALSE,2,16,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.5,0,0.5,0.0625,FALSE,FALSE,TRUE,FALSE,TRUE
7/7/2019,LUC,French director Besson,Other,,,FALSE,3,22,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.666666666666667,0,0.3333333333333333,0.090909091,FALSE,FALSE,TRUE,FALSE,TRUE
8/14/2017,LUI,"French for ""him""",Other,,,FALSE,3,16,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0,0.25,FALSE,FALSE,TRUE,FALSE,TRUE
10/13/2013,LUI,French pronoun,Other,,,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0,0.071428571,FALSE,FALSE,TRUE,FALSE,TRUE
10/14/2001,LUI,French men's magazine,Other,,,FALSE,3,21,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.333333333333333,0,0,0.14285714285714285,FALSE,FALSE,TRUE,FALSE,TRUE
11/5/1996,LUI,French 101 word,Other,,,FALSE,3,15,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.333333333333333,0,0,0.13333333333333333,FALSE,FALSE,TRUE,FALSE,TRUE
5/21/2009,LEROI,Choisy-___ (Paris suburb),Other,,,FALSE,3,25,8,FALSE,TRUE,FALSE,FALSE,0,FALSE,7.666666666666667,0,0.6666666666666666,0.32,FALSE,FALSE,FALSE,FALSE,TRUE
4/2/2002,LUIGI,Italian dramatist Pirandello,Other,,,FALSE,3,28,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,8.666666666666666,0,0.3333333333333333,0.071428571,FALSE,FALSE,TRUE,FALSE,TRUE
8/1/1994,LUNDI,Start of the French workweek,Other,,,FALSE,5,28,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.8,0,0.4,0.14285714285714285,FALSE,FALSE,FALSE,FALSE,TRUE
7/16/2009,MERLE,"French novelist Robert ___, upon whose work the 1973 thriller ""The Day of the Dolphin"" is based",Other,,,FALSE,17,95,26,FALSE,TRUE,FALSE,FALSE,0,FALSE,4.647058823529412,1,0.23529411764705882,0.23157894736842105,FALSE,FALSE,TRUE,FALSE,TRUE
5/16/2009,SERA,"Corriere della ___, Italy's top-selling newspaper",Other,,,FALSE,6,49,11,FALSE,TRUE,FALSE,FALSE,0,FALSE,7.333333333333333,1,0.3333333333333333,0.22448979591836735,FALSE,FALSE,TRUE,FALSE,TRUE
5/9/2009,MORRO,New Mexico's El ___ National Monument,Other,,,FALSE,6,37,9,FALSE,TRUE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0.8333333333333334,0.24324324324324326,FALSE,FALSE,FALSE,FALSE,TRUE
8/30/2021,LUXEMBOURG,Tiny neighbor of France,Other,,,FALSE,4,23,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0.25,0.13043478260869565,FALSE,FALSE,FALSE,FALSE,TRUE
6/1/2010,LVI,"56, in old Rome",Other,,,FALSE,4,15,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,3,1,0.25,0.26666666666666666,FALSE,FALSE,FALSE,TRUE,TRUE
11/30/1999,LVII,Number of Heinz flavors in old Rome?,Other,,,FALSE,7,36,7,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.285714285714286,0,0.42857142857142855,0.19444444444444445,FALSE,FALSE,FALSE,TRUE,TRUE
10/1/2018,LXI,"61, in old Rome",Other,,,FALSE,4,15,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,3,1,0.25,0.26666666666666666,FALSE,FALSE,FALSE,TRUE,TRUE
7/22/2010,LXIV,Year of the Great Fire of Rome,Other,,,FALSE,7,30,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,3.4285714285714284,0,0.42857142857142855,0.2,FALSE,FALSE,FALSE,TRUE,TRUE
10/11/2013,LYCEE,French class setting,Other,,,FALSE,3,20,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.1,FALSE,FALSE,FALSE,FALSE,TRUE
9/4/2011,LYCEE,French school,Other,,,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,FALSE,FALSE,TRUE
4/25/2009,VAL,"___-de-Marne, France",Other,,,FALSE,2,20,7,FALSE,TRUE,FALSE,FALSE,0,FALSE,9.5,1,0.5,0.35,FALSE,FALSE,TRUE,FALSE,TRUE
6/14/1998,LYCEE,Paris school,Other,,,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0.5,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
4/15/2009,ELYSEE,"___ Palace, French presidential residence",Other,,,FALSE,5,41,8,FALSE,TRUE,FALSE,FALSE,0,FALSE,7.4,1,0.4,0.1951219512195122,FALSE,FALSE,TRUE,FALSE,TRUE
11/18/2020,LYCEES,Secondary schools in France,Other,,,FALSE,4,27,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0.25,0.1111111111111111,FALSE,FALSE,FALSE,FALSE,TRUE
1/7/2010,MES,"""___ amis ..."" (start of a French oration)",Other,,,FALSE,8,42,17,FALSE,TRUE,FALSE,FALSE,0,TRUE,4.375,0,0.125,0.40476190476190477,FALSE,FALSE,TRUE,FALSE,TRUE
2/9/2010,LYCEES,French schools,Other,,,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0,0.071428571,FALSE,FALSE,FALSE,FALSE,TRUE
11/15/2016,LYON,Home to French silk makers,Other,,,FALSE,5,26,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.4,0,0.2,0.15384615384615385,FALSE,FALSE,TRUE,FALSE,TRUE
6/29/2015,LYON,French city historically known for silk,Other,,,FALSE,6,39,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.666666666666667,0,0,0.1282051282051282,FALSE,FALSE,TRUE,FALSE,TRUE
12/5/2002,LYON,French silk center,Other,,,FALSE,3,18,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0,0.1111111111111111,FALSE,FALSE,TRUE,FALSE,TRUE
5/10/2000,LYON,Center of French resistance in W.W. II,Other,,,FALSE,7,38,8,FALSE,FALSE,FALSE,FALSE,2,FALSE,4.571428571428571,0,0.5714285714285714,0.21052631578947367,FALSE,FALSE,TRUE,FALSE,TRUE
3/5/2000,LYON,Gastronomic capital of France,Other,,,FALSE,4,29,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0.5,0.10344827586206896,FALSE,FALSE,TRUE,FALSE,TRUE
3/10/2020,LYONS,French city with a history of silk-making,Other,,,FALSE,7,41,7,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0,0.17073170731707318,FALSE,FALSE,TRUE,FALSE,TRUE
3/19/2000,LYONS,Center of French resistance in W.W. II,Other,,,FALSE,7,38,8,FALSE,FALSE,FALSE,FALSE,2,FALSE,4.571428571428571,0,0.5714285714285714,0.21052631578947367,FALSE,FALSE,TRUE,FALSE,TRUE
2/27/2000,LYONS,French silk center,Other,,,FALSE,3,18,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0,0.1111111111111111,FALSE,FALSE,TRUE,FALSE,TRUE
6/28/2017,LYS,River of France and Belgium,Other,,,FALSE,5,27,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.6,0,0.4,0.14814814814814814,FALSE,FALSE,TRUE,FALSE,TRUE
9/25/2009,LYS,French/Belgian border river,Other,,,FALSE,3,27,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,8.333333333333334,0,0,0.1111111111111111,FALSE,FALSE,TRUE,FALSE,TRUE
7/6/2008,LYS,French-Belgian border river,Other,,,FALSE,3,27,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,8.333333333333334,0,0,0.1111111111111111,FALSE,FALSE,TRUE,FALSE,TRUE
4/25/2007,LYS,French flower,Other,,,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,TRUE,FALSE,TRUE
10/30/1998,LYS,French border river,Other,,,FALSE,3,19,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.666666666666667,0,0,0.10526315789473684,FALSE,FALSE,TRUE,FALSE,TRUE
3/12/2009,STE,Paris's Rue ___ Croix de la Bretonnerie: Abbr.,Other,,,FALSE,8,46,13,FALSE,TRUE,FALSE,FALSE,1,FALSE,4.875,0,0.625,0.2826086956521739,FALSE,FALSE,FALSE,FALSE,TRUE
10/16/1997,LYS,French-Belgian boundary river,Other,,,FALSE,3,29,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,9,0,0,0.10344827586206896,FALSE,FALSE,TRUE,FALSE,TRUE
8/30/2019,MACRON,French leader after Hollande,Other,,,FALSE,4,28,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.25,0,0.25,0.10714285714285714,FALSE,FALSE,TRUE,FALSE,TRUE
2/24/2018,MACRON,Hollande's successor as president of France,Other,,,FALSE,6,43,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.333333333333333,0,0.3333333333333333,0.13953488372093023,FALSE,FALSE,TRUE,FALSE,TRUE
3/18/2018,MADAME,Addressee of a waiter in a French restaurant,Other,,,FALSE,8,44,7,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.625,0,0.25,0.1590909090909091,FALSE,FALSE,TRUE,FALSE,TRUE
5/7/2017,MADAME,French title,Other,,,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,TRUE,FALSE,TRUE
1/31/2009,MADAME,One of a couple at a French restaurant,Other,,,FALSE,8,38,7,FALSE,FALSE,FALSE,FALSE,0,FALSE,3.875,0,0.125,0.18421052631578946,FALSE,FALSE,TRUE,FALSE,TRUE
2/13/2014,MADELINE,Title girl in a children's book series set in Paris,Other,,,FALSE,10,51,10,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.2,0,0.2,0.19607843137254902,FALSE,FALSE,TRUE,FALSE,TRUE
8/9/1999,MADRID,Capital of Spain,Other,,,FALSE,3,16,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0.3333333333333333,0.125,FALSE,FALSE,TRUE,FALSE,TRUE
5/3/2002,MAGINOT,Noted 1920's-30's French war minister,Other,,,FALSE,5,37,13,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.6,0,0.2,0.1891891891891892,FALSE,FALSE,FALSE,FALSE,TRUE
2/10/2009,ICE,Italian ___,Other,,,FALSE,2,11,4,FALSE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.36363636363636365,FALSE,FALSE,TRUE,FALSE,TRUE
2/10/2009,TOAST,French ___,Other,,,FALSE,2,10,4,FALSE,TRUE,FALSE,FALSE,0,FALSE,4.5,0,0,0.4,FALSE,FALSE,TRUE,FALSE,TRUE
2/10/2009,RICE,Spanish ___,Other,,,FALSE,2,11,4,FALSE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.36363636363636365,FALSE,FALSE,TRUE,FALSE,TRUE
6/21/2013,MAI,When the French celebrate Labor Day,Other,,,FALSE,6,35,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0.5,0.14285714285714285,FALSE,FALSE,FALSE,FALSE,TRUE
2/27/2005,MAI,Spring time in Paris,Other,,,FALSE,4,20,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.25,0,0.25,0.15,FALSE,FALSE,FALSE,FALSE,TRUE
7/23/2003,MAI,Part of spring in France,Other,,,FALSE,5,24,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4,0,0.2,0.16666666666666666,FALSE,FALSE,FALSE,FALSE,TRUE
2/9/2003,MAI,It follows April in Paris,Other,,,FALSE,5,25,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.2,0,0.6,0.16,FALSE,FALSE,FALSE,FALSE,TRUE
10/31/2002,MAI,When Labor Day is celebrated in France,Other,,,FALSE,7,38,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.571428571428571,0,0.42857142857142855,0.15789473684210525,FALSE,FALSE,FALSE,FALSE,TRUE
8/13/1996,MAI,Month in Paris,Other,,,FALSE,3,14,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,4,0,0.6666666666666666,0.14285714285714285,FALSE,FALSE,FALSE,FALSE,TRUE
1/28/2009,ELYSEE,___ Palace (French president's home),Other,,,FALSE,5,36,10,FALSE,TRUE,FALSE,FALSE,0,FALSE,6.4,0,0.4,0.2777777777777778,FALSE,FALSE,TRUE,FALSE,TRUE
1/22/2009,GARE,Paris's ___ de Lyon,Other,,,FALSE,4,19,7,FALSE,TRUE,FALSE,FALSE,0,FALSE,4,0,0.5,0.3684210526315789,FALSE,FALSE,TRUE,FALSE,TRUE
8/15/2004,MAL,It's bad in France,Other,,,FALSE,4,18,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,3.75,0,0.5,0.2222222222222222,FALSE,FALSE,TRUE,FALSE,TRUE
1/18/2009,LAGO,Italy's ___ di Como,Other,,,FALSE,4,19,7,FALSE,TRUE,FALSE,FALSE,0,FALSE,4,0,0.5,0.3684210526315789,FALSE,FALSE,FALSE,FALSE,TRUE
7/20/1994,MAL,Trouble in France,Other,,,FALSE,3,17,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0.3333333333333333,0.11764705882352941,FALSE,FALSE,TRUE,FALSE,TRUE
