,Date,Word,Clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains briefly,_f_contains dir.,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession
403568,5/21/2007,ANGRY,"Red-faced, maybe",2,16,7.5,0.5,False,3,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
403710,5/20/2007,LEAKY,"In need of a washer, perhaps",6,28,3.8333333333333335,0.0,False,6,False,False,False,0,False,1,0.21428571428571427,False,False,False,False,False,False,True,False,False
403826,5/18/2007,EMOTE,"Cry too readily, maybe",4,22,4.75,0.25,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
403880,5/17/2007,DIVA,"Curtain call maker, maybe",4,25,5.5,0.25,False,4,False,False,False,0,False,1,0.16,False,False,False,False,False,False,True,False,False
404312,5/12/2007,POSTIT,"Brief attachment to a report, maybe",6,35,5.0,0.0,False,6,False,False,False,0,False,1,0.17142857142857143,False,False,False,False,False,False,True,False,False
404367,5/11/2007,PHD,"Thesis defender's prize, maybe",4,30,6.75,0.25,False,5,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
404754,5/6/2007,GAPE,"Show fixation, maybe",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
404768,5/6/2007,EXHALE,"Show slight relief, maybe",4,25,5.5,0.25,False,4,False,False,False,0,False,1,0.16,False,False,False,False,False,False,True,False,False
404859,5/5/2007,ONADARE,"Impetuously, perhaps",2,20,9.5,0.0,False,2,False,False,False,0,False,1,0.1,False,False,False,False,False,False,True,False,False
405227,4/29/2007,SING,"Save one's own neck, maybe",5,26,4.4,0.2,False,6,False,False,False,0,False,1,0.23076923076923078,False,False,False,False,False,False,True,False,False
406016,4/19/2007,SNOB,"Name-dropper, maybe",2,19,9.0,0.5,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
406134,4/18/2007,ASST,"Tel. message taker, maybe",4,25,5.5,0.25,False,5,False,False,False,1,False,1,0.2,False,False,False,False,False,False,True,False,False
406306,4/15/2007,MAITREDS,"Two-seaters, maybe",2,18,8.5,0.0,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
406336,4/15/2007,AMI,"Foreign pen pal, maybe",4,22,4.75,0.25,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
406406,4/15/2007,REHEM,"Shorten, maybe",2,14,6.5,0.5,False,2,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
406438,4/14/2007,RIPENS,"Changes color, maybe",3,20,6.0,0.0,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
406612,4/11/2007,NEEDLE,"Hard-to-find object, perhaps",3,28,8.666666666666666,0.3333333333333333,False,5,False,False,False,0,False,1,0.17857142857142858,False,False,False,False,False,False,True,False,False
406646,4/11/2007,DOSE,"Two caplets, maybe",3,18,5.333333333333333,0.0,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
406658,4/11/2007,ROBOT,"Bomb defuser, maybe",3,19,5.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
406662,4/11/2007,OMIT,"Forget, maybe",2,13,6.0,0.5,False,2,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
406715,4/10/2007,EEK,"Cry upon seeing a property tax bill, maybe",8,42,4.375,0.125,False,8,False,False,False,0,False,1,0.19047619047619047,False,False,False,False,False,False,True,False,False
407386,4/1/2007,BAIT,"Flies, maybe",2,12,5.5,0.0,False,2,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
407411,4/1/2007,DUEL,"Result of a slap, perhaps",5,25,4.2,0.0,False,5,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
407951,3/25/2007,NTEST,"Cause of an intl. incident, maybe",6,33,4.666666666666667,0.0,False,7,False,False,False,1,False,1,0.21212121212121213,False,False,False,False,False,False,True,False,False
408067,3/24/2007,MISSME,"Question from far away, perhaps",5,31,5.4,0.0,False,5,False,False,False,0,False,1,0.16129032258064516,False,False,False,False,False,False,True,False,False
408143,3/23/2007,ONTIPTOE,"Stealthily, maybe",2,17,8.0,0.0,False,2,False,False,False,0,False,1,0.11764705882352941,False,False,False,False,False,False,True,False,False
408238,3/21/2007,FINAL,"Event before vacation, maybe",4,28,6.25,0.0,False,4,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
408351,3/20/2007,POLKADOT,"Spot on a tie, perhaps",5,22,3.6,0.0,False,5,False,False,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
408629,3/16/2007,BUNT,"Make a sacrifice, perhaps",4,25,5.5,0.0,False,4,False,False,False,0,False,1,0.16,False,False,False,False,False,False,True,False,False
409291,3/7/2007,ORSO,"Maybe more, maybe less",4,22,4.75,0.0,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
409368,3/6/2007,ATOLL,"Castaway's locale, maybe",3,24,7.333333333333333,0.3333333333333333,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
409492,3/4/2007,AGELIMIT,"Restriction on children, maybe",4,30,6.75,0.0,False,4,False,False,False,0,False,1,0.13333333333333333,False,False,False,False,False,False,True,False,False
409533,3/4/2007,LIMO,"Lincoln, maybe",2,14,6.5,0.5,False,2,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
410264,2/23/2007,EXTRA,"Part of a crowd, maybe",5,22,3.6,0.0,False,5,False,False,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
410320,2/22/2007,PAVE,"Tar, maybe",2,10,4.5,0.5,False,2,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
410392,2/21/2007,SIGN,"Nod, maybe",2,10,4.5,0.5,False,2,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
410466,2/20/2007,NEOCON,"Reader of The Weekly Standard, perhaps",6,38,5.5,0.5,False,6,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
410521,2/19/2007,UPLOAD,"Transfer to a mainframe, maybe",5,30,5.2,0.0,False,5,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
410597,2/18/2007,SCENEV,"End of an act, maybe",5,20,3.2,0.0,False,5,False,False,False,0,False,1,0.25,False,False,False,False,False,False,True,False,False
410660,2/18/2007,TWOPM,"Soap time, maybe",3,16,4.666666666666667,0.0,False,3,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
410860,2/15/2007,OCTET,"String ensemble, maybe",3,22,6.666666666666667,0.0,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
411323,2/9/2007,ISLET,"Dot on a map, maybe",5,19,3.0,0.2,False,5,False,False,False,0,False,1,0.2631578947368421,False,False,False,False,False,False,True,False,False
411360,2/8/2007,GOO,"Exudation, maybe",2,16,7.5,0.0,False,2,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
411767,2/3/2007,TSHIRT,"Top with a quip, maybe",5,22,3.6,0.0,False,5,False,False,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
411807,2/3/2007,HEAL,"Knit, maybe",2,11,5.0,0.5,False,2,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
411996,1/31/2007,STRUMS,"Plays chords, perhaps",3,21,6.333333333333333,0.0,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
412221,1/28/2007,TOWNCAR,"Lincoln, maybe",2,14,6.5,0.5,False,2,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
412366,1/27/2007,INITIAL,"O.K., maybe",2,11,5.0,0.5,False,4,False,False,False,2,False,1,0.36363636363636365,False,False,False,False,False,False,True,False,False
412563,1/24/2007,SNACK,"Chips, maybe",2,12,5.5,0.5,False,2,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
412596,1/23/2007,BEARER,"Check payee, maybe",3,18,5.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
412760,1/21/2007,DEICES,"Sows with salt, maybe",4,21,4.5,0.0,False,4,False,False,False,0,False,1,0.19047619047619047,False,False,False,False,False,False,True,False,False
413033,1/17/2007,RIPENS,"Turns red, perhaps",3,18,5.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
413255,1/14/2007,ALIBI,"Corroborator, maybe",2,19,9.0,0.0,False,2,False,False,False,0,False,1,0.10526315789473684,False,False,False,False,False,False,True,False,False
413580,1/10/2007,TOGAS,"Beer blast garb, maybe",4,22,4.75,0.25,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
413787,1/7/2007,MEDAL,"Cross, maybe",2,12,5.5,0.5,False,2,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
413828,1/7/2007,ASP,"Death on the Nile cause, perhaps",6,32,4.5,0.16666666666666666,False,6,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
414146,1/3/2007,NOON,"Duel time, maybe",3,16,4.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
414542,12/29/2006,URN,"Spigot site, maybe",3,18,5.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
414788,12/26/2006,PARADE,"Main Street event, maybe",4,24,5.25,0.5,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
415105,12/22/2006,ONPAROLE,"Just out, maybe",3,15,4.333333333333333,0.0,False,3,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
415301,12/19/2006,NEST,"Home of straw, maybe",4,20,4.25,0.0,False,4,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
415378,12/18/2006,ANKLE,"Site for a monitoring bracelet, maybe",6,37,5.333333333333333,0.16666666666666666,False,6,False,False,False,0,False,1,0.16216216216216217,False,False,False,False,False,False,True,False,False
415465,12/17/2006,SOS,"Message in a bottle, maybe",5,26,4.4,0.0,False,5,False,False,False,0,False,1,0.19230769230769232,False,False,False,False,False,False,True,False,False
415519,12/16/2006,TIECLIP,"Father's Day gift, perhaps",4,26,5.75,0.5,False,5,False,False,False,0,False,1,0.19230769230769232,False,False,False,False,False,False,True,False,False
415556,12/16/2006,ATTHEGYM,"Where to work out, maybe",5,24,4.0,0.0,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
415582,12/15/2006,SCARETACTIC,"Threatening to sue, maybe",4,25,5.5,0.0,False,4,False,False,False,0,False,1,0.16,False,False,False,False,False,False,True,False,False
415651,12/14/2006,EMT,"One with Red Cross training, maybe: Abbr.",7,41,5.0,0.42857142857142855,False,9,False,False,False,1,False,1,0.21951219512195122,False,False,False,False,False,False,True,False,False
415845,12/12/2006,ABET,"Be a lookout for, maybe",5,23,3.8,0.0,False,5,False,False,False,0,False,1,0.21739130434782608,False,False,False,False,False,False,True,False,False
415929,12/10/2006,UFO,"Reason for a flood of calls to the police dept., maybe",11,54,4.0,0.09090909090909091,False,12,False,False,False,1,False,1,0.2222222222222222,False,False,False,False,False,False,True,False,True
415999,12/10/2006,OCTET,"Wedding band, maybe",3,19,5.666666666666667,0.0,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
416172,12/7/2006,SUMMER,"Time off, maybe",3,15,4.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
416242,12/6/2006,ONEACT,"Sans intermission, maybe",3,24,7.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
416359,12/5/2006,ARTY,"Too stylish, maybe",3,18,5.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
416681,12/1/2006,FINE,"Reduced sentence, maybe",3,23,7.0,0.0,False,3,False,False,False,0,False,1,0.13043478260869565,False,False,False,False,False,False,True,False,False
416848,11/28/2006,IRR,"Sale item, maybe: Abbr.",4,23,5.0,0.5,False,6,False,False,False,1,False,1,0.2608695652173913,False,False,False,False,False,False,True,False,False
417110,11/25/2006,HOE,"Prepare for planting, perhaps",4,29,6.5,0.25,False,4,False,False,False,0,False,1,0.13793103448275862,False,False,False,False,False,False,True,False,False
417234,11/23/2006,AWOL,"Object of a search, maybe",5,25,4.2,0.0,False,5,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
417308,11/22/2006,IND,"Row C abbr., maybe",4,18,3.75,0.5,False,5,False,False,False,1,False,1,0.2777777777777778,False,False,False,False,False,False,True,False,False
417412,11/21/2006,SUES,"Doesn't sit still for mistreatment, maybe",6,41,6.0,0.0,False,7,False,False,False,0,False,1,0.17073170731707318,False,False,False,False,False,False,True,False,False
417521,11/19/2006,POND,"Decoy site, maybe",3,17,5.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
417882,11/15/2006,ONSTRIKE,"Picketing, perhaps",2,18,8.5,0.0,False,2,False,False,False,0,False,1,0.1111111111111111,False,False,False,False,False,False,True,False,False
418075,11/12/2006,VISA,"Entry need, maybe",3,17,5.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
418216,11/11/2006,AQUATIC,"Marine, maybe",2,13,6.0,0.5,False,2,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
418318,11/9/2006,REHEAT,"Nuke, perhaps",2,13,6.0,0.5,False,2,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
418409,11/8/2006,ERR,"Miss a beat, perhaps",4,20,4.25,0.25,False,4,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
418673,11/5/2006,ETHANOL,"Tractor powerer, maybe",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
418818,11/3/2006,RAMBLING,"Like an absent-minded professor, maybe",5,38,6.8,0.0,False,6,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,True
418827,11/3/2006,TAME,"Crack the whip at, perhaps",5,26,4.4,0.0,False,5,False,False,False,0,False,1,0.19230769230769232,False,False,False,False,False,False,True,False,False
419016,10/31/2006,AERATE,"Clear of stale odors, maybe",5,27,4.6,0.0,False,5,False,False,False,0,False,1,0.18518518518518517,False,False,False,False,False,False,True,False,False
419214,10/29/2006,DROLL,"Not laugh-out-loud funny, perhaps",4,33,7.5,0.0,False,6,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
419378,10/27/2006,ATTAGIRL,"Cry to an obedient dog, maybe",6,29,4.0,0.16666666666666666,False,6,False,False,False,0,False,1,0.20689655172413793,False,False,False,False,False,False,True,False,False
419451,10/26/2006,ABDUCT,"Take aboard a U.F.O., perhaps",5,29,5.0,0.2,False,8,False,False,False,3,False,1,0.27586206896551724,False,False,False,False,False,False,True,False,False
419496,10/25/2006,HERO,"Lifesaver, maybe",2,16,7.5,0.5,False,2,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
419704,10/22/2006,RESAW,"Further shorten, maybe",3,22,6.666666666666667,0.0,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
419965,10/19/2006,ELOPING,"Leaving via ladder, perhaps",4,27,6.0,0.0,False,4,False,False,False,0,False,1,0.14814814814814814,False,False,False,False,False,False,True,False,False
419996,10/19/2006,EXES,"Custody sharers, maybe",3,22,6.666666666666667,0.0,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
420355,10/15/2006,RRATED,"Steamy, maybe",2,13,6.0,0.5,False,2,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
420392,10/14/2006,KEEPSAKES,"Pressed flowers, perhaps",3,24,7.333333333333333,0.0,False,3,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
420431,10/13/2006,TRYST,"Subject of an encoded message, maybe",6,36,5.166666666666667,0.0,False,6,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
420563,10/11/2006,DEN,"Paneled room, maybe",3,19,5.666666666666667,0.0,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
420572,10/11/2006,LANE,"Space between dotted lines, maybe",5,33,5.8,0.0,False,5,False,False,False,0,False,1,0.15151515151515152,False,False,False,False,False,False,True,False,False
420751,10/9/2006,JOG,"Morning run, perhaps",3,20,6.0,0.0,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
420788,10/8/2006,IND,"Row C, maybe: Abbr.",4,19,4.0,0.75,False,6,False,False,False,1,False,1,0.3157894736842105,False,False,False,False,False,False,True,False,False
421050,10/5/2006,LEAN,"Option at a butcher's, maybe",5,28,4.8,0.0,False,6,False,False,False,0,False,1,0.21428571428571427,False,False,False,False,False,False,True,False,False
421330,10/1/2006,ROASTPIG,"Apple holder, maybe",3,19,5.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
421605,9/28/2006,RAVE,"Four stars, perhaps",3,19,5.666666666666667,0.0,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
421872,9/24/2006,PRIEDOPEN,"Used a crowbar on, maybe",5,24,4.0,0.0,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
421990,9/23/2006,IMACS,"Apples for the teacher, maybe",5,29,5.0,0.0,False,5,False,False,False,0,False,1,0.1724137931034483,False,False,False,False,False,False,True,False,True
422011,9/23/2006,RUNATAB,"Put off paying, perhaps",4,23,5.0,0.0,False,4,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
422064,9/22/2006,BRAINED,"Hit with an errant pitch, maybe",6,31,4.333333333333333,0.16666666666666666,False,6,False,False,False,0,False,1,0.1935483870967742,False,False,False,False,False,False,True,False,False
422445,9/17/2006,PJS,"Attire with pics of sheep, maybe",6,32,4.5,0.0,False,6,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
422558,9/15/2006,VANE,"Rooster holder, maybe",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
422561,9/15/2006,CELS,"Short units, perhaps",3,20,6.0,0.0,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
422747,9/13/2006,PUNCHIN,"Start the workday, maybe",4,24,5.25,0.0,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
422795,9/12/2006,CURE,"Smoke or salt, maybe",4,20,4.25,0.25,False,4,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
422924,9/10/2006,RANSOM,"Money in the bag, maybe",5,23,3.8,0.0,False,5,False,False,False,0,False,1,0.21739130434782608,False,False,False,False,False,False,True,False,False
423065,9/9/2006,SALAMI,"Makings of a hero, maybe",5,24,4.0,0.0,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
423254,9/6/2006,ACHED,"Needed to be kneaded, maybe",5,27,4.6,0.0,False,5,False,False,False,0,False,1,0.18518518518518517,False,False,False,False,False,False,True,False,False
423338,9/5/2006,SCUBA,"Look at coral reefs, maybe",5,26,4.4,0.0,False,5,False,False,False,0,False,1,0.19230769230769232,False,False,False,False,False,False,True,False,False
423501,9/3/2006,ABED,"Horizontal, perhaps",2,19,9.0,0.5,False,2,False,False,False,0,False,1,0.10526315789473684,False,False,False,False,False,False,True,False,False
423863,8/29/2006,EDIT,"Trim to fit, maybe",4,18,3.75,0.25,False,4,False,False,False,0,False,1,0.2222222222222222,False,False,False,False,False,False,True,False,False
424104,8/26/2006,OMEN,"17-Across, perhaps",2,18,8.5,0.0,False,5,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
424153,8/26/2006,SIX,"Pack quantity, perhaps",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
424259,8/24/2006,TIER,"Ticket info, maybe",3,18,5.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
424331,8/23/2006,CEO,"Private jet V.I.P., maybe",4,25,5.5,0.25,False,7,False,False,False,3,False,1,0.28,False,False,False,False,False,False,True,False,False
424368,8/22/2006,ITDEPENDS,"""Maybe, maybe not""",3,18,5.333333333333333,0.0,False,5,True,False,False,0,False,1,0.2777777777777778,False,False,False,False,False,False,True,False,False
424554,8/20/2006,ATONER,"One offering compensation, maybe",4,32,7.25,0.0,False,4,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
424668,8/19/2006,POTLUCK,"Company picnic, maybe",3,21,6.333333333333333,0.0,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
424737,8/18/2006,PREPPY,"Lacoste-wearing, maybe",2,22,10.5,0.0,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
424738,8/18/2006,LITHO,"Affordable artwork, perhaps",3,27,8.333333333333334,0.0,False,3,False,False,False,0,False,1,0.1111111111111111,False,False,False,False,False,False,True,False,False
424833,8/17/2006,BID,"Nod, maybe",2,10,4.5,0.5,False,2,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
424902,8/16/2006,OMEN,"Lightning bolt, perhaps",3,23,7.0,0.0,False,3,False,False,False,0,False,1,0.13043478260869565,False,False,False,False,False,False,True,False,False
425133,8/13/2006,SRS,"Ones getting coll. counseling, maybe",5,36,6.4,0.0,False,6,False,False,False,1,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
425242,8/11/2006,SERS,"Sat. rehearsals, perhaps",3,24,7.333333333333333,0.3333333333333333,False,4,False,False,False,1,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
425308,8/10/2006,BEAU,"Steady, perhaps",2,15,7.0,0.0,False,2,False,False,False,0,False,1,0.13333333333333333,False,False,False,False,False,False,True,False,False
425369,8/9/2006,TAROT,"Gypsy's specialty, maybe",3,24,7.333333333333333,0.3333333333333333,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
425429,8/9/2006,MARRED,"Scratched, maybe",2,16,7.5,0.5,False,2,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
425804,8/4/2006,ORTS,"Pet food, maybe",3,15,4.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
425934,8/2/2006,OMEN,"Black cat or eclipse, maybe",5,27,4.6,0.2,False,5,False,False,False,0,False,1,0.18518518518518517,False,False,False,False,False,False,True,False,False
425966,8/2/2006,RUDE,"Like a pusher, maybe",4,20,4.25,0.0,False,4,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
426116,7/30/2006,EASEL,"Oil holder, maybe",3,17,5.0,0.0,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
426142,7/30/2006,FILL,"Dirt in a dump truck, maybe",6,27,3.6666666666666665,0.16666666666666666,False,6,False,False,False,0,False,1,0.2222222222222222,False,False,False,False,False,False,True,False,False
426203,7/30/2006,OCTET,"String group, maybe",3,19,5.666666666666667,0.0,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
426291,7/29/2006,ESSAYTESTS,"Requests to compare and contrast, maybe",6,39,5.666666666666667,0.0,False,6,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
426374,7/27/2006,ELOPER,"One who skips church, maybe",5,27,4.6,0.0,False,5,False,False,False,0,False,1,0.18518518518518517,False,False,False,False,False,False,True,False,False
426710,7/23/2006,STATUES,"Centers of squares, maybe",4,25,5.5,0.0,False,4,False,False,False,0,False,1,0.16,False,False,False,False,False,False,True,False,False
426838,7/22/2006,DYE,"Violet, maybe",2,13,6.0,0.5,False,2,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
426883,7/21/2006,TRAINSET,"Christmas tree circler, perhaps",4,31,7.0,0.25,False,4,False,False,False,0,False,1,0.12903225806451613,False,False,False,False,False,False,True,False,False
426954,7/20/2006,OFF,"Command to a pooch on a couch, maybe",8,36,3.625,0.125,False,8,False,False,False,0,False,1,0.2222222222222222,False,False,False,False,False,False,True,False,False
426989,7/19/2006,AROMAS,"Appetite whetters, perhaps",3,26,8.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.11538461538461539,False,False,False,False,False,False,True,False,False
427002,7/19/2006,SWAM,"Did laps, maybe",3,15,4.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
427076,7/18/2006,IMAGINARYFRIEND,"Childhood pal, perhaps",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
427089,7/18/2006,AGER,"Source of gray hairs, maybe",5,27,4.6,0.0,False,5,False,False,False,0,False,1,0.18518518518518517,False,False,False,False,False,False,True,False,False
427310,7/16/2006,LASSO,"Stop from running, maybe",4,24,5.25,0.0,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
427438,7/14/2006,SNEERER,"Snob, maybe",2,11,5.0,0.5,False,2,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
427862,7/8/2006,RECHARGE,"Plug in overnight, maybe",4,24,5.25,0.0,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
427987,7/7/2006,TEN,"Hottie, perhaps",2,15,7.0,0.5,False,2,False,False,False,0,False,1,0.13333333333333333,False,False,False,False,False,False,True,False,False
428479,6/30/2006,BEGS,"Seeks change, maybe",3,19,5.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
429089,6/22/2006,MARE,"Nag, maybe",2,10,4.5,0.5,False,2,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
429297,6/19/2006,NEON,"""Open late"" sign, maybe",4,23,5.0,0.0,False,6,False,False,False,0,False,1,0.2608695652173913,False,False,False,False,False,False,True,False,False
429381,6/18/2006,RACER,"One making a pit stop, maybe",6,28,3.8333333333333335,0.0,False,6,False,False,False,0,False,1,0.21428571428571427,False,False,False,False,False,False,True,False,False
429674,6/14/2006,LEAK,"News source, perhaps",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
429677,6/14/2006,RETAG,"Mark up, maybe",3,14,4.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.21428571428571427,False,False,False,False,False,False,True,False,False
