Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,quoted clues,contains dir.,"contains ,maybe"
5/13/2009,CAST,"Group of thousands, maybe",Other,,False,4,25,4,False,False,False,False,0,False,5.5,1,0.25,0.04,False,False,False,False,True
5/8/2009,PUTT,"Six-footer, maybe",Other,,False,2,17,3,False,False,False,False,0,False,8.0,1,0.0,0.11764705882352941,False,False,False,False,True
5/8/2009,COAXED,"Used butter on, maybe",Other,,False,4,21,4,False,False,False,False,0,False,4.5,1,0.0,0.047619047619047616,False,False,False,False,True
4/30/2009,FIDGET,"Show unease, maybe",Other,,False,3,18,3,False,False,False,False,0,False,5.333333333333333,1,0.3333333333333333,0.05555555555555555,False,False,False,False,True
4/30/2009,DYES,"Reddens, maybe",Other,,False,2,14,2,False,False,False,False,0,False,6.5,1,0.0,0.07142857142857142,False,False,False,False,True
4/29/2009,ISTHMUS,"Canal site, maybe",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.3333333333333333,0.058823529411764705,False,False,False,False,True
4/28/2009,SNACK,"Some chips, maybe",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.0,0.058823529411764705,False,False,False,False,True
4/28/2009,ECOLI,"Gastroenteritis cause, maybe",Other,,False,3,28,3,False,False,False,False,0,False,8.666666666666666,1,0.3333333333333333,0.03571428571428571,False,False,False,False,True
4/23/2009,TENAM,"Coffee break time, maybe",Other,,False,4,24,4,False,False,False,False,0,False,5.25,1,0.25,0.041666666666666664,False,False,False,False,True
4/19/2009,OAR,"Stroke, maybe",Other,,False,2,13,2,False,False,False,False,0,False,6.0,1,0.5,0.07692307692307693,False,False,False,False,True
4/19/2009,TIP,"15%, maybe",Other,,False,2,10,5,False,False,False,False,0,False,4.5,1,0.0,0.2,False,False,False,False,True
4/17/2009,RUER,"Monday morning quarterback, maybe",Other,,False,4,33,4,False,False,False,False,0,False,7.5,1,0.25,0.030303030303030304,False,False,False,False,True
4/12/2009,SEEPED,"Came through the wall, maybe",Other,,False,5,28,5,False,False,False,False,0,False,4.8,1,0.2,0.03571428571428571,False,False,False,False,True
4/8/2009,CASH,"Mattress filler during a recession, maybe",Other,,False,6,41,6,False,False,False,False,0,False,6.0,1,0.16666666666666666,0.024390243902439025,False,False,False,False,True
4/8/2009,DOSE,"A teaspoonful, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.0,0.05,False,False,False,False,True
4/5/2009,TILE,"Square in a public square, maybe",Other,,False,6,32,6,False,False,False,False,0,False,4.5,1,0.16666666666666666,0.03125,False,False,False,False,True
4/1/2009,RARE,"Pink, maybe",Other,,False,2,11,2,False,False,False,False,0,False,5.0,1,0.5,0.09090909090909091,False,False,False,False,True
3/29/2009,TATTED,"Like a lace collar, maybe",Other,,False,5,25,5,False,False,False,False,0,False,4.2,1,0.0,0.04,False,False,False,False,True
3/29/2009,HINT,"Comment from over the shoulder, maybe",Other,,False,6,37,6,False,False,False,False,0,False,5.333333333333333,1,0.0,0.02702702702702703,False,False,False,False,True
3/29/2009,EASELS,"Stands before a business meeting, maybe",Other,,False,6,39,6,False,False,False,False,0,False,5.666666666666667,1,0.0,0.02564102564102564,False,False,False,False,True
3/22/2009,PRIM,"Wearing a long dress and a collar buttoned to the top, maybe",Other,,False,12,60,12,False,False,False,False,0,False,4.083333333333333,1,0.0,0.016666666666666666,False,False,False,False,True
3/21/2009,ABASHES,"Turns red, maybe",Other,,False,3,16,3,False,False,False,False,0,False,4.666666666666667,1,0.3333333333333333,0.0625,False,False,False,False,True
3/18/2009,REDTAPE,"Reason for a long delay in getting approval, maybe",Other,,False,9,50,9,False,False,False,False,0,False,4.666666666666667,1,0.1111111111111111,0.02,False,False,False,False,True
3/11/2009,NIECE,"Wedding flower girl, maybe",Other,,False,4,26,4,False,False,False,False,0,False,5.75,1,0.0,0.038461538461538464,False,False,False,False,True
3/3/2009,ENT,"Doc with a tongue depressor, maybe",Other,,False,6,34,6,False,False,False,False,0,False,4.833333333333333,1,0.16666666666666666,0.029411764705882353,False,False,False,False,True
3/1/2009,TAXI,"Cry before screeching brakes, maybe",Other,,False,5,35,5,False,False,False,False,0,False,6.2,1,0.2,0.02857142857142857,False,False,False,False,True
3/1/2009,WATERS,"Sprinkles, maybe",Other,,False,2,16,2,False,False,False,False,0,False,7.5,1,0.0,0.0625,False,False,False,False,True
2/26/2009,ELEVENAM,"Matinee showing time, maybe",Other,,False,4,27,4,False,False,False,False,0,False,6.0,1,0.25,0.037037037037037035,False,False,False,False,True
2/24/2009,HERO,"Key to the city recipient, maybe",Other,,False,6,32,6,False,False,False,False,0,False,4.5,1,0.16666666666666666,0.03125,False,False,False,False,True
2/23/2009,FARM,"50-acre homestead, maybe",Other,,False,3,24,6,False,False,False,False,0,False,7.333333333333333,1,0.0,0.08333333333333333,False,False,False,False,True
2/15/2009,ARC,"Rocket's path, maybe",Other,,False,3,20,4,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.1,False,False,False,False,True
2/12/2009,SNACK,"Cheese and crackers, maybe",Other,,False,4,26,4,False,False,False,False,0,False,5.75,1,0.0,0.038461538461538464,False,False,False,False,True
2/12/2009,AWOL,"Object of a hunt, maybe",Other,,False,5,23,5,False,False,False,False,0,False,3.8,1,0.0,0.043478260869565216,False,False,False,False,True
2/8/2009,STEINS,"Bass holders, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.05263157894736842,False,False,False,False,True
2/6/2009,NEARBEER,"Drink for a designated driver, maybe",Other,,False,6,36,6,False,False,False,False,0,False,5.166666666666667,1,0.16666666666666666,0.027777777777777776,False,False,False,False,True
2/5/2009,RIPER,"More red, maybe",Other,,False,3,15,3,False,False,False,False,0,False,4.333333333333333,1,0.0,0.06666666666666667,False,False,False,False,True
2/2/2009,TENSE,"In need of a massage, maybe",Other,,False,6,27,6,False,False,False,False,0,False,3.6666666666666665,1,0.0,0.037037037037037035,False,False,False,False,True
2/1/2009,RASP,"Godfather's voice, maybe",Other,,False,3,24,4,False,False,False,False,0,False,7.333333333333333,1,0.3333333333333333,0.08333333333333333,False,False,False,False,True
2/1/2009,ADIN,"Score before winning a game, maybe",Other,,False,6,34,6,False,False,False,False,0,False,4.833333333333333,1,0.0,0.029411764705882353,False,False,False,False,True
2/1/2009,OMEN,"Shooting star, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.0,0.05,False,False,False,False,True
1/30/2009,ONLEAVE,"Ashore, maybe",Other,,False,2,13,2,False,False,False,False,0,False,6.0,1,0.0,0.07692307692307693,False,False,False,False,True
1/21/2009,LUTIST,"Elizabethan ballad player, maybe",Other,,False,4,32,4,False,False,False,False,0,False,7.25,1,0.25,0.03125,False,False,False,False,True
1/17/2009,CREAKED,"Gave away an intruder, maybe",Other,,False,5,28,5,False,False,False,False,0,False,4.8,1,0.2,0.03571428571428571,False,False,False,False,True
1/4/2009,LOG,"Camp seat, maybe",Other,,False,3,16,3,False,False,False,False,0,False,4.666666666666667,1,0.3333333333333333,0.0625,False,False,False,False,True
1/3/2009,FATFREE,"Made with 39-Down, maybe",Self-Referential,,False,4,24,7,False,False,False,False,0,False,5.25,1,0.0,0.08333333333333333,False,False,False,False,True
12/30/2008,HOLEY,"Needing darning, maybe",Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,1,0.0,0.045454545454545456,False,False,False,False,True
12/12/2008,ONEHALF,"Fair share, maybe",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.3333333333333333,0.058823529411764705,False,False,False,False,True
12/3/2008,SWAMI,"Turban wearer, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.05,False,False,False,False,True
12/3/2008,OLDER,"Grayer, maybe",Other,,False,2,13,2,False,False,False,False,0,False,6.0,1,0.5,0.07692307692307693,False,False,False,False,True
11/30/2008,PRY,"Open someone else's e-mails, maybe",Other,,False,5,34,7,False,False,False,False,0,False,6.0,1,0.2,0.08823529411764706,False,False,False,False,True
11/16/2008,SOCK,"Nonmatching item, maybe",Other,,False,3,23,3,False,False,False,False,0,False,7.0,1,0.0,0.043478260869565216,False,False,False,False,True
11/14/2008,ROOSTS,"Is out on a limb, maybe",Other,,False,6,23,6,False,False,False,False,0,False,3.0,1,0.0,0.043478260869565216,False,False,False,False,True
11/4/2008,TAT,"""Mom"" in a heart, maybe, for short",Other,,False,7,34,10,False,False,False,False,0,False,4.0,2,0.0,0.11764705882352941,False,False,False,False,True
11/2/2008,EXILES,"Royals abroad, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.0,0.05,False,False,False,False,True
11/2/2008,TETHER,"Stake attachment, maybe",Other,,False,3,23,3,False,False,False,False,0,False,7.0,1,0.3333333333333333,0.043478260869565216,False,False,False,False,True
10/30/2008,DENTS,"List in an insurance report, maybe",Other,,False,6,34,6,False,False,False,False,0,False,4.833333333333333,1,0.0,0.029411764705882353,False,False,False,False,True
10/29/2008,CANOE,"Lake rental, maybe",Other,,False,3,18,3,False,False,False,False,0,False,5.333333333333333,1,0.3333333333333333,0.05555555555555555,False,False,False,False,True
10/26/2008,BRIER,"Rabbit's home, maybe",Other,,False,3,20,4,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.1,False,False,False,False,True
10/26/2008,TUNE,"Whistler's whistle, maybe",Other,,False,3,25,4,False,False,False,False,0,False,7.666666666666667,1,0.3333333333333333,0.08,False,False,False,False,True
10/21/2008,INLAW,"Holiday visitor, maybe",Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,1,0.3333333333333333,0.045454545454545456,False,False,False,False,True
10/19/2008,SON,"IV to III, maybe",Other,,False,4,16,4,False,False,False,False,0,False,3.25,1,0.5,0.0625,False,False,False,False,True
10/18/2008,BEACHCOMB,"Use a metal detector, maybe",Other,,False,5,27,5,False,False,False,False,0,False,4.6,1,0.0,0.037037037037037035,False,False,False,False,True
10/16/2008,ANTE,"Start a hand, maybe",Other,,False,4,19,4,False,False,False,False,0,False,4.0,1,0.0,0.05263157894736842,False,False,False,False,True
10/16/2008,KIT,"Black bag, maybe",Other,,False,3,16,3,False,False,False,False,0,False,4.666666666666667,1,0.3333333333333333,0.0625,False,False,False,False,True
10/12/2008,TLC,"A little extra burnishing, maybe, in brief",Other,,False,7,42,8,False,False,False,False,0,False,5.142857142857143,2,0.0,0.047619047619047616,False,False,False,False,True
10/12/2008,PETSTORE,"Place to find a long-term companion, maybe",Other,,False,7,42,8,False,False,False,False,0,False,5.142857142857143,1,0.0,0.047619047619047616,False,False,False,False,True
10/7/2008,REAM,"Photocopier tray capacity, maybe",Other,,False,4,32,4,False,False,False,False,0,False,7.25,1,0.25,0.03125,False,False,False,False,True
10/7/2008,NOOIL,"Cause of a blown engine, maybe",Other,,False,6,30,6,False,False,False,False,0,False,4.166666666666667,1,0.0,0.03333333333333333,False,False,False,False,True
9/30/2008,SOPH,"Jayvee player, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.05,False,False,False,False,True
9/28/2008,IDOS,"Once-in-a-lifetime exchange, maybe",Other,,False,3,34,6,False,False,False,False,0,False,10.666666666666666,1,0.0,0.11764705882352941,False,False,False,False,True
9/28/2008,ADIN,"Score just before victory, maybe",Other,,False,5,32,5,False,False,False,False,0,False,5.6,1,0.0,0.03125,False,False,False,False,True
9/24/2008,AVIARY,"Home for a 5-Down, maybe",Self-Referential,,False,5,24,7,False,False,False,False,0,False,4.0,1,0.0,0.08333333333333333,False,False,False,False,True
9/19/2008,SRS,"Ones needing career counseling, maybe: Abbr.",Other,,False,6,44,8,False,False,False,False,1,False,6.5,1,0.16666666666666666,0.06818181818181818,False,False,False,False,True
9/19/2008,ROT,"Start to smell, maybe",Other,,False,4,21,4,False,False,False,False,0,False,4.5,1,0.25,0.047619047619047616,False,False,False,False,True
9/18/2008,VOTE,"Drop paper in a box, maybe",Other,,False,6,26,6,False,False,False,False,0,False,3.5,1,0.16666666666666666,0.038461538461538464,False,False,False,False,True
9/15/2008,NEWAGE,"Like music in a candle shop, maybe",Other,,False,7,34,7,False,False,False,False,0,False,4.0,1,0.0,0.029411764705882353,False,False,False,False,True
9/14/2008,ABETTOR,"Lookout, maybe",Other,,False,2,14,2,False,False,False,False,0,False,6.5,1,0.0,0.07142857142857142,False,False,False,False,True
9/13/2008,PREPS,"Crams, maybe",Other,,False,2,12,2,False,False,False,False,0,False,5.5,1,0.5,0.08333333333333333,False,False,False,False,True
9/13/2008,FARE,"Ride, maybe",Other,,False,2,11,2,False,False,False,False,0,False,5.0,1,0.5,0.09090909090909091,False,False,False,False,True
9/12/2008,TYPO,"Nooks for books, maybe",Other,,False,4,22,4,False,False,False,False,0,False,4.75,1,0.25,0.045454545454545456,False,False,False,False,True
9/9/2008,MINOR,"Teen, maybe",Other,,False,2,11,2,False,False,False,False,0,False,5.0,1,0.5,0.09090909090909091,False,False,False,False,True
9/4/2008,NEOCON,"Hawk, maybe",Other,,False,2,11,2,False,False,False,False,0,False,5.0,1,0.5,0.09090909090909091,False,False,False,False,True
9/2/2008,PTA,"Bake sale holder, maybe: Abbr.",Other,,False,5,30,7,False,False,False,False,1,False,5.2,1,0.4,0.1,False,False,False,False,True
8/31/2008,FRERE,"Partner in a French firm, maybe",Other,,False,6,31,6,False,False,False,False,0,False,4.333333333333333,1,0.3333333333333333,0.03225806451612903,False,False,False,False,True
8/30/2008,REPO,"Auctioned property, maybe",Other,,False,3,25,3,False,False,False,False,0,False,7.666666666666667,1,0.3333333333333333,0.04,False,False,False,False,True
8/27/2008,ESKIMO,"Parka wearer, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.05263157894736842,False,False,False,False,True
8/26/2008,MEOWS,"""I want in"" or ""I want out"" indicators, maybe",Other,,False,9,45,13,False,False,False,False,0,False,4.111111111111111,1,0.1111111111111111,0.1111111111111111,False,False,False,False,True
8/25/2008,TARP,"Tent floor, maybe",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.0,0.058823529411764705,False,False,False,False,True
8/24/2008,OIL,"Little squirt, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.0,0.05,False,False,False,False,True
8/22/2008,SLEET,"Skid's cause, maybe",Other,,False,3,19,4,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.10526315789473684,False,False,False,False,True
8/20/2008,ODED,"Had need of an E.R., maybe",Other,,False,6,26,8,False,False,False,False,2,False,3.5,1,0.3333333333333333,0.11538461538461539,False,False,False,False,True
8/14/2008,RIPER,"More red, maybe",Other,,False,3,15,3,False,False,False,False,0,False,4.333333333333333,1,0.0,0.06666666666666667,False,False,False,False,True
8/13/2008,ONESHARE,"Corporate gadfly's purchase, maybe",Other,,False,4,34,5,False,False,False,False,0,False,7.75,1,0.0,0.058823529411764705,False,False,False,False,True
8/6/2008,STAIR,"Way up, maybe",Other,,False,3,13,3,False,False,False,False,0,False,3.6666666666666665,1,0.3333333333333333,0.07692307692307693,False,False,False,False,True
8/5/2008,STAR,"Dwarf or giant, maybe",Other,,False,4,21,4,False,False,False,False,0,False,4.5,1,0.25,0.047619047619047616,False,False,False,False,True
7/31/2008,MUTT,"Half-and-half, maybe",Other,,False,2,20,4,False,False,False,False,0,False,9.5,1,0.5,0.15,False,False,False,False,True
7/30/2008,KNEECAP,"Gangster's target, maybe",Other,,False,3,24,4,False,False,False,False,0,False,7.333333333333333,1,0.3333333333333333,0.08333333333333333,False,False,False,False,True
7/30/2008,ANGER,"Reaction to a snub, maybe",Other,,False,5,25,5,False,False,False,False,0,False,4.2,1,0.0,0.04,False,False,False,False,True
7/28/2008,ESL,"Course for a future U.S. citizen, maybe: Abbr.",Other,,False,8,46,12,False,False,False,False,3,False,4.875,1,0.375,0.10869565217391304,False,False,False,False,True
7/23/2008,BOT,"Sci-fi sidekick, maybe",Other,,False,3,22,4,False,False,False,False,0,False,6.666666666666667,1,0.3333333333333333,0.09090909090909091,False,False,False,False,True
7/22/2008,MEOWS,"Requests for a saucer of milk, maybe",Other,,False,7,36,7,False,False,False,False,0,False,4.285714285714286,1,0.0,0.027777777777777776,False,False,False,False,True
7/21/2008,SIPHON,"Drain furtively, maybe",Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,1,0.3333333333333333,0.045454545454545456,False,False,False,False,True
7/20/2008,MOB,"Treat like a hero, maybe",Other,,False,5,24,5,False,False,False,False,0,False,4.0,1,0.0,0.041666666666666664,False,False,False,False,True
7/20/2008,OMEN,"Shooting star, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.0,0.05,False,False,False,False,True
7/10/2008,AMULET,"Item worn around the neck, maybe",Other,,False,6,32,6,False,False,False,False,0,False,4.5,1,0.0,0.03125,False,False,False,False,True
7/4/2008,NOMADS,"Tent dwellers, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.0,0.05,False,False,False,False,True
7/3/2008,TREK,"Migration, maybe",Other,,False,2,16,2,False,False,False,False,0,False,7.5,1,0.0,0.0625,False,False,False,False,True
7/2/2008,SALAD,"Weight-watcher's order, maybe",Other,,False,3,29,5,False,False,False,False,0,False,9.0,1,0.3333333333333333,0.10344827586206896,False,False,False,False,True
6/29/2008,LOGON,"Prepare to chat, maybe",Other,,False,4,22,4,False,False,False,False,0,False,4.75,1,0.25,0.045454545454545456,False,False,False,False,True
6/26/2008,COLT,"Two- or three-year-old, maybe",Other,,False,4,29,7,False,False,False,False,0,False,6.5,1,0.0,0.13793103448275862,False,False,False,False,True
6/26/2008,GEN,"With 8-Down, one who grew up on MTV, maybe",Self-Referential,,False,9,42,12,False,False,False,False,0,False,3.7777777777777777,2,0.1111111111111111,0.07142857142857142,False,False,False,False,True
6/26/2008,SEPTET,"Wedding band, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.0,0.05263157894736842,False,False,False,False,True
6/22/2008,SNORE,"Cause someone's insomnia, maybe",Other,,False,4,31,5,False,False,False,False,0,False,7.0,1,0.25,0.06451612903225806,False,False,False,False,True
6/22/2008,TEXT,"Write on a BlackBerry, maybe",Other,,False,5,28,5,False,False,False,False,0,False,4.8,1,0.4,0.03571428571428571,False,False,False,False,True
6/15/2008,EXTRAS,"All of a crowd, maybe",Other,,False,5,21,5,False,False,False,False,0,False,3.4,1,0.0,0.047619047619047616,False,False,False,False,True
6/15/2008,TYRANNY,"Rule before a revolution, maybe",Other,,False,5,31,5,False,False,False,False,0,False,5.4,1,0.0,0.03225806451612903,False,False,False,False,True
6/14/2008,RISKIT,"Live dangerously, maybe",Other,,False,3,23,3,False,False,False,False,0,False,7.0,1,0.3333333333333333,0.043478260869565216,False,False,False,False,True
6/12/2008,IRATE,"Red in the face, maybe",Other,,False,5,22,5,False,False,False,False,0,False,3.6,1,0.2,0.045454545454545456,False,False,False,False,True
6/12/2008,AJAR,"Admitting just a little light, maybe",Other,,False,6,36,6,False,False,False,False,0,False,5.166666666666667,1,0.0,0.027777777777777776,False,False,False,False,True
6/8/2008,UNQUOTE,"Two wiggling fingers, maybe",Other,,False,4,27,4,False,False,False,False,0,False,6.0,1,0.0,0.037037037037037035,False,False,False,False,True
6/8/2008,START,"Word next to an arrow, maybe",Other,,False,6,28,6,False,False,False,False,0,False,3.8333333333333335,1,0.16666666666666666,0.03571428571428571,False,False,False,False,True
6/8/2008,WAIL,"Play a sax solo, maybe",Other,,False,5,22,5,False,False,False,False,0,False,3.6,1,0.0,0.045454545454545456,False,False,False,False,True
6/6/2008,REDYE,"Turn red, maybe",Other,,False,3,15,3,False,False,False,False,0,False,4.333333333333333,1,0.3333333333333333,0.06666666666666667,False,False,False,False,True
6/5/2008,STENO,"Pool temp, maybe",Other,,False,3,16,3,False,False,False,False,0,False,4.666666666666667,1,0.3333333333333333,0.0625,False,False,False,False,True
6/3/2008,SEW,"Do zigzags, maybe",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.3333333333333333,0.058823529411764705,False,False,False,False,True
6/1/2008,AWOL,"Gone from the company, maybe",Other,,False,5,28,5,False,False,False,False,0,False,4.8,1,0.0,0.03571428571428571,False,False,False,False,True
5/29/2008,EXT,"Business no., maybe",Other,,False,3,19,4,False,False,False,False,1,False,5.666666666666667,1,0.3333333333333333,0.10526315789473684,False,False,False,False,True
5/27/2008,PINUP,"Locker photo, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.05263157894736842,False,False,False,False,True
5/26/2008,PACE,"Show worry in the waiting room, maybe",Other,,False,7,37,7,False,False,False,False,0,False,4.428571428571429,1,0.14285714285714285,0.02702702702702703,False,False,False,False,True
5/25/2008,WIG,"Powder site, maybe",Other,,False,3,18,3,False,False,False,False,0,False,5.333333333333333,1,0.3333333333333333,0.05555555555555555,False,False,False,False,True
5/25/2008,ERASE,"Name-drop, maybe?",Other,,True,2,17,4,False,False,False,False,0,False,8.0,1,0.0,0.17647058823529413,False,False,False,False,True
5/22/2008,OATER,"One of an old drive-in double feature, maybe",Other,,False,8,44,9,False,False,False,False,0,False,4.625,1,0.0,0.045454545454545456,False,False,False,False,True
5/18/2008,WED,"Take to Vegas, maybe",Other,,False,4,20,4,False,False,False,False,0,False,4.25,1,0.25,0.05,False,False,False,False,True
5/16/2008,KEEPERS,"Big fish, maybe",Other,,False,3,15,3,False,False,False,False,0,False,4.333333333333333,1,0.0,0.06666666666666667,False,False,False,False,True
5/4/2008,EMOTE,"Try to steal the scene, maybe",Other,,False,6,29,6,False,False,False,False,0,False,4.0,1,0.0,0.034482758620689655,False,False,False,False,True
4/27/2008,EXOTICA,"Rare imports, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.0,0.05263157894736842,False,False,False,False,True
4/20/2008,AIRTAXI,"Executive's charter, maybe",Other,,False,3,26,4,False,False,False,False,0,False,8.0,1,0.0,0.07692307692307693,False,False,False,False,True
4/19/2008,MAP,"Relief provider, maybe",Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,1,0.0,0.045454545454545456,False,False,False,False,True
4/13/2008,SUPER,"Apartment 1-A resident, maybe",Other,,False,4,29,6,False,False,False,False,0,False,6.5,1,0.25,0.06896551724137931,False,False,False,False,True
4/13/2008,NEAREST,"Like a relative notified in an emergency, maybe",Other,,False,8,47,8,False,False,False,False,0,False,5.0,1,0.0,0.02127659574468085,False,False,False,False,True
4/10/2008,BETSON,"Selects, as a racehorse, maybe",Other,,False,5,30,6,False,False,False,False,0,False,5.2,2,0.0,0.06666666666666667,False,False,False,False,True
4/10/2008,INSECT,"Antenna holder, maybe",Other,,False,3,21,3,False,False,False,False,0,False,6.333333333333333,1,0.3333333333333333,0.047619047619047616,False,False,False,False,True
4/4/2008,MASTS,"Pair from a deck, maybe",Other,,False,5,23,5,False,False,False,False,0,False,3.8,1,0.0,0.043478260869565216,False,False,False,False,True
4/3/2008,COCOAS,"Drinks with a spoon, maybe",Other,,False,5,26,5,False,False,False,False,0,False,4.4,1,0.0,0.038461538461538464,False,False,False,False,True
4/1/2008,DATE,"Movie companion, maybe",Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,1,0.3333333333333333,0.045454545454545456,False,False,False,False,True
3/30/2008,MVP,"Big shot after making a big shot, maybe: Abbr.",Other,,False,9,46,11,False,False,False,False,1,False,4.222222222222222,1,0.2222222222222222,0.06521739130434782,False,False,False,False,True
3/26/2008,EDIT,"Cut, maybe",Other,,False,2,10,2,False,False,False,False,0,False,4.5,1,0.5,0.1,False,False,False,False,True
3/19/2008,PLAZA,"Fountain spot, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.05,False,False,False,False,True
3/18/2008,SNOWMAN,"One with a carrot nose, maybe",Other,,False,6,29,6,False,False,False,False,0,False,4.0,1,0.0,0.034482758620689655,False,False,False,False,True
3/15/2008,ORNOT,"""... then again, maybe I'm wrong""",Other,,False,6,33,12,True,False,False,False,0,True,4.666666666666667,1,0.16666666666666666,0.21212121212121213,False,False,True,False,True
3/12/2008,EMMY,"Comedy series award, maybe",Other,,False,4,26,4,False,False,False,False,0,False,5.75,1,0.25,0.038461538461538464,False,False,False,False,True
3/11/2008,SAUTE,"Cook in a wok, maybe",Other,,False,5,20,5,False,False,False,False,0,False,3.2,1,0.2,0.05,False,False,False,False,True
3/9/2008,HUNGARIAN,"Franz Liszt, e.g. / Didn't go straight, maybe [split]",Other,,False,9,53,16,False,False,False,False,2,False,5.0,2,0.3333333333333333,0.1509433962264151,True,False,False,False,True
3/6/2008,RELIEF,"Late-inning pitching, maybe",Other,,False,3,27,4,False,False,False,False,0,False,8.333333333333334,1,0.0,0.07407407407407407,False,False,False,False,True
3/5/2008,MAR,"Spray-paint, maybe",Other,,False,2,18,3,False,False,False,False,0,False,8.5,1,0.0,0.1111111111111111,False,False,False,False,True
3/4/2008,SCAR,"Remnant of a tattoo removal, maybe",Other,,False,6,34,6,False,False,False,False,0,False,4.833333333333333,1,0.16666666666666666,0.029411764705882353,False,False,False,False,True
3/4/2008,OCTET,"Wedding band, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.0,0.05263157894736842,False,False,False,False,True
3/1/2008,JEW,"Faster, maybe",Other,,False,2,13,2,False,False,False,False,0,False,6.0,1,0.5,0.07692307692307693,False,False,False,False,True
2/29/2008,SORELOSER,"One who refuses to shake hands, maybe",Other,,False,7,37,7,False,False,False,False,0,False,4.428571428571429,1,0.0,0.02702702702702703,False,False,False,False,True
2/28/2008,AGOG,"Like kids at a circus, maybe",Other,,False,6,28,6,False,False,False,False,0,False,3.8333333333333335,1,0.0,0.03571428571428571,False,False,False,False,True
2/20/2008,ESTATES,"Homes with electronic gates, maybe",Other,,False,5,34,5,False,False,False,False,0,False,6.0,1,0.0,0.029411764705882353,False,False,False,False,True
2/19/2008,VILLA,"Home overlooking the sea, maybe",Other,,False,5,31,5,False,False,False,False,0,False,5.4,1,0.0,0.03225806451612903,False,False,False,False,True
2/14/2008,POOLSIDE,"On a lounge chair, maybe",Other,,False,5,24,5,False,False,False,False,0,False,4.0,1,0.0,0.041666666666666664,False,False,False,False,True
2/14/2008,REFRAME,"Fix up for a museum, maybe",Other,,False,6,26,6,False,False,False,False,0,False,3.5,1,0.16666666666666666,0.038461538461538464,False,False,False,False,True
2/12/2008,TURN,"Roll of the dice, maybe",Other,,False,5,23,5,False,False,False,False,0,False,3.8,1,0.0,0.043478260869565216,False,False,False,False,True
2/11/2008,GAG,"Respond to a really bad joke, maybe",Other,,False,7,35,7,False,False,False,False,0,False,4.142857142857143,1,0.0,0.02857142857142857,False,False,False,False,True
2/10/2008,MANE,"Hair behind the ears, maybe",Other,,False,5,27,5,False,False,False,False,0,False,4.6,1,0.2,0.037037037037037035,False,False,False,False,True
2/8/2008,ALE,"Mugful, maybe",Other,,False,2,13,2,False,False,False,False,0,False,6.0,1,0.5,0.07692307692307693,False,False,False,False,True
2/6/2008,RAISE,"Bluffer's ploy, maybe",Other,,False,3,21,4,False,False,False,False,0,False,6.333333333333333,1,0.3333333333333333,0.09523809523809523,False,False,False,False,True
2/5/2008,SRO,"Notice for late ticket-buyers, maybe",Other,,False,5,36,6,False,False,False,False,0,False,6.4,1,0.2,0.05555555555555555,False,False,False,False,True
2/3/2008,LOFT,"Artist's digs, maybe",Other,,False,3,20,4,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.1,False,False,False,False,True
