,Date,Word,Clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains briefly,_f_contains dir.,_f_contains exclamation,_f_contains kind of,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession
515812,5/17/2003,ION,Kind of generator,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
515947,5/15/2003,CABIN,Kind of fever,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
516297,5/11/2003,KOLA,Kind of nut,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
516454,5/8/2003,SIAMESE,Kind of pipe connection,4,23,5.0,0.25,False,3,False,False,False,0,True,0,0.13043478260869565,False,False,False,False,False,False,True,False,False,False,False
516714,5/4/2003,PET,Kind of theory,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
516974,5/1/2003,GALE,Kind of force,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
517453,4/25/2003,RAPIER,Kind of wit,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
517504,4/24/2003,SAGO,Kind of palm,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
517685,4/22/2003,PITA,Kind of sandwich,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
517846,4/20/2003,MENTAL,Kind of health,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
518023,4/18/2003,SOLAR,Kind of cycle,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
518062,4/17/2003,ONSIDE,Kind of kick,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
518115,4/16/2003,BULL,Kind of market,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
518477,4/12/2003,MERE,Kind of technicality?,3,21,6.333333333333333,0.3333333333333333,True,3,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
518953,4/6/2003,SKEET,Kind of shooter,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
519300,4/1/2003,INDOOR,Kind of plumbing,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
519521,3/29/2003,END,Kind of user,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
519594,3/28/2003,STEEL,Kind of wool or mill,5,20,3.2,0.2,False,4,False,False,False,0,True,0,0.2,False,False,False,False,False,False,True,False,False,False,False
520070,3/22/2003,EMERALD,Kind of cut,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
520278,3/19/2003,BEER,Kind of bust,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
520362,3/18/2003,SEPTIC,Kind of tank,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
520412,3/17/2003,YESORNO,Uncomplicated kind of question,4,30,6.75,0.0,False,3,False,False,False,0,True,0,0.1,False,False,False,False,False,False,True,False,False,False,False
520615,3/15/2003,CDROM,Kind of drive,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
520757,3/13/2003,POWER,Kind of plant,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
521217,3/7/2003,SERIAL,Kind of number,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
521250,3/6/2003,IDIOT,Kind of box,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
521382,3/5/2003,PAPAL,Kind of court,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
521782,2/28/2003,OAT,Kind of bran,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
522154,2/23/2003,KARATE,Kind of chop,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
522280,2/21/2003,SOLAR,Kind of collector,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
522343,2/20/2003,TULIP,Kind of bulb,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
522532,2/18/2003,NEAP,Kind of tide,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
522774,2/15/2003,ONLY,Kind of child,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
522893,2/13/2003,PREP,Kind of course,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
522915,2/13/2003,ONETOONE,Kind of correspondence,3,22,6.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.09090909090909091,False,False,False,False,False,False,True,False,False,False,False
523154,2/9/2003,SENIOR,Kind of moment,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
523168,2/9/2003,AMI,"""What Kind of Fool ___""",5,23,3.8,0.4,False,9,True,True,False,0,True,0,0.391304347826087,False,False,False,False,False,False,True,False,False,False,False
523371,2/7/2003,STING,Kind of operation,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
523547,2/4/2003,NOFEE,Kind of checking,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
523703,2/2/2003,TOGA,Kind of party,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
523786,2/2/2003,TECH,Kind of support,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
523930,1/31/2003,DAYGLO,Kind of colors,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
524297,1/26/2003,LOTUS,Kind of position,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
524405,1/25/2003,ARMS,Kind of dealer,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
524947,1/17/2003,SOS,Kind of pad,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
525037,1/16/2003,TOTE,Kind of bag,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
525581,1/9/2003,SPIN,Kind of doctor,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,True
525657,1/8/2003,PRUNE,Kind of danish,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
525995,1/4/2003,AEROSOL,Kind of bomb,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
526418,12/29/2002,SPARRING,Kind of partner,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
526746,12/25/2002,SONIC,Kind of boom,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
526769,12/25/2002,IRA,Kind of contribution,3,20,6.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.1,False,False,False,False,False,False,True,False,False,False,False
526916,12/22/2002,GOOGOO,Kind of eyes,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
526999,12/22/2002,LASER,Kind of beam,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
527086,12/21/2002,SESAMESEED,Kind of bun,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
527557,12/15/2002,INSIDE,Kind of information,3,19,5.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.10526315789473684,False,False,False,False,False,False,True,False,False,False,False
527626,12/14/2002,MASON,Kind of jar,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
527713,12/12/2002,SPEC,Kind of sheet,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
527768,12/11/2002,NATAL,Kind of chart,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
527875,12/10/2002,PAJAMA,Kind of top or party,5,20,3.2,0.2,False,4,False,False,False,0,True,0,0.2,False,False,False,False,False,False,True,False,False,False,False
528002,12/8/2002,ELEM,Kind of sch.,3,12,3.3333333333333335,0.3333333333333333,False,3,False,False,False,1,True,0,0.25,False,False,False,False,False,False,True,False,False,False,False
528048,12/8/2002,GAOL,"Kind of house, in England",5,25,4.2,0.4,False,5,False,False,False,0,True,1,0.2,False,False,False,False,False,False,True,False,False,False,False
528092,12/8/2002,MECH,Kind of engr.,3,13,3.6666666666666665,0.3333333333333333,False,3,False,False,False,1,True,0,0.23076923076923078,False,False,False,False,False,False,True,False,False,False,False
528651,12/1/2002,STAG,Kind of beetle,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
528761,11/29/2002,GENETIC,Kind of code,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
528902,11/27/2002,DEADLETTER,Kind of office,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
529031,11/25/2002,ZERO,Kind of tolerance,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
529152,11/24/2002,PEASANT,Kind of blouse,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
529229,11/23/2002,WEE,Kind of hour,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
529631,11/17/2002,IONIC,Kind of order,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
529648,11/17/2002,CREPE,Kind of sole,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
529723,11/17/2002,ACORN,Some kind of a nut,5,18,2.8,0.0,False,4,False,False,False,0,True,0,0.2222222222222222,False,False,False,False,False,False,True,False,False,False,False
529796,11/16/2002,ONECROP,Nondiverse kind of farming,4,26,5.75,0.25,False,3,False,False,False,0,True,0,0.11538461538461539,False,False,False,False,False,False,True,False,False,False,False
529821,11/15/2002,EERIE,Kind of silence,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
529829,11/15/2002,ROACH,Kind of motel,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
529899,11/14/2002,SOLAR,Kind of energy,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
530004,11/13/2002,TEE,Kind of time,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
530199,11/10/2002,FOOD,Kind of chain,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
530242,11/10/2002,OPED,Kind of page,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
530352,11/8/2002,HERBAL,Kind of tea,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
530445,11/7/2002,OLEIC,Kind of acid,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
530635,11/4/2002,PEP,Kind of rally or talk,5,21,3.4,0.2,False,4,False,False,False,0,True,0,0.19047619047619047,False,False,False,False,False,False,True,False,False,False,False
530701,11/3/2002,VETO,Kind of power,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
530744,11/3/2002,CIA,Kind of operation,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
530867,11/2/2002,MITER,Kind of box,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
530897,11/1/2002,VIENNA,Kind of sausage,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
530922,11/1/2002,MARINE,Kind of geology,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
530953,10/31/2002,POLAR,Kind of opposite,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
530981,10/31/2002,STING,Kind of operation,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
531159,10/28/2002,SOY,Kind of sauce,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
531319,10/27/2002,MENTAL,Kind of block,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
531393,10/26/2002,JOSS,Kind of stick,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
531408,10/26/2002,WAR,Kind of cloud,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
531606,10/23/2002,EPSOM,Kind of salts,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
531898,10/19/2002,CALLA,Kind of lily,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
532066,10/17/2002,SINUS,Kind of headache,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
532267,10/14/2002,NEWS,Kind of conference,3,18,5.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.1111111111111111,False,False,False,False,False,False,True,False,False,False,False
532422,10/13/2002,NATURE,Kind of walk,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
532423,10/13/2002,TWOMAN,Kind of bobsled,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
532499,10/12/2002,JESUIT,Kind of priest,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,True
532884,10/6/2002,EGO,Kind of trip,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
532887,10/6/2002,MRI,Kind of test,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
533063,10/5/2002,SPOT,Kind of announcement,3,20,6.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.1,False,False,False,False,False,False,True,False,False,False,False
533506,9/29/2002,ERROR,Kind of message,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
533609,9/28/2002,RESET,Kind of button,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
533619,9/27/2002,SIN,Kind of tax,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
533637,9/27/2002,SAL,Kind of soda,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
533768,9/25/2002,SWAP,Kind of meet,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
533964,9/22/2002,LAMBS,Kind of wool,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
533997,9/22/2002,OAT,Kind of bran,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
534051,9/22/2002,DIALOG,Kind of box,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
534200,9/20/2002,TENOR,Kind of horn,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
534210,9/19/2002,AZTECAN,Kind of calendar with 18 months,6,31,4.333333333333333,0.16666666666666666,False,7,False,False,False,0,True,0,0.16129032258064516,False,False,False,False,False,False,True,False,False,False,False
534333,9/18/2002,PANAMA,Kind of hat,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
534522,9/15/2002,ANGORA,Kind of goat,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
534738,9/12/2002,GENE,Kind of therapy,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
534750,9/12/2002,WON,"With 35-Across, Kind of record",5,30,5.2,0.2,False,8,False,False,False,0,True,1,0.2,False,False,False,False,False,False,True,False,False,False,False
535038,9/8/2002,ERECTOR,Kind of set,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
535167,9/7/2002,SOY,Kind of flour,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
535266,9/5/2002,CROSSCUT,Kind of saw,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
535304,9/5/2002,CARPET,Kind of beetle,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
535337,9/4/2002,TIRE,Kind of jack,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
535592,9/1/2002,NINE,Kind of iron,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
535675,8/31/2002,MARTIAL,Kind of law,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
535749,8/30/2002,APRIORI,Kind of knowledge,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
536078,8/26/2002,INNER,Kind of tube or ear,5,19,3.0,0.2,False,4,False,False,False,0,True,0,0.21052631578947367,False,False,False,False,False,False,True,False,False,False,False
536105,8/25/2002,SET,Kind of point or theory,5,23,3.8,0.2,False,4,False,False,False,0,True,0,0.17391304347826086,False,False,False,False,False,False,True,False,False,False,False
536332,8/22/2002,RULING,Kind of class,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
536519,8/20/2002,DNA,"Kind of ""fingerprint""",3,21,6.333333333333333,0.3333333333333333,False,4,False,False,False,0,True,0,0.19047619047619047,False,False,False,False,False,False,True,False,False,False,False
536718,8/18/2002,ZONE,Kind of defense,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
536753,8/17/2002,SOLE,Kind of proprietor,3,18,5.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.1111111111111111,False,False,False,False,False,False,True,False,False,False,False
536774,8/17/2002,SOS,Kind of pad,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
536832,8/16/2002,CARAMEL,Kind of apple,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
536894,8/15/2002,EROGENOUS,Kind of zone,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
537169,8/11/2002,PIANO,Kind of bar,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
537296,8/10/2002,NYLON,Kind of hose,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
537521,8/7/2002,CREPE,Kind of sole,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
537801,8/4/2002,HATE,Kind of mail,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
537820,8/4/2002,REC,Kind of hall,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
537902,8/2/2002,NEWEL,Kind of post,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
537964,8/1/2002,PIE,Kind of chart,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
537988,8/1/2002,SKELETON,Kind of crew,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
538531,7/25/2002,MOB,Kind of scene,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
538898,7/20/2002,ION,Kind of exchange,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
538924,7/20/2002,RHINE,Kind of wine,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
539343,7/14/2002,STREET,Kind of theater,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
539398,7/13/2002,ASTRAL,Kind of projection,3,18,5.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.1111111111111111,False,False,False,False,False,False,True,False,False,False,False
539694,7/9/2002,TEA,Kind of party,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
539792,7/8/2002,ZEN,Kind of Buddhism,3,16,4.666666666666667,0.6666666666666666,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
539811,7/7/2002,LEMON,Kind of drop,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
539949,7/6/2002,BACARDI,Kind of cocktail,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
540008,7/5/2002,SLED,Kind of dog,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
540281,7/1/2002,FETAL,Kind of position,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
540439,6/30/2002,RESET,Kind of button,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
540495,6/29/2002,EXPORT,Kind of duty,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
