Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,quoted clues,contains dir.,"contains ,maybe",contains word before
11/2/1996,WERE,"Word before ""#1""",Other,,False,3,16,6,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.1875,False,False,False,False,False,True
10/29/1996,THY,"Word before rod or staff, in Psalms",Other,,False,7,35,7,False,False,False,False,0,False,4.142857142857143,1,0.2857142857142857,0.02857142857142857,False,False,False,False,False,True
8/12/1996,INNER,Word before city or most,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
8/27/1995,APPETIT,Last word before the first bite,Other,,False,6,31,5,False,False,False,False,0,False,4.333333333333333,0,0.0,0.0,False,False,False,False,False,True
7/17/1995,BOARD,"Word before ""of health"" or ""of directors""",Other,,False,7,41,10,False,False,False,False,0,False,5.0,0,0.14285714285714285,0.0975609756097561,False,False,False,False,False,True
7/5/1995,IDIOT,Word before box or proof,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
6/21/1995,ARM,"Word before and after ""in""",Other,,False,5,26,6,False,False,False,False,0,False,4.4,0,0.2,0.07692307692307693,False,False,False,False,False,True
4/10/1995,BOYS,"Word before and after ""will be""",Other,,False,6,31,7,False,False,False,False,0,False,4.333333333333333,0,0.16666666666666666,0.06451612903225806,False,False,False,False,False,True
3/19/1995,OLDE,Word before shoppe,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,True
2/7/1995,MAJOR,Word before league or domo,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
1/30/1995,WIDOWS,Word before peak or walk,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
1/25/1995,ONE,Word before person and vote,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
1/10/1995,THE,Word before more and merrier,Other,,False,5,28,4,False,False,False,False,0,False,4.8,0,0.2,0.0,False,False,False,False,False,True
7/24/1994,END,"Word before and after ""to""",Other,,False,5,26,6,False,False,False,False,0,False,4.4,0,0.2,0.07692307692307693,False,False,False,False,False,True
6/13/1994,SKIN,Word before deep or dive,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
5/23/1994,PIT,Word before bull or stop,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
5/17/1994,EASY,Word before come and go,Other,,False,5,23,4,False,False,False,False,0,False,3.8,0,0.2,0.0,False,False,False,False,False,True
5/8/1994,HOPE,"Word before and after ""against""",Other,,False,5,31,6,False,False,False,False,0,False,5.4,0,0.2,0.06451612903225806,False,False,False,False,False,True
4/18/1994,RAPID,Word before fire or transit,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
3/9/1994,FORWARD,Word before march,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.3333333333333333,0.0,False,False,False,False,False,True
1/28/1994,MERE,Word before pittance,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.3333333333333333,0.0,False,False,False,False,False,True
1/25/1994,DUTY,Word before free or calls,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
12/9/1993,STEP,Word before mother or lively,Other,,False,5,28,4,False,False,False,False,0,False,4.8,0,0.2,0.0,False,False,False,False,False,True
11/28/1993,SPEAR,Word before head or mint,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
