,Date,Word,clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains abbr,_f_contains amts.,_f_contains briefly,_f_contains dir.,_f_contains exclamation,_f_starts with kind of,_f_contains it may be,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession,_f_is_100_most_common_clue
514889,5/28/2003,USES,Partakes of,2,11,5.0,0.0,False,1,False,False,False,0,True,0,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514890,5/28/2003,NEAT,Nifty,1,5,5.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514891,5/28/2003,WAXEN,Like a candle,3,13,3.6666666666666665,0.0,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514892,5/28/2003,LIQUID,Bromine is one,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514893,5/28/2003,GUTS,Gumption,1,8,8.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514894,5/28/2003,HARE,Racer of fable,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
514895,5/28/2003,TIER,Bireme section,2,14,6.5,0.5,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514930,5/27/2003,PEROT,Candidate of 1992 and '96,5,25,4.2,0.0,False,11,False,False,False,0,True,0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514896,5/28/2003,TABU,Prohibition: Var.,2,17,8.0,0.5,False,3,False,False,False,1,True,0,0.17647058823529413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514898,5/28/2003,MARNE,Scene of two W.W. I battles,6,27,3.6666666666666665,0.3333333333333333,False,7,False,False,False,2,True,0,0.25925925925925924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514899,5/28/2003,AURAL,Hearing-related,1,15,15.0,0.0,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514900,5/28/2003,CLAMOR,Hue and cry,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514901,5/28/2003,ROMPED,Won easily,2,10,4.5,0.5,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514902,5/28/2003,FALSE,Two-timing,1,10,10.0,0.0,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514903,5/28/2003,ALONE,Stag,1,4,4.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514904,5/28/2003,ABDUL,Paula of pop,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514905,5/28/2003,EGGY,Like custard,2,12,5.5,0.0,False,1,False,False,False,0,True,0,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514906,5/28/2003,LONI,Actress Anderson,2,16,7.5,1.0,False,1,False,False,False,0,True,0,0.0625,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
514897,5/28/2003,ATIT,Fighting,1,8,8.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514931,5/27/2003,AWE,Inspire respect,2,15,7.0,0.0,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514932,5/27/2003,SECEDES,Withdraws,1,9,9.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514934,5/27/2003,CAP,"Mortarboard, e.g.",2,17,8.0,0.5,False,4,False,False,False,2,True,1,0.23529411764705882,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514959,5/27/2003,YMA,Warbler Sumac,2,13,6.0,1.0,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514960,5/27/2003,IDS,"Passports and driver's licenses, for short",6,42,6.166666666666667,0.0,False,7,False,False,False,0,True,1,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514961,5/27/2003,HEBE,Nectar-pouring goddess,2,22,10.5,0.0,False,2,False,False,False,0,True,0,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514962,5/27/2003,ATOR,Origin suffix,2,13,6.0,0.5,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514963,5/27/2003,ABRA,Incantation beginning,2,21,10.0,0.0,False,1,False,False,False,0,True,0,0.047619047619047616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514964,5/27/2003,GROW,Develop,1,7,7.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514965,5/27/2003,ESTE,Medieval Italian fortress city,4,30,6.75,0.25,False,3,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514966,5/27/2003,ARTS,Sciences' partner,2,17,8.0,0.0,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514967,5/27/2003,ROWE,Investment firm T. ___ Price,5,28,4.8,0.4,False,8,False,True,False,1,True,0,0.2857142857142857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514958,5/27/2003,OUNCE,Scale unit at the post office,6,29,4.0,0.0,False,5,False,False,False,0,True,0,0.1724137931034483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514968,5/27/2003,CROC,Gator's relative,2,16,7.5,0.5,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514970,5/27/2003,ADE,Orange or lemon drink,4,21,4.5,0.0,False,3,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514971,5/27/2003,ELEC,Major util.,2,11,5.0,0.0,False,2,False,False,False,1,True,0,0.18181818181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514972,5/27/2003,TEPID,Warmish,1,7,7.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514973,5/27/2003,SAN,Okinawa honorific,2,17,8.0,0.5,False,1,False,False,False,0,True,0,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514974,5/27/2003,RDS,Interstate syst.,2,16,7.5,0.5,False,2,False,False,False,1,True,0,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514975,5/27/2003,ADAGES,Maxims,1,6,6.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514976,5/27/2003,LAKER,Cager at the Staples Center,5,27,4.6,0.4,False,4,False,False,False,0,True,0,0.14814814814814814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514977,5/27/2003,ACIDS,Corrosive liquids,2,17,8.0,0.0,False,1,False,False,False,0,True,0,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514978,5/27/2003,EMOTE,Milk a scene for all it's worth,7,31,3.5714285714285716,0.0,False,7,False,False,False,0,True,0,0.22580645161290322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514969,5/27/2003,TATS,Makes lace,2,10,4.5,0.0,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514886,5/28/2003,ABIE,Rose's love,2,11,5.0,0.5,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514957,5/27/2003,YEAR,Calendar's span,2,15,7.0,0.5,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514955,5/27/2003,FUSS,Complain,1,8,8.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514935,5/27/2003,ESC,Computer key,2,12,5.5,0.5,False,1,False,False,False,0,True,0,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514936,5/27/2003,LILAC,Flowering shrub,2,15,7.0,0.0,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514937,5/27/2003,SAMOA,Pago Pago's locale,3,18,5.333333333333333,0.6666666666666666,False,3,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514938,5/27/2003,GORY,Highly graphic,2,14,6.5,0.5,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514939,5/27/2003,FOCUS,Camera concern,2,14,6.5,0.0,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514940,5/27/2003,MEDE,Inhabitant of ancient Persia,4,28,6.25,0.25,False,3,False,False,False,0,True,0,0.10714285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514941,5/27/2003,ETTE,Launder ending,2,14,6.5,0.0,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514942,5/27/2003,START,All the clues in this puzzle do this with 36-Across,10,51,4.2,0.0,False,12,False,False,False,0,True,0,0.19607843137254902,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514943,5/27/2003,ERSE,Gaelic,1,6,6.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514956,5/27/2003,TSPS,Medicinal amts.,2,15,7.0,0.5,False,2,False,False,False,1,True,0,0.13333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
514944,5/27/2003,SEAR,Scorch,1,6,6.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514946,5/27/2003,ALAMO,Mission in Texas,3,16,4.666666666666667,0.6666666666666666,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514947,5/27/2003,POPPA,"Carl Reiner film ""Where's ___?""",5,31,5.4,0.6,False,11,False,True,False,0,True,0,0.3548387096774194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514948,5/27/2003,SPELLS,Witches' recitations,2,20,9.5,0.5,False,2,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514949,5/27/2003,TAN,Color on the beach,4,18,3.75,0.0,False,3,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514950,5/27/2003,ATEIN,Arranged a dinner at home,5,25,4.2,0.0,False,4,False,False,False,0,True,0,0.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514951,5/27/2003,DOWSE,Walk about with a divining rod,6,30,4.166666666666667,0.0,False,5,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514952,5/27/2003,AMYS,Vanderbilt and Grant,3,20,6.0,0.6666666666666666,False,2,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514953,5/27/2003,FIRETRAP,Risky building to be in,5,23,3.8,0.0,False,4,False,False,False,0,True,0,0.17391304347826086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514954,5/27/2003,INK,India ___,2,9,4.0,0.5,False,4,False,True,False,0,True,0,0.4444444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514945,5/27/2003,MAGIC,Copperfield's field,2,19,9.0,0.5,False,2,False,False,False,0,True,0,0.10526315789473684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514979,5/27/2003,AORTA,Arterial trunk,2,14,6.5,0.0,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514885,5/28/2003,AGARIC,Kind of mushroom,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
514883,5/28/2003,AIMAT,Draw a bead on,4,14,2.75,0.0,False,3,False,False,False,0,True,0,0.21428571428571427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514816,5/29/2003,EPIC,"""Beowulf,"" e.g.",2,15,7.0,0.0,False,6,False,False,False,2,True,1,0.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514817,5/29/2003,INPHASE,Synchronous,1,11,11.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514818,5/29/2003,BLAB,Say too much,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514819,5/29/2003,YALE,Bowl site,2,9,4.0,0.5,False,1,False,False,False,0,True,0,0.1111111111111111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514820,5/29/2003,ELON,North Carolina university,3,25,7.666666666666667,0.6666666666666666,False,2,False,False,False,0,True,0,0.08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514821,5/29/2003,ABIE,"Harry Hershfield comic ""___ the Agent""",6,38,5.5,0.5,False,10,False,True,False,0,True,0,0.2631578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
514822,5/29/2003,NEAR,Within earshot,2,14,6.5,0.0,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514823,5/29/2003,GOBY,Elapse,1,6,6.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514824,5/29/2003,BARTERS,Wheels and deals,3,16,4.666666666666667,0.0,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514825,5/29/2003,OSIER,Basket material,2,15,7.0,0.5,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514826,5/29/2003,ALAS,Comment on a loss,4,17,3.5,0.0,False,3,False,False,False,0,True,0,0.17647058823529413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514827,5/29/2003,OATERS,"""The Marshal of Cripple Creek"" and others",7,41,5.0,0.42857142857142855,False,8,False,False,False,0,True,0,0.1951219512195122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514828,5/29/2003,PESETA,Discontinued money,2,18,8.5,0.0,False,1,False,False,False,0,True,0,0.05555555555555555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514829,5/29/2003,ANORAK,Polar jacket,2,12,5.5,0.0,False,1,False,False,False,0,True,0,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514830,5/29/2003,BEEBE,"William who wrote ""Half Mile Down""",6,34,4.833333333333333,0.6666666666666666,False,7,False,False,False,0,True,0,0.20588235294117646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514831,5/29/2003,ELLIE,"NBC's ""Watching ___""",3,20,6.0,0.6666666666666666,False,8,False,True,False,0,True,0,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514832,5/29/2003,LUGER,Winter Olympian,2,15,7.0,0.5,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514833,5/29/2003,SWAB,Forensic evidence collector,3,27,8.333333333333334,0.0,False,2,False,False,False,0,True,0,0.07407407407407407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514834,5/29/2003,HOPI,Snake dancers,2,13,6.0,0.5,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514815,5/29/2003,FINESSE,Certain bridge play,3,19,5.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.10526315789473684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514814,5/29/2003,PANAM,___ Games,2,9,4.0,0.5,False,4,False,True,False,0,True,0,0.4444444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514813,5/29/2003,ATARI,Big name in games,4,17,3.5,0.0,False,3,False,False,False,0,True,0,0.17647058823529413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514812,5/29/2003,SENTTO,"Targeted, as with a mailing",5,27,4.6,0.0,False,5,False,False,False,0,True,1,0.18518518518518517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514792,5/29/2003,BERATE,Jump on,2,7,3.0,0.0,False,1,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514793,5/29/2003,ELENA,Makarova of tennis,3,18,5.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.1111111111111111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514794,5/29/2003,ELATERS,Click beetles,2,13,6.0,0.5,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514795,5/29/2003,USOSHOW,Noted 37-Across venue,3,21,6.333333333333333,0.0,False,5,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514796,5/29/2003,ELVER,One in a conger line?,5,21,3.4,0.0,True,5,False,False,False,0,True,0,0.23809523809523808,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514797,5/29/2003,WAGER,"Two chips, perhaps",3,18,5.333333333333333,0.0,False,3,False,False,False,0,True,1,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
514798,5/29/2003,OLA,Slangy suffix,2,13,6.0,0.5,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514799,5/29/2003,BIERS,Funeral stands,2,14,6.5,0.5,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514800,5/29/2003,ALETA,Prince Valiant's wife,3,21,6.333333333333333,0.6666666666666666,False,3,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514835,5/29/2003,OLIO,This and that,3,13,3.6666666666666665,0.0,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514801,5/29/2003,PIC,Snap,1,4,4.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514803,5/29/2003,BARAK,Leader of the One Israel coalition,6,34,4.833333333333333,0.3333333333333333,False,5,False,False,False,0,True,0,0.14705882352941177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514804,5/29/2003,TACH,Dash gauge,2,10,4.5,0.5,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514805,5/29/2003,HOLA,Spanish welcome,2,15,7.0,0.0,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514806,5/29/2003,ELEV,Atlas abbr.,2,11,5.0,0.5,False,2,False,False,False,1,True,0,0.18181818181818182,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
514807,5/29/2003,GUITAR,Many a position in a rock band,7,30,3.4285714285714284,0.0,False,6,False,False,False,0,True,0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514808,5/29/2003,ENSURE,"Co-sign, as a loan",4,18,3.75,0.25,False,5,False,False,False,0,True,1,0.2777777777777778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514809,5/29/2003,TWIXT,"Not on the end, for short",6,25,3.3333333333333335,0.0,False,6,False,False,False,0,True,1,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514810,5/29/2003,MET,"Satisfied, in a way",4,19,4.0,0.25,False,4,False,False,False,0,True,1,0.21052631578947367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514811,5/29/2003,EDIT,Do Time?,2,8,3.5,0.5,True,2,False,False,False,0,True,0,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514802,5/29/2003,EELS,Smoked fish,2,11,5.0,0.0,False,1,False,False,False,0,True,0,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514836,5/29/2003,WACO,City on the Brazos,4,18,3.75,0.5,False,3,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514837,5/29/2003,ALA,Mobile home: Abbr.,3,18,5.333333333333333,0.6666666666666666,False,4,False,False,False,1,True,0,0.2222222222222222,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
514838,5/28/2003,JADE,Fine stone,2,10,4.5,0.5,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514863,5/28/2003,LODGEACOMPLAINT,Object formally,2,15,7.0,0.5,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514864,5/28/2003,SNUG,Like tights,2,11,5.0,0.0,False,1,False,False,False,0,True,0,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514865,5/28/2003,CANOE,"Lake rental, maybe",3,18,5.333333333333333,0.3333333333333333,False,3,False,False,False,0,True,1,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
514866,5/28/2003,DATE,Go with,2,7,3.0,0.0,False,1,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514867,5/28/2003,EELY,Hard to grasp,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514868,5/28/2003,TBIRD,"""Fun, Fun, Fun"" car",4,19,4.0,0.5,False,7,False,False,False,0,True,2,0.3684210526315789,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514869,5/28/2003,ZOOM,Lens type,2,9,4.0,0.0,False,1,False,False,False,0,True,0,0.1111111111111111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514870,5/28/2003,JACK,Trunk item,2,10,4.5,0.5,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514871,5/28/2003,ALOE,Hand cream ingredient,3,21,6.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.09523809523809523,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514862,5/28/2003,COS,Lettuce variety,2,15,7.0,0.5,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514872,5/28/2003,DUTY,Shirkers shirk it,3,17,5.0,0.0,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514874,5/28/2003,SIGNAL,"Nod, at auctions",3,16,4.666666666666667,0.3333333333333333,False,3,False,False,False,0,True,1,0.1875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514875,5/28/2003,OPENTO,Not dismissing out of hand,5,26,4.4,0.0,False,4,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514876,5/28/2003,DAIS,Roast spot,2,10,4.5,0.5,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514877,5/28/2003,ANN,"Cape ___, Mass.",3,15,4.333333333333333,0.6666666666666666,False,7,False,True,False,1,True,1,0.4666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514878,5/28/2003,SAD,In a blue funk,4,14,2.75,0.0,False,3,False,False,False,0,True,0,0.21428571428571427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514879,5/28/2003,LOSE,Give the slip to,4,16,3.25,0.0,False,3,False,False,False,0,True,0,0.1875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514880,5/28/2003,ATTIC,Room at the top?,4,16,3.25,0.0,True,4,False,False,False,0,True,0,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514881,5/28/2003,VIRGO,Neighbor of Leo,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514882,5/28/2003,ASYET,So far,2,6,2.5,0.0,False,1,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514873,5/28/2003,EMT,CPR giver,2,9,4.0,0.5,False,1,False,False,False,0,True,0,0.1111111111111111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514884,5/28/2003,UBOLT,It takes two nuts,4,17,3.5,0.25,False,3,False,False,False,0,True,0,0.17647058823529413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514861,5/28/2003,LAMA,Eastern priest,2,14,6.5,0.5,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
514859,5/28/2003,LORD,House member,2,12,5.5,0.5,False,1,False,False,False,0,True,0,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514839,5/28/2003,SODAS,Pops,1,4,4.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514840,5/28/2003,LAVA,Pelee spew,2,10,4.5,0.5,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514841,5/28/2003,ALUM,Reunion attendee,2,16,7.5,0.0,False,1,False,False,False,0,True,0,0.0625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514842,5/28/2003,IPANA,"It was once advertised as ""Good for tender gums""",9,48,4.444444444444445,0.2222222222222222,False,10,False,False,False,0,True,0,0.20833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514843,5/28/2003,OTIS,He gave us a lift,5,17,2.6,0.2,False,4,False,False,False,0,True,0,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514844,5/28/2003,KEY,Pivotal,1,7,7.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514845,5/28/2003,INNS,Getaway places,2,14,6.5,0.5,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514846,5/28/2003,BEIGE,Neutral shade,2,13,6.0,0.0,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514847,5/28/2003,AMAT,Latin 101 verb,3,14,4.0,0.0,False,5,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
